Zählstellenname;5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.12 BN - Straßburger Weg;5.12 BN - Straßburger Weg;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;Kennedybrücke;Kennedybrücke;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;Südbrücke;Südbrücke;Nordbrücke;Nordbrücke
2022-12-22 04:30;0;0;0;0;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;3;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
2022-12-22 04:45;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-12-22 05:00;0;0;0;0;0;1;0;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2022-12-22 05:15;1;1;0;0;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;5;0;4;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
2022-12-22 05:30;1;0;2;1;0;0;0;0;;;;;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;1;2;0;4;1;7;6;1;0;0;0;0;0;0;1;1;0;0;2;1;1;3;1
2022-12-22 05:45;0;0;0;1;0;0;0;1;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;0;1;3;0;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;1;0;0;2;1;11;3;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;2
2022-12-22 06:00;1;0;0;0;0;0;1;0;;;;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;1;0;0;0;0;0;4;1;1;0;10;3;0;0;0;1;1;0;0;0;1;0;0;1;1;2;2;0
2022-12-22 06:15;0;0;1;2;0;0;0;3;;;;;1;0;0;2;1;0;0;0;0;0;0;0;0;0;3;1;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;2;1;4;1;10;6;1;0;0;0;2;0;0;1;0;0;0;2;2;1;1;5
2022-12-22 06:30;0;1;1;3;1;2;0;2;;;;;4;0;0;1;1;0;2;0;0;0;0;1;0;1;3;1;;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;2;2;0;0;0;3;2;0;7;0;21;11;1;0;0;0;2;0;0;2;2;0;0;1;1;4;2;8
2022-12-22 06:45;0;0;1;6;0;1;0;4;;;;;3;0;0;2;4;0;0;0;0;0;0;1;0;0;4;3;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;15;0;0;1;3;0;0;1;1;2;0;11;2;22;17;0;1;0;0;4;0;0;2;4;1;0;4;2;3;1;11
2022-12-22 07:00;2;0;1;5;0;0;0;5;;;;;5;1;0;1;1;0;0;3;0;0;0;1;1;1;6;0;;;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;18;0;0;1;0;0;0;0;4;5;1;3;0;29;5;1;0;0;0;1;0;0;5;1;1;1;3;2;5;3;10
2022-12-22 07:15;1;0;0;3;1;0;0;3;;;;;6;1;1;1;1;1;1;2;0;1;0;2;0;3;4;1;;;1;1;2;0;0;0;0;0;0;0;0;0;1;0;1;23;0;0;1;1;0;0;1;3;10;0;14;0;39;16;5;0;1;0;4;0;0;6;5;0;1;7;2;7;2;6
2022-12-22 07:30;3;1;2;4;0;2;0;4;;;;;10;0;0;1;2;1;1;1;3;0;2;1;1;5;6;1;;;3;4;3;0;0;0;0;0;0;0;0;0;1;0;3;40;0;0;3;11;0;0;1;5;12;1;19;1;62;35;1;1;0;2;8;0;2;14;2;0;0;7;1;10;5;11
2022-12-22 07:45;6;1;2;4;0;1;1;3;;;;;10;0;2;1;4;0;0;0;0;1;0;3;0;2;8;1;;;1;1;3;0;1;0;0;0;0;0;0;0;0;0;3;38;0;0;2;6;0;2;1;5;27;0;22;3;74;35;0;0;0;0;15;0;3;6;6;0;0;14;1;12;9;9
2022-12-22 08:00;0;1;1;5;2;2;0;0;;;;;9;0;0;2;3;0;1;0;3;0;0;4;0;2;8;1;;;3;1;2;1;0;0;0;0;0;0;0;0;1;0;1;35;0;0;1;7;0;0;0;2;23;2;30;0;62;40;0;1;0;1;6;0;0;8;6;1;0;9;2;9;3;8
2022-12-22 08:15;2;0;1;2;0;0;0;1;;;;;13;0;3;0;4;0;1;0;2;0;3;2;0;5;8;1;;;2;5;2;0;1;0;0;0;0;0;0;0;0;0;3;17;0;0;2;4;0;0;0;2;18;0;18;2;40;26;3;0;0;0;4;0;1;10;3;1;0;9;0;16;3;3
2022-12-22 08:30;4;1;1;4;0;0;0;2;;;;;5;0;1;0;3;0;0;1;1;1;2;3;1;2;4;0;;;4;4;2;0;0;0;0;0;0;0;0;0;0;0;2;40;0;0;1;8;0;0;0;2;15;1;18;2;59;30;1;0;0;0;1;0;0;5;6;0;0;14;0;6;5;7
2022-12-22 08:45;1;0;2;1;0;1;0;2;;;;;6;1;0;1;0;0;0;1;2;1;0;3;2;2;3;1;;;1;0;4;0;1;0;0;0;0;0;0;0;0;0;2;34;0;0;0;8;0;0;1;2;30;1;20;0;69;29;3;0;0;0;5;0;0;6;5;2;0;16;2;6;3;4
2022-12-22 09:00;3;0;1;3;0;1;1;3;;;;;3;0;0;0;4;0;0;0;1;0;0;1;0;1;4;0;;;1;3;1;0;2;0;0;0;0;0;0;0;0;0;1;30;0;0;0;4;0;1;0;2;13;1;19;4;46;29;0;0;0;0;4;0;0;4;9;0;0;8;0;3;5;7
2022-12-22 09:15;0;0;0;1;0;0;0;2;;;;;3;0;1;0;0;0;1;0;1;0;1;1;1;4;5;0;;;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;17;0;0;2;2;0;0;0;1;11;0;14;0;30;18;0;0;0;0;4;0;0;3;7;0;0;10;0;4;0;3
2022-12-22 09:30;0;0;1;2;1;1;0;1;;;;;1;0;3;0;0;0;0;0;1;0;0;1;3;1;4;2;;;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;6;0;0;0;1;9;0;17;0;28;23;2;0;0;1;4;0;0;2;3;0;0;5;0;4;2;4
2022-12-22 09:45;1;0;1;1;0;1;0;1;;;;;3;0;0;0;1;0;0;1;2;0;0;3;0;1;7;1;;;2;0;4;0;0;0;0;0;0;0;0;0;1;0;1;22;0;0;0;4;0;0;0;3;11;1;17;0;38;22;2;1;0;1;4;0;1;4;4;0;0;6;0;3;2;3
2022-12-22 10:00;1;0;0;0;0;0;0;0;;;;;1;2;0;2;1;0;1;2;0;0;1;1;0;1;3;0;;;1;2;0;2;0;0;0;0;0;0;0;0;2;0;1;20;0;0;0;1;0;0;0;1;10;1;19;1;34;22;2;0;0;1;7;0;0;2;2;0;0;8;4;1;1;0
2022-12-22 10:15;1;1;0;2;0;1;0;1;;;;;1;0;0;2;0;1;0;1;1;0;0;3;0;1;4;0;;;0;5;2;1;0;0;0;0;0;0;0;0;1;0;2;24;0;0;2;4;0;0;1;3;7;0;20;1;38;27;1;0;0;1;1;0;0;3;2;0;0;5;2;1;1;5
2022-12-22 10:30;0;0;0;1;0;0;0;2;;;;;1;0;1;2;1;0;0;3;2;0;1;2;1;2;4;1;;;3;0;0;0;2;0;0;0;0;0;0;0;1;0;3;23;0;0;0;2;0;0;0;3;12;1;23;3;42;29;1;0;0;0;2;2;2;3;2;0;0;6;2;2;0;3
2022-12-22 10:45;1;0;0;2;0;0;0;1;;;;;4;1;1;0;0;0;0;0;0;2;1;2;0;0;5;1;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;26;0;0;0;6;0;0;0;2;12;1;22;2;41;31;1;3;0;0;4;0;1;2;3;0;0;4;1;5;1;3
2022-12-22 11:00;0;0;0;0;0;0;0;2;;;;;2;1;0;1;2;1;0;3;3;0;1;1;0;2;4;1;;;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;7;0;0;0;1;15;1;21;4;43;33;0;0;0;0;10;0;1;3;1;0;0;0;2;2;0;2
2022-12-22 11:15;2;0;0;2;0;1;0;1;;;;;1;0;1;1;3;0;0;3;5;1;1;1;0;1;3;1;;;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;4;0;0;0;1;14;5;26;1;33;36;1;0;1;0;4;0;1;1;5;0;1;2;1;2;2;4
2022-12-22 11:30;2;0;0;4;0;1;0;1;;;;;3;0;0;2;2;0;0;1;3;0;2;4;0;5;6;3;;;2;1;3;0;0;0;0;0;0;0;0;0;0;0;3;31;0;0;0;8;0;0;0;1;12;2;29;1;47;40;3;1;0;2;8;0;5;4;8;0;2;1;2;3;2;6
2022-12-22 11:45;0;0;0;4;0;0;0;1;;;;;4;2;0;4;0;0;0;0;1;1;1;4;0;3;5;0;;;2;2;1;4;0;0;0;0;0;0;0;0;1;0;3;28;0;0;0;8;0;0;0;3;15;2;33;3;50;46;2;1;0;1;3;0;1;4;4;0;0;6;6;4;0;5
2022-12-22 12:00;0;0;0;5;2;0;0;1;;;;;4;2;0;3;2;0;1;2;2;0;0;1;0;2;4;0;;;0;1;0;1;2;2;0;0;0;0;0;0;0;0;1;23;0;0;0;6;0;0;0;2;21;0;37;2;47;45;1;0;1;0;8;0;0;12;5;0;0;3;5;4;2;6
2022-12-22 12:15;2;1;0;4;2;2;0;3;;;;;5;0;1;4;1;1;0;1;4;1;0;3;1;1;7;1;;;0;2;0;1;0;0;0;0;0;0;0;0;1;0;2;23;0;0;3;6;0;1;0;2;17;1;33;4;45;48;4;1;0;1;9;2;2;9;2;0;0;11;4;6;4;10
2022-12-22 12:30;2;1;0;2;0;0;0;1;;;;;2;1;1;1;0;0;2;2;3;0;3;3;0;4;0;3;;;1;6;1;1;0;0;0;0;0;0;0;0;0;0;1;19;0;1;2;7;0;0;0;1;15;0;29;8;36;47;3;1;0;1;1;0;0;6;1;0;1;6;2;3;2;4
2022-12-22 12:45;1;0;1;4;0;0;0;1;;;;;2;1;1;1;3;1;1;1;4;1;3;5;1;6;1;3;;;1;2;3;1;2;0;0;0;0;0;0;0;1;0;4;17;0;1;1;4;0;1;0;4;13;1;30;5;39;43;4;0;1;1;5;0;1;3;7;0;1;5;2;3;2;5
2022-12-22 13:00;0;0;0;2;1;0;0;5;;;;;2;1;0;3;1;0;0;0;1;2;0;8;1;7;5;1;;;1;4;2;1;3;0;0;0;0;0;0;0;0;0;3;24;0;1;2;5;0;0;0;0;20;2;46;4;47;60;1;1;0;3;5;1;0;12;2;1;0;12;4;2;1;7
2022-12-22 13:15;3;0;0;3;1;0;0;4;;;;;4;3;3;2;3;0;1;1;4;0;0;4;3;4;9;1;;;1;6;5;3;2;0;0;0;0;0;0;0;0;0;1;18;0;0;1;7;0;0;0;1;15;0;37;9;35;54;3;1;0;2;8;0;0;7;7;0;3;8;5;7;4;7
2022-12-22 13:30;4;0;2;5;0;1;0;3;;;;;3;0;0;4;0;1;1;4;2;0;1;3;1;2;2;1;;;3;6;2;2;0;0;0;0;0;0;0;0;0;0;3;20;0;2;1;8;0;0;1;3;17;1;36;3;44;51;6;3;1;3;5;0;0;8;3;0;1;10;4;3;6;9
2022-12-22 13:45;2;0;1;5;0;0;1;3;;;;;4;0;1;3;0;0;1;1;3;1;0;3;0;4;3;1;;;1;4;5;1;0;0;0;0;0;0;0;0;1;0;0;31;0;0;0;9;0;1;0;4;12;1;39;6;48;56;3;0;0;2;8;0;1;5;9;1;1;10;3;5;4;8
2022-12-22 14:00;1;1;0;4;1;0;0;2;;;;;2;0;0;2;2;0;1;0;2;0;2;3;1;5;4;1;;;0;3;0;2;2;0;0;0;0;0;0;0;1;0;0;17;0;1;0;6;1;1;0;2;16;5;51;10;37;74;6;0;0;1;7;0;0;7;7;3;2;8;2;2;2;7
2022-12-22 14:15;0;1;0;4;1;1;0;4;;;;;4;2;2;3;3;0;2;2;0;0;0;2;1;2;2;0;;;1;6;5;2;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;6;0;0;1;2;22;5;36;3;41;51;5;3;0;2;9;0;2;2;12;2;1;6;5;6;1;10
2022-12-22 14:30;0;1;0;4;0;0;0;3;;;;;2;0;1;1;0;0;1;3;5;1;0;4;2;3;4;4;;;4;5;3;2;3;0;0;0;0;0;0;0;1;0;3;21;0;0;0;7;0;0;0;1;19;2;44;2;45;55;1;1;0;0;8;0;3;8;5;1;0;6;1;3;0;8
2022-12-22 14:45;4;1;0;2;0;5;0;2;;;;;5;1;1;4;0;0;1;3;5;2;1;5;4;2;9;3;;;2;7;2;2;0;0;0;0;0;0;0;0;1;0;5;24;0;0;3;11;0;0;0;0;10;0;43;11;40;68;5;1;0;4;6;0;2;9;13;0;0;6;5;6;4;10
2022-12-22 15:00;0;0;0;6;0;1;0;6;;;;;3;2;1;8;2;0;0;0;2;1;1;6;2;5;9;4;;;0;1;3;2;2;0;0;0;0;0;0;0;0;0;0;25;0;0;3;6;0;0;0;1;22;2;56;7;48;74;8;0;0;3;9;0;0;6;8;2;0;5;10;4;0;13
2022-12-22 15:15;4;0;1;9;0;2;0;2;;;;;4;0;0;9;1;0;0;5;4;1;2;2;2;9;6;0;;;4;1;6;3;2;0;0;0;0;0;0;0;0;0;3;19;0;0;2;11;1;1;0;0;12;0;49;5;35;68;4;2;2;2;7;2;1;11;15;1;2;12;9;4;5;13
2022-12-22 15:30;1;0;0;11;0;2;0;2;;;;;6;0;1;5;1;0;0;2;7;2;3;2;0;4;3;4;;;2;3;7;1;0;0;0;0;0;0;0;0;0;0;2;31;0;0;1;14;0;0;1;1;23;6;44;4;58;69;7;0;2;2;9;1;2;11;16;0;1;8;5;7;1;15
2022-12-22 15:45;1;0;1;5;1;1;0;2;;;;;5;0;1;2;0;4;1;1;2;1;2;4;2;6;5;4;;;1;9;2;1;1;0;0;0;0;0;0;0;0;0;5;26;0;0;1;10;0;1;1;2;16;2;54;8;50;76;3;3;0;3;9;0;1;9;22;0;4;11;2;6;3;8
2022-12-22 16:00;0;0;0;9;0;2;0;4;;;;;4;0;2;3;3;1;0;1;4;0;0;1;0;5;4;1;;;3;7;5;7;0;0;0;0;0;0;0;0;2;0;3;19;0;0;3;10;0;0;0;2;16;1;70;9;42;93;4;1;2;8;14;0;0;11;13;0;4;10;3;6;0;15
2022-12-22 16:15;1;1;0;13;1;2;0;6;;;;;6;2;0;9;1;1;1;5;4;0;1;3;1;10;3;5;;;2;6;4;0;4;0;0;0;0;0;0;0;3;0;4;27;0;0;1;9;0;0;0;2;24;0;56;3;60;69;3;0;0;2;9;0;3;7;19;0;2;13;11;6;2;22
2022-12-22 16:30;4;0;3;8;0;3;0;3;;;;;5;3;0;4;0;3;1;1;3;0;0;4;0;2;2;2;;;0;8;5;0;1;0;0;0;0;0;0;0;0;0;2;33;0;0;0;5;0;0;0;2;31;2;71;7;68;85;6;2;0;4;13;0;0;15;7;0;0;9;7;5;7;14
2022-12-22 16:45;1;0;0;7;0;1;0;2;;;;;5;3;0;7;2;0;1;1;3;1;1;2;3;6;7;3;;;2;7;2;0;1;0;0;0;0;0;0;0;0;0;1;32;0;2;4;5;0;0;1;0;28;0;60;7;62;78;4;2;0;7;15;0;0;8;14;1;2;8;10;5;1;10
2022-12-22 17:00;3;1;1;11;1;3;0;3;;;;;3;2;0;4;0;0;0;0;1;2;0;4;1;2;1;2;;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;4;29;0;0;1;6;0;0;0;1;14;2;57;5;49;71;1;0;1;2;8;0;0;13;12;1;0;6;6;3;5;18
2022-12-22 17:15;1;0;0;7;0;1;0;4;;;;;0;0;0;4;0;0;0;2;1;3;0;1;0;3;5;5;;;0;2;3;0;0;0;0;0;0;0;0;0;0;0;3;34;0;0;0;6;0;0;0;2;23;2;59;9;62;76;2;1;1;0;10;1;1;13;9;0;1;9;4;0;1;12
2022-12-22 17:30;0;1;2;5;0;2;0;2;;;;;5;0;1;9;0;0;0;3;1;0;1;2;1;4;3;4;;;3;4;2;0;2;0;0;0;0;0;0;0;0;0;5;24;0;0;3;8;0;0;0;0;12;2;65;6;41;84;0;1;0;0;9;0;2;8;5;1;1;12;9;6;2;10
2022-12-22 17:45;2;0;0;4;1;1;0;2;;;;;1;0;0;6;0;0;0;1;1;0;0;2;1;6;4;3;;;1;3;2;0;1;0;0;0;0;0;0;0;1;0;6;22;0;0;5;10;0;1;2;2;21;3;50;3;54;72;1;3;0;5;6;0;0;10;13;1;0;9;6;1;3;7
2022-12-22 18:00;1;1;2;3;0;1;0;4;;;;;1;2;0;3;0;0;0;0;7;1;2;0;2;2;5;2;;;1;2;2;0;1;0;0;0;0;0;0;0;0;0;4;30;0;1;2;7;0;1;0;1;7;1;57;3;42;72;1;1;1;3;7;1;1;6;7;1;0;11;5;1;3;9
2022-12-22 18:15;0;1;1;2;0;0;0;1;;;;;2;0;0;2;0;0;0;0;4;2;0;2;0;2;4;1;;;1;3;2;1;1;0;0;0;0;0;0;0;0;0;4;31;0;0;2;8;1;1;1;4;17;0;47;6;58;64;1;1;0;3;8;0;0;8;11;1;0;6;2;2;1;4
2022-12-22 18:30;2;0;0;4;0;2;0;3;;;;;2;0;0;4;1;0;1;0;0;1;0;1;1;1;3;5;;;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;26;0;0;0;9;0;2;0;1;11;3;37;7;39;58;2;0;0;2;2;0;1;3;13;1;1;3;4;2;2;9
2022-12-22 18:45;0;0;0;3;0;0;0;1;;;;;5;0;1;2;1;0;0;1;0;2;1;1;1;1;4;1;;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;23;0;0;0;4;0;1;0;4;17;2;34;6;48;47;0;0;0;0;1;0;0;3;1;0;0;3;2;6;0;4
2022-12-22 19:00;0;0;0;1;0;2;0;2;;;;;2;0;1;2;0;0;0;0;3;0;0;1;0;1;2;5;;;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;5;3;0;3;0;3;6;3;54;7;27;75;1;1;0;0;4;0;0;4;6;0;1;1;2;3;0;5
2022-12-22 19:15;0;0;0;2;0;0;0;0;;;;;2;0;0;0;0;0;0;0;1;1;0;4;0;0;0;3;;;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;25;0;1;0;4;0;0;2;0;5;2;48;6;33;61;1;1;1;0;4;1;0;4;8;0;1;2;0;2;0;2
2022-12-22 19:30;1;0;0;1;0;0;0;1;;;;;0;0;0;1;0;0;0;1;1;0;0;1;0;0;2;5;;;1;0;0;3;1;0;0;0;0;0;0;0;1;0;1;15;0;0;3;4;0;0;0;1;12;1;31;6;30;45;3;0;0;0;3;0;0;5;1;1;0;2;1;0;1;2
2022-12-22 19:45;0;0;0;2;0;1;0;2;;;;;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5;;;2;0;3;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;1;2;0;0;1;0;8;2;26;4;24;35;2;0;0;0;1;1;0;3;4;0;0;1;0;2;0;5
2022-12-22 20:00;0;0;0;0;0;0;0;0;;;;;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;2;2;1;0;1;0;0;7;2;37;3;20;48;0;0;0;0;5;0;0;2;4;0;0;0;1;1;0;0
2022-12-22 20:15;0;0;0;2;0;1;0;0;;;;;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;3;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;1;1;5;0;1;0;2;4;2;11;1;19;22;2;0;1;0;4;0;2;0;0;0;0;5;0;1;0;3
2022-12-22 20:30;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;3;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;4;0;1;0;3;0;0;0;0;2;2;23;5;9;34;0;1;0;1;0;0;0;1;1;0;0;2;1;0;0;0
2022-12-22 20:45;0;0;0;1;0;0;0;0;;;;;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;9;0;0;1;0;0;0;0;1;6;0;20;1;18;22;1;0;0;0;1;0;0;3;2;0;0;0;1;2;0;1
2022-12-22 21:00;0;0;0;0;0;0;0;1;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;1;0;2;14;1;19;1;22;24;0;0;0;1;3;1;2;1;4;0;0;2;0;1;0;1
2022-12-22 21:15;0;0;0;1;0;0;0;1;;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;0;0;0;1;6;0;19;3;12;24;0;0;0;2;0;0;1;0;0;3;0;3;1;1;0;2
2022-12-22 21:30;0;0;0;1;0;0;0;0;;;;;2;0;0;0;0;0;0;0;3;0;0;0;1;0;1;3;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;1;0;0;0;1;2;2;19;1;13;25;1;0;0;0;0;0;0;2;1;0;0;0;0;2;0;1
2022-12-22 21:45;0;0;0;1;0;0;0;0;;;;;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;3;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;4;0;18;1;14;19;0;0;0;0;2;0;1;1;0;0;0;0;1;2;0;1
2022-12-22 22:00;0;0;0;1;0;1;0;1;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;4;0;20;0;8;21;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;3
2022-12-22 22:15;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;1;0;0;0;0;3;0;15;2;10;20;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2022-12-22 22:30;0;0;1;0;0;0;0;0;;;;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;3;0;1;1;2;10;0;13;0;19;21;0;0;0;0;1;0;1;2;0;0;0;1;0;3;1;0
2022-12-22 22:45;0;1;0;1;0;1;0;0;;;;;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;3;0;13;1;10;14;0;0;0;0;0;1;1;1;1;1;1;2;0;1;0;3
2022-12-22 23:00;1;0;0;0;0;0;0;0;;;;;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;13;3;3;19;0;0;0;0;0;1;0;2;0;0;0;1;0;1;1;0
2022-12-22 23:15;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;1;15;0;6;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2022-12-22 23:30;0;0;0;1;0;0;0;0;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;2;0;0;0;0;2;0;9;2;6;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
2022-12-22 23:45;0;1;1;0;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;1;0;0;0;1;1;0;8;1;6;12;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;2
2022-12-23 00:00;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;2;1;1;0;0;3;1;10;3;6;22;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2022-12-23 00:15;0;0;0;1;0;0;0;0;;;;;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;7;2;2;12;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1
