Zählstellenname;5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.12 BN - Straßburger Weg;5.12 BN - Straßburger Weg;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;Kennedybrücke;Kennedybrücke;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;Südbrücke;Südbrücke;Nordbrücke;Nordbrücke
2022-01-21 21:45;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;;;;;1;1;2;0;;;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;9;0;0;2;3;0;0;1;1;5;0;10;0;18;15;0;0;0;0;1;0;0;0;3;0;0;2;3;0;0;2
2022-01-21 22:00;1;0;0;1;0;0;0;0;0;0;0;2;4;1;3;0;0;0;0;0;;;;;1;2;1;1;;;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;7;0;0;2;3;0;0;0;2;6;1;18;3;16;27;1;0;0;0;0;0;0;0;1;0;0;1;1;9;1;1
2022-01-21 22:15;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;0;2;2;0;;;0;0;1;0;0;0;0;2;1;2;0;0;0;0;2;10;0;0;0;0;0;0;0;0;5;0;16;1;17;17;0;0;0;0;3;0;1;1;0;0;0;1;0;2;1;2
2022-01-21 22:30;0;0;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;;;;;1;0;4;0;;;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;7;0;0;1;2;0;0;0;0;0;0;8;1;9;12;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1
2022-01-21 22:45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;0;1;0;0;;;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;10;2;5;13;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0
2022-01-21 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;2;0;0;0;1;3;2;10;0;9;14;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0
2022-01-21 23:15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;;;;;1;2;0;0;;;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;8;0;1;0;0;0;0;0;0;2;0;1;1;10;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
2022-01-21 23:30;0;0;1;2;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;;;;0;1;0;0;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;7;0;0;0;1;0;0;1;1;2;0;9;0;13;10;1;1;0;1;0;1;0;1;1;0;0;1;1;2;1;2
2022-01-21 23:45;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;0;1;0;0;1;1;0;4;4;0;0;2;0;0;0;0;0;6;0;8;0;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
2022-01-22 00:00;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6;0;0;0;1;0;0;0;1;1;0;6;1;9;8;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1
2022-01-22 00:15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;8;2;4;11;0;0;0;0;0;0;0;1;2;1;0;1;1;0;0;0
2022-01-22 00:30;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;1;1;1;0;;;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;1;0;1;5;0;9;0;9;10;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
2022-01-22 00:45;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;0;2;0;1;1;0;6;2;7;12;0;0;0;0;0;0;0;1;1;0;0;1;1;2;0;0
2022-01-22 01:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;0;0;;;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;0;1;1;1;0;0;0;0;1;0;7;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-01-22 01:15;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2022-01-22 01:30;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3
2022-01-22 01:45;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;1;0;0;0;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;5;1;1;10;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1
2022-01-22 02:00;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;;;;;0;0;0;0;;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;4;0;2;0;0;0;0;0;0;1;0;0;1;1;1;0;2
2022-01-22 02:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-22 02:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-22 02:45;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;0;3;0;1;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;2;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0
2022-01-22 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;2;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2022-01-22 03:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-22 03:30;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
2022-01-22 03:45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-01-22 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-01-22 04:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-22 04:30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
2022-01-22 04:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2022-01-22 05:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2022-01-22 05:15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;1;0;1;0;5;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
2022-01-22 05:30;1;0;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0
2022-01-22 05:45;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2
2022-01-22 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2022-01-22 06:15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;;;;;1;1;1;0;;;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
2022-01-22 06:30;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2
2022-01-22 06:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;2;1;0;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-01-22 07:00;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;;;;;0;1;1;1;;;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;2;0;0;0;0;2;1;2
2022-01-22 07:15;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;;;;;1;0;1;0;;;0;0;1;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;1;0;0;0;0;0;2;0;1;0;6;2;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;2
2022-01-22 07:30;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;;;;;1;0;2;0;;;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;3;0;5;1;7;6;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;2
2022-01-22 07:45;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;1;;;;;1;0;0;0;;;1;0;0;0;1;0;0;2;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;1;5;0;5;6;0;0;0;0;0;0;0;1;1;0;0;1;2;2;0;1
2022-01-22 08:00;0;0;0;2;0;0;0;0;1;0;0;1;2;0;2;0;0;1;0;0;;;;;1;1;0;0;;;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;3;1;7;2;9;10;0;0;0;0;0;0;0;1;2;0;0;2;1;5;0;2
2022-01-22 08:15;1;0;0;1;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;;;;;1;1;2;1;;;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;10;0;0;0;2;0;1;0;0;2;0;2;1;12;6;0;1;0;0;2;0;0;3;0;0;1;2;2;4;2;1
2022-01-22 08:30;0;0;0;1;1;0;0;0;3;0;0;3;0;0;0;0;1;1;0;0;;;;;1;0;1;1;;;1;1;1;0;0;0;0;0;1;1;2;0;0;0;0;9;0;0;0;0;0;0;0;0;6;0;4;0;15;4;2;1;0;1;2;0;0;1;0;1;0;5;3;3;1;1
2022-01-22 08:45;0;0;0;1;0;0;0;0;4;0;0;1;3;1;3;1;0;0;0;1;;;;;0;2;2;0;;;3;1;2;0;0;0;1;2;1;2;2;0;0;0;0;8;0;0;1;1;0;0;0;1;7;1;7;1;16;11;2;0;1;1;2;0;0;6;1;0;1;1;6;7;0;1
2022-01-22 09:00;2;0;0;1;0;0;0;0;5;2;0;3;1;0;0;0;1;0;0;0;;;;;4;1;2;3;;;2;4;2;1;1;0;0;2;0;5;1;0;1;0;1;10;0;0;2;2;0;0;0;1;7;1;10;0;20;15;3;0;0;2;3;1;0;3;6;0;1;3;5;6;2;1
2022-01-22 09:15;0;0;0;1;0;1;0;0;3;0;0;1;2;0;0;1;0;0;0;3;;;;;3;2;5;2;;;0;5;3;2;2;0;0;0;0;3;2;0;0;0;2;10;0;1;1;2;0;0;0;2;7;3;8;2;21;17;1;2;0;3;3;0;0;2;2;0;0;4;4;3;0;2
2022-01-22 09:30;0;0;0;2;0;0;0;1;3;0;0;0;3;1;0;1;0;0;0;0;;;;;2;3;1;1;;;0;0;0;1;0;0;3;4;0;4;2;0;0;0;0;15;0;0;0;3;0;0;0;2;9;2;18;4;26;27;3;2;0;2;6;0;1;4;3;0;0;2;5;3;0;3
2022-01-22 09:45;1;0;0;2;0;1;0;0;2;0;0;3;5;0;1;6;0;0;0;0;;;;;3;0;6;2;;;0;8;1;0;1;1;0;2;0;3;3;0;1;0;6;17;0;0;1;6;0;0;0;3;10;2;29;2;37;40;3;0;0;0;6;0;1;10;6;1;1;6;8;9;1;3
2022-01-22 10:00;0;1;0;5;0;2;0;4;2;0;0;0;0;0;0;3;2;0;0;0;;;;;0;0;1;0;;;0;1;5;0;0;0;0;2;1;7;0;1;1;0;3;16;0;0;0;1;0;0;0;4;15;3;25;1;39;30;5;2;0;2;7;3;1;8;4;0;0;7;5;0;0;12
2022-01-22 10:15;1;2;1;4;0;0;0;2;3;0;1;1;2;0;0;2;0;0;0;0;;;;;0;1;1;1;;;1;3;2;0;2;0;0;6;0;3;5;1;2;0;1;20;0;0;0;7;0;0;0;3;10;0;18;2;36;27;1;3;0;1;2;0;0;4;4;0;2;7;6;3;2;8
2022-01-22 10:30;0;0;0;0;0;0;0;2;3;0;2;2;3;0;2;2;2;0;0;1;;;;;1;3;2;0;;;1;0;1;1;0;1;0;5;0;5;1;0;1;0;0;13;0;0;0;1;0;0;0;3;8;0;18;2;25;21;1;0;0;0;6;5;0;2;10;0;1;10;7;7;0;2
2022-01-22 10:45;1;1;0;3;0;1;0;1;8;2;1;2;4;2;0;3;2;0;2;1;;;;;1;1;4;2;;;2;5;2;0;0;0;0;4;4;3;0;0;0;0;1;19;0;4;1;7;0;1;0;4;15;0;24;2;39;39;3;3;1;4;5;2;2;2;4;1;0;9;14;8;1;6
2022-01-22 11:00;1;0;2;1;0;1;1;4;2;0;0;1;3;2;0;4;1;0;1;1;;;;;0;2;3;0;;;1;4;4;5;1;0;1;2;3;5;3;1;1;0;5;27;0;0;0;5;2;1;1;3;18;4;28;2;57;40;1;2;0;1;6;3;1;6;7;0;1;10;8;4;4;6
2022-01-22 11:15;3;0;0;3;0;0;0;2;7;1;0;3;3;0;2;2;3;0;1;2;;;;;3;2;2;1;;;0;4;2;1;1;0;0;7;2;4;5;3;0;0;3;18;0;0;4;8;0;1;0;2;9;1;29;5;32;48;11;0;0;2;8;1;0;8;8;1;2;9;9;9;3;5
2022-01-22 11:30;1;1;0;2;0;2;0;3;3;1;2;2;3;0;1;3;5;1;0;3;;;;;3;0;3;0;;;2;4;6;2;1;0;0;5;1;5;3;2;1;0;3;14;0;1;3;6;0;1;1;1;11;4;29;5;31;49;0;2;0;5;8;1;1;13;6;0;2;6;8;7;1;8
2022-01-22 11:45;1;0;0;1;2;0;0;7;4;1;0;1;5;0;0;4;0;0;0;1;;;;;1;9;2;1;;;0;6;1;1;0;0;0;7;4;10;8;0;0;0;5;29;0;0;1;7;0;0;0;1;12;0;30;4;47;42;5;3;0;8;12;2;0;11;10;1;3;3;8;7;3;8
2022-01-22 12:00;0;0;0;1;0;1;0;4;6;2;1;5;3;2;0;4;0;1;1;1;;;;;1;3;3;2;;;1;2;7;2;1;0;0;1;4;10;4;1;0;0;0;21;0;1;1;3;0;0;1;1;13;1;39;6;36;51;4;1;0;5;7;1;1;9;8;3;0;9;13;10;0;6
2022-01-22 12:15;0;3;2;3;0;0;0;2;6;1;0;3;2;0;2;3;0;0;0;4;;;;;3;6;7;1;;;2;12;7;3;4;0;0;10;1;5;1;2;3;0;1;27;0;1;1;6;0;0;0;4;18;1;29;3;53;41;11;1;3;6;14;0;4;12;14;3;2;8;9;8;2;8
2022-01-22 12:30;2;0;2;3;2;1;0;2;9;0;1;0;2;1;0;3;2;2;0;4;;;;;1;4;2;3;;;3;4;3;3;1;0;2;1;1;9;6;1;0;0;2;22;0;0;1;3;0;1;1;3;19;2;29;6;47;42;5;3;0;9;11;1;0;7;9;0;0;12;14;2;6;6
2022-01-22 12:45;2;1;0;3;1;0;0;0;5;1;0;5;3;0;3;3;1;1;1;3;;;;;2;3;3;1;;;4;6;7;2;1;1;1;12;3;9;7;0;3;0;0;29;0;0;0;6;1;0;1;1;16;1;37;4;51;48;10;0;3;1;11;1;1;14;13;2;3;10;8;12;3;4
2022-01-22 13:00;3;1;0;4;0;2;0;2;1;0;0;0;6;0;0;4;3;1;0;3;;;;;5;3;2;1;;;1;3;7;0;1;0;1;9;8;9;8;2;0;0;1;25;0;0;2;4;0;1;1;2;19;3;36;0;48;46;2;2;2;1;15;0;4;13;14;2;3;13;5;6;3;9
2022-01-22 13:15;2;0;0;4;2;0;0;1;9;0;0;6;4;1;4;2;2;1;2;7;;;;;0;2;4;1;;;0;9;10;3;4;0;0;8;1;6;2;1;1;0;3;27;0;0;2;5;0;2;2;0;15;0;28;5;48;42;9;2;0;5;8;1;1;10;11;0;1;8;12;14;4;5
2022-01-22 13:30;0;0;0;3;0;2;0;2;8;1;0;5;3;0;0;3;4;0;0;0;;;;;5;4;5;1;;;2;11;6;0;1;0;0;11;3;11;2;0;0;0;2;19;0;0;5;7;1;1;1;3;11;0;35;2;37;50;11;1;0;5;8;2;2;7;7;1;2;16;11;9;0;7
2022-01-22 13:45;2;1;1;7;0;0;0;1;6;1;0;8;7;0;2;3;1;0;0;2;;;;;5;2;4;2;;;1;15;11;1;3;1;1;7;2;7;4;1;0;1;3;19;0;0;2;12;0;1;0;3;15;0;35;5;40;56;6;2;0;5;8;0;1;9;22;2;1;21;9;18;3;9
2022-01-22 14:00;2;1;0;4;1;1;0;1;8;1;0;2;5;2;2;0;4;3;0;8;;;;;1;2;1;2;;;4;9;12;2;2;0;1;5;5;3;1;1;3;0;5;18;0;0;3;4;0;1;0;4;15;1;28;13;45;50;8;3;0;7;10;0;1;12;22;1;3;12;10;10;3;7
2022-01-22 14:15;0;0;0;6;0;0;0;3;3;0;0;4;3;1;3;5;2;3;2;0;;;;;3;4;4;0;;;0;4;5;3;0;0;0;10;4;13;6;1;1;0;2;18;0;0;2;5;0;1;0;0;9;0;36;6;30;50;5;4;0;6;10;0;0;13;13;2;1;13;9;10;0;9
2022-01-22 14:30;6;0;2;1;2;1;0;5;5;1;1;9;7;0;2;6;4;4;1;4;;;;;1;4;4;0;;;2;3;3;0;1;0;0;3;7;19;8;0;0;0;1;15;0;1;0;2;1;0;0;0;13;3;31;6;30;43;6;1;1;1;14;0;1;11;10;1;1;8;12;19;10;7
2022-01-22 14:45;1;0;0;6;2;2;1;2;5;1;0;3;3;2;1;6;1;2;0;3;;;;;3;5;4;5;;;3;3;3;2;3;0;1;5;5;7;3;0;0;0;1;21;0;1;3;5;1;0;1;1;15;3;53;8;40;73;3;3;0;4;7;3;3;12;20;6;1;8;13;8;4;10
2022-01-22 15:00;0;1;3;9;0;2;0;3;0;2;0;3;5;0;1;4;3;2;0;2;;;;;1;3;5;2;;;2;1;2;0;0;0;0;7;3;14;11;1;0;0;7;25;0;1;0;8;0;3;0;1;13;2;40;5;46;59;3;1;2;3;15;1;3;14;10;2;1;11;4;11;3;15
2022-01-22 15:15;2;0;2;3;0;0;1;3;4;0;2;3;7;0;3;5;3;0;0;6;;;;;3;2;5;2;;;3;4;5;1;1;0;0;7;5;5;6;1;1;0;3;15;0;0;1;4;0;1;0;1;17;3;33;3;37;45;4;0;0;1;11;0;6;6;5;0;2;12;11;13;5;6
2022-01-22 15:30;0;0;1;4;0;1;0;0;5;0;1;4;6;1;0;4;2;2;0;1;;;;;3;5;5;2;;;1;5;6;2;1;0;3;4;2;8;2;2;2;1;3;18;0;1;4;3;0;1;0;2;8;2;41;5;33;58;2;3;0;0;7;0;2;12;15;0;1;13;11;10;1;5
2022-01-22 15:45;2;3;0;5;1;0;1;3;3;0;0;1;7;1;2;4;2;1;1;4;;;;;1;7;4;1;;;1;3;4;2;1;0;0;1;3;7;3;2;1;0;0;12;0;2;4;5;0;1;0;0;13;3;37;5;26;57;8;1;1;6;8;1;0;11;6;0;1;5;8;10;4;11
2022-01-22 16:00;3;0;1;1;1;0;0;1;5;0;0;7;3;0;0;0;0;1;1;2;;;;;5;3;3;0;;;2;6;5;1;0;0;1;5;3;5;5;1;0;0;0;20;0;0;1;6;0;0;0;2;11;0;23;2;33;32;4;2;0;1;11;0;0;12;2;1;0;7;5;10;5;2
2022-01-22 16:15;1;0;1;3;0;0;0;3;4;0;0;4;2;1;1;0;1;0;0;1;;;;;1;1;5;1;;;0;5;2;0;1;0;1;4;1;7;2;0;1;0;2;13;0;0;1;2;0;0;1;1;9;1;21;5;27;30;1;1;0;2;4;3;1;8;13;2;2;12;5;7;2;6
2022-01-22 16:30;3;1;0;2;0;0;0;1;1;0;1;3;8;1;1;1;0;1;0;1;;;;;0;4;3;1;;;1;4;0;0;2;0;0;5;2;4;3;4;0;0;1;22;0;0;0;4;0;0;0;2;7;0;37;7;32;48;1;0;0;1;9;0;1;4;9;1;0;15;4;12;3;4
2022-01-22 16:45;1;0;1;6;0;1;0;0;4;0;0;1;0;1;0;2;1;1;0;1;;;;;0;2;1;1;;;0;3;0;1;0;1;0;6;0;3;2;0;0;0;1;18;0;0;1;5;0;0;0;2;5;5;28;6;26;45;3;3;1;4;8;2;2;16;13;1;2;12;7;1;2;7
2022-01-22 17:00;1;0;1;1;1;0;1;0;2;0;0;3;6;0;3;3;0;0;1;0;;;;;1;4;1;0;;;2;3;2;2;1;0;2;6;4;5;5;0;1;1;5;21;0;1;2;5;0;0;0;2;14;2;23;5;43;39;0;2;0;5;9;0;2;9;4;0;1;5;5;12;4;1
2022-01-22 17:15;1;0;0;6;0;2;0;4;8;0;0;3;5;1;0;1;1;0;0;1;;;;;1;2;0;1;;;0;3;2;1;0;0;0;2;5;5;2;0;1;0;3;23;0;0;1;5;0;0;1;0;8;0;29;4;36;39;3;4;0;0;7;1;1;10;11;1;5;4;10;8;1;12
2022-01-22 17:30;0;0;0;1;0;0;0;5;2;0;0;3;1;0;0;3;1;1;0;0;;;;;0;3;2;1;;;1;4;1;2;4;1;0;4;3;2;1;1;0;0;1;16;0;0;2;2;0;1;0;3;4;0;31;5;24;41;5;0;0;1;5;1;1;4;3;2;1;2;5;4;0;6
