 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2017-10-13-13-30-00;30;16;0;1;13
2017-10-13-13-45-00;16;7;0;0;9
2017-10-13-14-00-00;30;17;1;1;11
2017-10-13-14-15-00;28;11;2;3;12
2017-10-13-14-30-00;44;22;0;2;20
2017-10-13-14-45-00;38;19;1;3;15
2017-10-13-15-00-00;27;13;3;0;11
2017-10-13-15-15-00;59;31;3;3;22
2017-10-13-15-30-00;44;24;1;0;19
2017-10-13-15-45-00;50;16;3;2;29
2017-10-13-16-00-00;77;43;2;4;28
2017-10-13-16-15-00;55;30;2;3;20
2017-10-13-16-30-00;51;31;1;2;17
2017-10-13-16-45-00;48;29;1;1;17
2017-10-13-17-00-00;44;27;1;0;16
2017-10-13-17-15-00;59;31;1;1;26
2017-10-13-17-30-00;54;25;1;5;23
2017-10-13-17-45-00;67;30;4;1;32
2017-10-13-18-00-00;52;26;4;6;16
2017-10-13-18-15-00;44;19;2;2;21
2017-10-13-18-30-00;36;16;2;1;17
2017-10-13-18-45-00;34;15;3;2;14
2017-10-13-19-00-00;29;15;0;2;12
2017-10-13-19-15-00;18;6;1;2;9
2017-10-13-19-30-00;21;10;0;4;7
2017-10-13-19-45-00;19;5;3;2;9
2017-10-13-20-00-00;15;9;0;3;3
2017-10-13-20-15-00;7;1;1;2;3
2017-10-13-20-30-00;16;6;3;2;5
2017-10-13-20-45-00;10;2;0;1;7
2017-10-13-21-00-00;8;4;0;4;0
2017-10-13-21-15-00;11;6;0;0;5
2017-10-13-21-30-00;5;2;0;2;1
2017-10-13-21-45-00;8;3;1;3;1
2017-10-13-22-00-00;2;2;0;0;0
2017-10-13-22-15-00;7;4;0;1;2
2017-10-13-22-30-00;1;0;0;0;1
2017-10-13-22-45-00;22;4;4;4;10
2017-10-13-23-00-00;7;1;1;2;3
2017-10-13-23-15-00;1;0;0;0;1
2017-10-13-23-30-00;2;0;0;0;2
2017-10-13-23-45-00;1;0;0;0;1
2017-10-14-00-00-00;6;2;1;2;1
2017-10-14-00-15-00;6;0;1;0;5
2017-10-14-00-30-00;1;0;0;0;1
2017-10-14-00-45-00;1;0;0;0;1
2017-10-14-01-00-00;0;0;0;0;0
2017-10-14-01-15-00;0;0;0;0;0
2017-10-14-01-30-00;0;0;0;0;0
2017-10-14-01-45-00;0;0;0;0;0
2017-10-14-02-00-00;1;0;0;0;1
2017-10-14-02-15-00;1;0;0;0;1
2017-10-14-02-30-00;3;1;0;1;1
2017-10-14-02-45-00;0;0;0;0;0
2017-10-14-03-00-00;1;0;0;0;1
2017-10-14-03-15-00;0;0;0;0;0
2017-10-14-03-30-00;0;0;0;0;0
2017-10-14-03-45-00;0;0;0;0;0
2017-10-14-04-00-00;0;0;0;0;0
2017-10-14-04-15-00;1;0;0;0;1
2017-10-14-04-30-00;0;0;0;0;0
2017-10-14-04-45-00;0;0;0;0;0
2017-10-14-05-00-00;1;0;0;1;0
2017-10-14-05-15-00;0;0;0;0;0
2017-10-14-05-30-00;0;0;0;0;0
2017-10-14-05-45-00;0;0;0;0;0
2017-10-14-06-00-00;2;2;0;0;0
2017-10-14-06-15-00;2;1;0;0;1
2017-10-14-06-30-00;1;0;0;0;1
2017-10-14-06-45-00;1;0;1;0;0
2017-10-14-07-00-00;2;0;0;0;2
2017-10-14-07-15-00;5;1;0;3;1
2017-10-14-07-30-00;2;2;0;0;0
2017-10-14-07-45-00;12;7;0;2;3
2017-10-14-08-00-00;3;1;0;0;2
2017-10-14-08-15-00;6;1;1;0;4
2017-10-14-08-30-00;12;6;0;1;5
2017-10-14-08-45-00;10;4;0;2;4
2017-10-14-09-00-00;7;5;0;1;1
2017-10-14-09-15-00;10;7;0;0;3
2017-10-14-09-30-00;18;7;2;0;9
2017-10-14-09-45-00;32;12;3;1;16
2017-10-14-10-00-00;26;10;1;10;5
2017-10-14-10-15-00;39;12;3;3;21
2017-10-14-10-30-00;26;16;2;3;5
2017-10-14-10-45-00;39;15;2;1;21
2017-10-14-11-00-00;48;16;4;4;24
2017-10-14-11-15-00;49;28;5;6;10
2017-10-14-11-30-00;58;29;1;3;25
2017-10-14-11-45-00;73;28;4;4;37
2017-10-14-12-00-00;78;29;2;7;40
2017-10-14-12-15-00;57;17;1;3;36
2017-10-14-12-30-00;75;30;4;3;38
2017-10-14-12-45-00;99;44;6;5;44
2017-10-14-13-00-00;81;32;3;3;43
2017-10-14-13-15-00;84;28;7;4;45
2017-10-14-13-30-00;86;27;7;2;50
2017-10-14-13-45-00;107;45;9;1;52
2017-10-14-14-00-00;86;37;6;3;40
2017-10-14-14-15-00;109;43;7;7;52
2017-10-14-14-30-00;107;34;11;7;55
2017-10-14-14-45-00;132;57;9;6;60
2017-10-14-15-00-00;111;39;6;4;62
2017-10-14-15-15-00;132;51;11;4;66
2017-10-14-15-30-00;135;67;6;7;55
2017-10-14-15-45-00;116;56;4;5;51
2017-10-14-16-00-00;107;37;5;1;64
2017-10-14-16-15-00;130;70;4;10;46
2017-10-14-16-30-00;128;69;3;9;47
2017-10-14-16-45-00;128;73;4;5;46
2017-10-14-17-00-00;119;55;7;5;52
2017-10-14-17-15-00;112;64;7;9;32
2017-10-14-17-30-00;108;65;6;5;32
2017-10-14-17-45-00;108;69;0;13;26
2017-10-14-18-00-00;107;43;5;12;47
2017-10-14-18-15-00;96;51;5;9;31
2017-10-14-18-30-00;74;39;3;13;19
2017-10-14-18-45-00;49;28;1;5;15
2017-10-14-19-00-00;34;18;2;7;7
2017-10-14-19-15-00;35;14;1;17;3
2017-10-14-19-30-00;31;15;0;3;13
2017-10-14-19-45-00;14;7;0;4;3
2017-10-14-20-00-00;7;4;1;2;0
2017-10-14-20-15-00;10;5;2;0;3
2017-10-14-20-30-00;7;1;2;1;3
2017-10-14-20-45-00;9;4;0;0;5
2017-10-14-21-00-00;19;8;1;6;4
2017-10-14-21-15-00;5;1;1;1;2
2017-10-14-21-30-00;8;1;1;3;3
2017-10-14-21-45-00;1;1;0;0;0
2017-10-14-22-00-00;1;1;0;0;0
2017-10-14-22-15-00;4;0;1;0;3
2017-10-14-22-30-00;1;0;0;0;1
2017-10-14-22-45-00;2;1;0;0;1
2017-10-14-23-00-00;1;0;0;0;1
2017-10-14-23-15-00;5;1;1;1;2
2017-10-14-23-30-00;5;0;2;0;3
2017-10-14-23-45-00;0;0;0;0;0
2017-10-15-00-00-00;4;0;1;2;1
2017-10-15-00-15-00;0;0;0;0;0
2017-10-15-00-30-00;0;0;0;0;0
2017-10-15-00-45-00;3;0;2;0;1
2017-10-15-01-00-00;5;1;1;0;3
2017-10-15-01-15-00;1;0;0;0;1
2017-10-15-01-30-00;0;0;0;0;0
2017-10-15-01-45-00;1;0;0;1;0
2017-10-15-02-00-00;0;0;0;0;0
2017-10-15-02-15-00;0;0;0;0;0
2017-10-15-02-30-00;1;0;0;0;1
2017-10-15-02-45-00;0;0;0;0;0
2017-10-15-03-00-00;2;0;1;0;1
2017-10-15-03-15-00;0;0;0;0;0
2017-10-15-03-30-00;1;0;0;0;1
2017-10-15-03-45-00;1;0;0;0;1
2017-10-15-04-00-00;0;0;0;0;0
2017-10-15-04-15-00;2;0;0;2;0
2017-10-15-04-30-00;0;0;0;0;0
2017-10-15-04-45-00;1;0;0;1;0
2017-10-15-05-00-00;0;0;0;0;0
2017-10-15-05-15-00;1;1;0;0;0
2017-10-15-05-30-00;0;0;0;0;0
2017-10-15-05-45-00;0;0;0;0;0
2017-10-15-06-00-00;1;0;0;1;0
2017-10-15-06-15-00;0;0;0;0;0
2017-10-15-06-30-00;1;0;0;1;0
2017-10-15-06-45-00;0;0;0;0;0
2017-10-15-07-00-00;1;1;0;0;0
2017-10-15-07-15-00;0;0;0;0;0
2017-10-15-07-30-00;1;0;0;0;1
2017-10-15-07-45-00;6;2;1;0;3
2017-10-15-08-00-00;2;0;0;0;2
2017-10-15-08-15-00;5;0;0;2;3
2017-10-15-08-30-00;8;5;0;0;3
2017-10-15-08-45-00;13;5;1;0;7
2017-10-15-09-00-00;11;5;0;1;5
2017-10-15-09-15-00;15;6;0;1;8
2017-10-15-09-30-00;15;6;1;0;8
2017-10-15-09-45-00;34;8;3;3;20
2017-10-15-10-00-00;27;11;1;2;13
2017-10-15-10-15-00;46;14;5;4;23
2017-10-15-10-30-00;37;17;1;1;18
2017-10-15-10-45-00;46;13;2;1;30
2017-10-15-11-00-00;41;12;5;1;23
2017-10-15-11-15-00;76;30;8;3;35
2017-10-15-11-30-00;101;30;7;3;61
2017-10-15-11-45-00;113;41;7;5;60
2017-10-15-12-00-00;88;31;2;4;51
2017-10-15-12-15-00;126;47;9;9;61
2017-10-15-12-30-00;131;27;16;2;86
2017-10-15-12-45-00;135;43;9;3;80
2017-10-15-13-00-00;159;66;12;7;74
2017-10-15-13-15-00;143;44;8;3;88
2017-10-15-13-30-00;181;69;13;7;92
2017-10-15-13-45-00;139;48;7;3;81
2017-10-15-14-00-00;185;72;9;7;97
2017-10-15-14-15-00;222;82;14;2;124
2017-10-15-14-30-00;190;78;7;4;101
2017-10-15-14-45-00;220;91;13;5;111
2017-10-15-15-00-00;196;96;10;10;80
2017-10-15-15-15-00;177;92;6;11;68
2017-10-15-15-30-00;188;97;2;7;82
2017-10-15-15-45-00;193;110;1;11;71
2017-10-15-16-00-00;197;92;8;14;83
2017-10-15-16-15-00;171;82;7;10;72
2017-10-15-16-30-00;160;81;6;13;60
2017-10-15-16-45-00;186;106;9;6;65
2017-10-15-17-00-00;183;95;3;13;72
2017-10-15-17-15-00;162;83;5;12;62
2017-10-15-17-30-00;150;85;5;10;50
2017-10-15-17-45-00;130;81;1;12;36
2017-10-15-18-00-00;115;66;3;18;28
2017-10-15-18-15-00;129;83;0;18;28
2017-10-15-18-30-00;117;68;3;27;19
2017-10-15-18-45-00;67;41;1;17;8
2017-10-15-19-00-00;40;24;1;6;9
2017-10-15-19-15-00;40;20;1;4;15
2017-10-15-19-30-00;22;12;2;3;5
2017-10-15-19-45-00;13;5;1;4;3
2017-10-15-20-00-00;10;4;0;2;4
2017-10-15-20-15-00;8;3;2;1;2
2017-10-15-20-30-00;11;5;0;1;5
2017-10-15-20-45-00;13;8;0;3;2
2017-10-15-21-00-00;4;1;0;3;0
2017-10-15-21-15-00;3;0;1;0;2
2017-10-15-21-30-00;6;1;2;0;3
2017-10-15-21-45-00;4;1;0;1;2
2017-10-15-22-00-00;6;3;0;2;1
2017-10-15-22-15-00;0;0;0;0;0
2017-10-15-22-30-00;0;0;0;0;0
2017-10-15-22-45-00;1;0;0;0;1
2017-10-15-23-00-00;0;0;0;0;0
2017-10-15-23-15-00;2;1;0;0;1
2017-10-15-23-30-00;4;1;2;0;1
2017-10-15-23-45-00;0;0;0;0;0
2017-10-16-00-00-00;0;0;0;0;0
2017-10-16-00-15-00;1;0;0;0;1
2017-10-16-00-30-00;0;0;0;0;0
2017-10-16-00-45-00;0;0;0;0;0
2017-10-16-01-00-00;0;0;0;0;0
2017-10-16-01-15-00;0;0;0;0;0
2017-10-16-01-30-00;0;0;0;0;0
2017-10-16-01-45-00;0;0;0;0;0
2017-10-16-02-00-00;0;0;0;0;0
2017-10-16-02-15-00;0;0;0;0;0
2017-10-16-02-30-00;0;0;0;0;0
2017-10-16-02-45-00;0;0;0;0;0
2017-10-16-03-00-00;0;0;0;0;0
2017-10-16-03-15-00;0;0;0;0;0
2017-10-16-03-30-00;0;0;0;0;0
2017-10-16-03-45-00;0;0;0;0;0
2017-10-16-04-00-00;0;0;0;0;0
2017-10-16-04-15-00;0;0;0;0;0
2017-10-16-04-30-00;0;0;0;0;0
2017-10-16-04-45-00;0;0;0;0;0
2017-10-16-05-00-00;0;0;0;0;0
2017-10-16-05-15-00;0;0;0;0;0
2017-10-16-05-30-00;4;1;0;0;3
2017-10-16-05-45-00;5;1;0;1;3
2017-10-16-06-00-00;3;2;0;0;1
2017-10-16-06-15-00;6;3;0;0;3
2017-10-16-06-30-00;5;4;0;1;0
2017-10-16-06-45-00;20;7;0;0;13
2017-10-16-07-00-00;26;10;0;0;16
2017-10-16-07-15-00;22;8;1;2;11
2017-10-16-07-30-00;68;28;5;0;35
2017-10-16-07-45-00;68;26;1;2;39
2017-10-16-08-00-00;46;18;0;3;25
2017-10-16-08-15-00;44;15;1;2;26
2017-10-16-08-30-00;50;13;1;0;36
2017-10-16-08-45-00;62;23;1;2;36
2017-10-16-09-00-00;24;9;0;0;15
2017-10-16-09-15-00;34;2;8;1;23
2017-10-16-09-30-00;27;18;0;1;8
2017-10-16-09-45-00;33;15;0;6;12
2017-10-16-10-00-00;21;8;0;1;12
2017-10-16-10-15-00;25;15;1;1;8
2017-10-16-10-30-00;28;10;2;2;14
2017-10-16-10-45-00;26;11;2;1;12
2017-10-16-11-00-00;26;13;0;1;12
2017-10-16-11-15-00;41;15;5;3;18
2017-10-16-11-30-00;39;18;1;2;18
2017-10-16-11-45-00;60;20;5;2;33
2017-10-16-12-00-00;39;16;3;2;18
2017-10-16-12-15-00;38;14;3;4;17
2017-10-16-12-30-00;37;18;4;0;15
2017-10-16-12-45-00;46;21;1;2;22
2017-10-16-13-00-00;41;24;1;3;13
2017-10-16-13-15-00;69;35;1;10;23
2017-10-16-13-30-00;51;27;2;4;18
2017-10-16-13-45-00;51;28;1;3;19
2017-10-16-14-00-00;48;21;4;2;21
2017-10-16-14-15-00;47;28;0;2;17
2017-10-16-14-30-00;54;23;1;3;27
2017-10-16-14-45-00;73;34;5;2;32
2017-10-16-15-00-00;61;26;5;2;28
2017-10-16-15-15-00;69;22;4;3;40
2017-10-16-15-30-00;77;44;4;3;26
2017-10-16-15-45-00;77;41;4;4;28
2017-10-16-16-00-00;73;37;1;6;29
2017-10-16-16-15-00;92;47;3;2;40
2017-10-16-16-30-00;115;62;2;6;45
2017-10-16-16-45-00;100;54;1;8;37
2017-10-16-17-00-00;114;59;0;5;50
2017-10-16-17-15-00;95;49;2;8;36
2017-10-16-17-30-00;119;66;2;8;43
2017-10-16-17-45-00;99;55;0;5;39
2017-10-16-18-00-00;82;44;2;7;29
2017-10-16-18-15-00;76;39;2;5;30
2017-10-16-18-30-00;70;35;0;7;28
2017-10-16-18-45-00;41;18;2;2;19
2017-10-16-19-00-00;48;26;2;6;14
2017-10-16-19-15-00;40;25;3;2;10
2017-10-16-19-30-00;29;16;0;5;8
2017-10-16-19-45-00;28;16;0;3;9
2017-10-16-20-00-00;25;11;1;4;9
2017-10-16-20-15-00;17;7;1;4;5
2017-10-16-20-30-00;17;5;0;5;7
2017-10-16-20-45-00;12;4;0;3;5
2017-10-16-21-00-00;9;3;0;1;5
2017-10-16-21-15-00;13;8;0;2;3
2017-10-16-21-30-00;12;8;1;1;2
2017-10-16-21-45-00;8;1;0;2;5
2017-10-16-22-00-00;4;2;0;0;2
2017-10-16-22-15-00;2;0;0;0;2
2017-10-16-22-30-00;5;0;0;0;5
2017-10-16-22-45-00;2;1;0;0;1
2017-10-16-23-00-00;2;0;0;0;2
2017-10-16-23-15-00;1;0;0;0;1
2017-10-16-23-30-00;4;0;0;1;3
2017-10-16-23-45-00;1;0;0;1;0
2017-10-17-00-00-00;0;0;0;0;0
2017-10-17-00-15-00;0;0;0;0;0
2017-10-17-00-30-00;0;0;0;0;0
2017-10-17-00-45-00;0;0;0;0;0
2017-10-17-01-00-00;0;0;0;0;0
2017-10-17-01-15-00;0;0;0;0;0
2017-10-17-01-30-00;0;0;0;0;0
2017-10-17-01-45-00;0;0;0;0;0
2017-10-17-02-00-00;0;0;0;0;0
2017-10-17-02-15-00;0;0;0;0;0
2017-10-17-02-30-00;0;0;0;0;0
2017-10-17-02-45-00;0;0;0;0;0
2017-10-17-03-00-00;0;0;0;0;0
2017-10-17-03-15-00;0;0;0;0;0
2017-10-17-03-30-00;0;0;0;0;0
2017-10-17-03-45-00;0;0;0;0;0
2017-10-17-04-00-00;0;0;0;0;0
2017-10-17-04-15-00;0;0;0;0;0
2017-10-17-04-30-00;0;0;0;0;0
2017-10-17-04-45-00;0;0;0;0;0
2017-10-17-05-00-00;0;0;0;0;0
2017-10-17-05-15-00;1;0;0;0;1
2017-10-17-05-30-00;2;0;0;0;2
2017-10-17-05-45-00;4;0;0;0;4
2017-10-17-06-00-00;2;2;0;0;0
2017-10-17-06-15-00;3;0;0;1;2
2017-10-17-06-30-00;12;6;0;0;6
2017-10-17-06-45-00;16;5;0;0;11
2017-10-17-07-00-00;25;8;0;0;17
2017-10-17-07-15-00;33;17;2;0;14
2017-10-17-07-30-00;49;21;1;3;24
2017-10-17-07-45-00;65;24;3;2;36
2017-10-17-08-00-00;58;22;1;2;33
2017-10-17-08-15-00;65;18;3;7;37
2017-10-17-08-30-00;59;15;5;0;39
2017-10-17-08-45-00;55;15;3;0;37
2017-10-17-09-00-00;30;10;0;1;19
2017-10-17-09-15-00;9;5;0;0;4
2017-10-17-09-30-00;18;10;0;1;7
2017-10-17-09-45-00;13;7;0;1;5
2017-10-17-10-00-00;24;12;1;1;10
2017-10-17-10-15-00;28;16;0;2;10
2017-10-17-10-30-00;29;7;4;1;17
2017-10-17-10-45-00;16;5;3;0;8
2017-10-17-11-00-00;30;13;0;1;16
2017-10-17-11-15-00;33;18;0;2;13
2017-10-17-11-30-00;26;10;4;1;11
2017-10-17-11-45-00;37;12;2;3;20
2017-10-17-12-00-00;25;8;1;1;15
2017-10-17-12-15-00;24;8;3;1;12
2017-10-17-12-30-00;21;9;0;1;11
2017-10-17-12-45-00;31;14;2;3;12
2017-10-17-13-00-00;30;8;2;5;15
2017-10-17-13-15-00;36;14;1;5;16
2017-10-17-13-30-00;41;12;1;2;26
2017-10-17-13-45-00;39;18;2;3;16
2017-10-17-14-00-00;43;16;3;3;21
2017-10-17-14-15-00;46;21;2;1;22
2017-10-17-14-30-00;59;23;1;3;32
2017-10-17-14-45-00;48;25;1;3;19
2017-10-17-15-00-00;54;26;2;1;25
2017-10-17-15-15-00;44;15;2;1;26
2017-10-17-15-30-00;58;30;1;3;24
2017-10-17-15-45-00;65;37;2;2;24
2017-10-17-16-00-00;73;42;0;5;26
2017-10-17-16-15-00;80;41;3;8;28
2017-10-17-16-30-00;83;49;0;5;29
2017-10-17-16-45-00;68;42;1;3;22
2017-10-17-17-00-00;74;38;1;5;30
2017-10-17-17-15-00;85;39;1;6;39
2017-10-17-17-30-00;72;38;4;1;29
2017-10-17-17-45-00;93;49;0;8;36
2017-10-17-18-00-00;65;33;0;6;26
2017-10-17-18-15-00;60;30;1;3;26
2017-10-17-18-30-00;62;36;0;3;23
2017-10-17-18-45-00;62;41;0;7;14
2017-10-17-19-00-00;36;21;1;5;9
2017-10-17-19-15-00;35;15;2;6;12
2017-10-17-19-30-00;22;12;0;1;9
2017-10-17-19-45-00;16;7;1;0;8
2017-10-17-20-00-00;19;9;0;6;4
2017-10-17-20-15-00;10;3;1;2;4
2017-10-17-20-30-00;17;3;3;3;8
2017-10-17-20-45-00;7;4;1;1;1
2017-10-17-21-00-00;5;2;0;1;2
2017-10-17-21-15-00;3;0;0;0;3
2017-10-17-21-30-00;9;4;0;3;2
2017-10-17-21-45-00;5;2;0;2;1
2017-10-17-22-00-00;9;2;2;2;3
2017-10-17-22-15-00;7;3;1;2;1
2017-10-17-22-30-00;3;0;0;1;2
2017-10-17-22-45-00;7;0;2;1;4
2017-10-17-23-00-00;4;1;1;0;2
2017-10-17-23-15-00;0;0;0;0;0
2017-10-17-23-30-00;1;1;0;0;0
2017-10-17-23-45-00;0;0;0;0;0
2017-10-18-00-00-00;0;0;0;0;0
2017-10-18-00-15-00;3;0;2;0;1
2017-10-18-00-30-00;1;0;0;0;1
2017-10-18-00-45-00;0;0;0;0;0
2017-10-18-01-00-00;0;0;0;0;0
2017-10-18-01-15-00;0;0;0;0;0
2017-10-18-01-30-00;0;0;0;0;0
2017-10-18-01-45-00;0;0;0;0;0
2017-10-18-02-00-00;0;0;0;0;0
2017-10-18-02-15-00;0;0;0;0;0
2017-10-18-02-30-00;0;0;0;0;0
2017-10-18-02-45-00;0;0;0;0;0
2017-10-18-03-00-00;0;0;0;0;0
2017-10-18-03-15-00;0;0;0;0;0
2017-10-18-03-30-00;0;0;0;0;0
2017-10-18-03-45-00;0;0;0;0;0
2017-10-18-04-00-00;0;0;0;0;0
2017-10-18-04-15-00;0;0;0;0;0
2017-10-18-04-30-00;0;0;0;0;0
2017-10-18-04-45-00;0;0;0;0;0
2017-10-18-05-00-00;0;0;0;0;0
2017-10-18-05-15-00;1;0;0;0;1
2017-10-18-05-30-00;4;0;0;2;2
2017-10-18-05-45-00;3;0;0;1;2
2017-10-18-06-00-00;4;3;0;0;1
2017-10-18-06-15-00;4;0;0;1;3
2017-10-18-06-30-00;9;4;0;1;4
2017-10-18-06-45-00;14;6;0;0;8
2017-10-18-07-00-00;15;5;0;0;10
2017-10-18-07-15-00;42;15;3;2;22
2017-10-18-07-30-00;68;21;3;2;42
2017-10-18-07-45-00;55;22;2;2;29
2017-10-18-08-00-00;47;19;0;1;27
2017-10-18-08-15-00;47;15;2;1;29
2017-10-18-08-30-00;55;11;6;0;38
2017-10-18-08-45-00;48;16;3;0;29
2017-10-18-09-00-00;28;13;1;1;13
2017-10-18-09-15-00;31;14;1;2;14
2017-10-18-09-30-00;23;13;1;1;8
2017-10-18-09-45-00;19;8;0;2;9
2017-10-18-10-00-00;28;11;0;3;14
2017-10-18-10-15-00;31;11;0;2;18
2017-10-18-10-30-00;26;12;1;3;10
2017-10-18-10-45-00;24;5;5;0;14
2017-10-18-11-00-00;37;10;2;3;22
2017-10-18-11-15-00;30;13;3;4;10
2017-10-18-11-30-00;23;8;4;4;7
2017-10-18-11-45-00;50;20;2;3;25
2017-10-18-12-00-00;45;16;2;2;25
2017-10-18-12-15-00;36;20;0;2;14
2017-10-18-12-30-00;33;11;1;2;19
2017-10-18-12-45-00;51;19;3;5;24
2017-10-18-13-00-00;41;17;0;1;23
2017-10-18-13-15-00;58;26;1;8;23
2017-10-18-13-30-00;67;30;3;3;31
2017-10-18-13-45-00;35;15;0;2;18
2017-10-18-14-00-00;50;19;2;6;23
2017-10-18-14-15-00;58;29;1;6;22
2017-10-18-14-30-00;67;37;1;3;26
2017-10-18-14-45-00;61;34;1;3;23
2017-10-18-15-00-00;52;18;3;1;30
2017-10-18-15-15-00;77;37;6;3;31
2017-10-18-15-30-00;72;36;1;6;29
2017-10-18-15-45-00;81;41;1;7;32
2017-10-18-16-00-00;86;40;1;5;40
2017-10-18-16-15-00;89;39;6;1;43
2017-10-18-16-30-00;94;58;2;1;33
2017-10-18-16-45-00;77;38;3;2;34
2017-10-18-17-00-00;91;49;3;8;31
2017-10-18-17-15-00;99;55;3;6;35
2017-10-18-17-30-00;96;54;2;3;37
2017-10-18-17-45-00;88;52;3;4;29
2017-10-18-18-00-00;79;48;0;4;27
2017-10-18-18-15-00;93;50;2;9;32
2017-10-18-18-30-00;66;35;1;9;21
2017-10-18-18-45-00;69;39;1;3;26
2017-10-18-19-00-00;37;20;0;2;15
2017-10-18-19-15-00;51;30;0;9;12
2017-10-18-19-30-00;19;10;0;2;7
2017-10-18-19-45-00;19;6;0;0;13
2017-10-18-20-00-00;20;8;2;3;7
2017-10-18-20-15-00;9;5;0;2;2
2017-10-18-20-30-00;5;1;0;0;4
2017-10-18-20-45-00;9;4;0;2;3
2017-10-18-21-00-00;2;0;0;2;0
2017-10-18-21-15-00;10;6;0;2;2
2017-10-18-21-30-00;4;2;0;0;2
2017-10-18-21-45-00;11;5;0;2;4
2017-10-18-22-00-00;2;2;0;0;0
2017-10-18-22-15-00;1;0;0;0;1
2017-10-18-22-30-00;6;2;0;0;4
2017-10-18-22-45-00;6;3;0;1;2
2017-10-18-23-00-00;2;0;0;0;2
2017-10-18-23-15-00;0;0;0;0;0
2017-10-18-23-30-00;0;0;0;0;0
2017-10-18-23-45-00;1;0;0;1;0
2017-10-19-00-00-00;2;0;1;0;1
2017-10-19-00-15-00;2;0;0;0;2
2017-10-19-00-30-00;0;0;0;0;0
2017-10-19-00-45-00;0;0;0;0;0
2017-10-19-01-00-00;0;0;0;0;0
2017-10-19-01-15-00;0;0;0;0;0
2017-10-19-01-30-00;0;0;0;0;0
2017-10-19-01-45-00;0;0;0;0;0
2017-10-19-02-00-00;0;0;0;0;0
2017-10-19-02-15-00;1;0;0;1;0
2017-10-19-02-30-00;0;0;0;0;0
2017-10-19-02-45-00;0;0;0;0;0
2017-10-19-03-00-00;0;0;0;0;0
2017-10-19-03-15-00;0;0;0;0;0
2017-10-19-03-30-00;0;0;0;0;0
2017-10-19-03-45-00;0;0;0;0;0
2017-10-19-04-00-00;0;0;0;0;0
2017-10-19-04-15-00;0;0;0;0;0
2017-10-19-04-30-00;0;0;0;0;0
2017-10-19-04-45-00;0;0;0;0;0
2017-10-19-05-00-00;0;0;0;0;0
2017-10-19-05-15-00;1;0;0;0;1
2017-10-19-05-30-00;2;1;0;0;1
2017-10-19-05-45-00;4;1;0;0;3
2017-10-19-06-00-00;1;1;0;0;0
2017-10-19-06-15-00;8;1;1;0;6
2017-10-19-06-30-00;10;4;0;1;5
2017-10-19-06-45-00;14;1;0;0;13
2017-10-19-07-00-00;22;9;0;0;13
2017-10-19-07-15-00;30;12;2;1;15
2017-10-19-07-30-00;54;27;1;2;24
2017-10-19-07-45-00;54;19;2;4;29
2017-10-19-08-00-00;46;13;4;2;27
2017-10-19-08-15-00;51;16;2;1;32
2017-10-19-08-30-00;53;19;3;2;29
2017-10-19-08-45-00;45;17;3;1;24
2017-10-19-09-00-00;28;8;1;1;18
2017-10-19-09-15-00;25;9;0;3;13
2017-10-19-09-30-00;15;4;0;0;11
2017-10-19-09-45-00;18;9;0;1;8
2017-10-19-10-00-00;22;9;0;3;10
2017-10-19-10-15-00;7;4;0;0;3
2017-10-19-10-30-00;14;10;0;1;3
2017-10-19-10-45-00;23;13;0;1;9
2017-10-19-11-00-00;20;8;0;2;10
2017-10-19-11-15-00;34;12;2;1;19
2017-10-19-11-30-00;20;8;0;1;11
2017-10-19-11-45-00;35;14;3;2;16
2017-10-19-12-00-00;38;19;3;1;15
2017-10-19-12-15-00;37;17;3;4;13
2017-10-19-12-30-00;44;15;1;5;23
2017-10-19-12-45-00;33;11;4;3;15
2017-10-19-13-00-00;49;27;2;2;18
2017-10-19-13-15-00;38;16;1;0;21
2017-10-19-13-30-00;43;18;2;1;22
2017-10-19-13-45-00;61;23;6;4;28
2017-10-19-14-00-00;58;21;1;0;36
2017-10-19-14-15-00;36;15;3;1;17
2017-10-19-14-30-00;62;29;2;5;26
2017-10-19-14-45-00;62;28;1;5;28
2017-10-19-15-00-00;38;17;0;4;17
2017-10-19-15-15-00;71;37;0;2;32
2017-10-19-15-30-00;72;32;4;0;36
2017-10-19-15-45-00;78;39;3;5;31
2017-10-19-16-00-00;79;50;0;3;26
2017-10-19-16-15-00;80;37;3;6;34
2017-10-19-16-30-00;53;32;0;1;20
2017-10-19-16-45-00;77;38;0;2;37
2017-10-19-17-00-00;78;42;0;9;27
2017-10-19-17-15-00;65;37;0;1;27
2017-10-19-17-30-00;76;41;0;4;31
2017-10-19-17-45-00;83;47;0;5;31
2017-10-19-18-00-00;69;35;2;4;28
2017-10-19-18-15-00;69;35;2;4;28
2017-10-19-18-30-00;51;25;3;6;17
2017-10-19-18-45-00;48;26;0;5;17
2017-10-19-19-00-00;45;22;3;10;10
2017-10-19-19-15-00;38;15;2;8;13
2017-10-19-19-30-00;26;13;1;0;12
2017-10-19-19-45-00;16;5;1;2;8
