 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2016-01-21-20-30-00;1;0;0;0;1
2016-01-21-20-45-00;3;2;0;0;1
2016-01-21-21-00-00;7;2;0;3;2
2016-01-21-21-15-00;1;1;0;0;0
2016-01-21-21-30-00;2;2;0;0;0
2016-01-21-21-45-00;2;0;0;0;2
2016-01-21-22-00-00;3;0;1;1;1
2016-01-21-22-15-00;2;1;0;0;1
2016-01-21-22-30-00;0;0;0;0;0
2016-01-21-22-45-00;1;0;0;0;1
2016-01-21-23-00-00;1;0;0;0;1
2016-01-21-23-15-00;0;0;0;0;0
2016-01-21-23-30-00;1;0;0;0;1
2016-01-21-23-45-00;0;0;0;0;0
2016-01-22-00-00-00;0;0;0;0;0
2016-01-22-00-15-00;0;0;0;0;0
2016-01-22-00-30-00;1;0;0;0;1
2016-01-22-00-45-00;0;0;0;0;0
2016-01-22-01-00-00;0;0;0;0;0
2016-01-22-01-15-00;0;0;0;0;0
2016-01-22-01-30-00;0;0;0;0;0
2016-01-22-01-45-00;0;0;0;0;0
2016-01-22-02-00-00;0;0;0;0;0
2016-01-22-02-15-00;0;0;0;0;0
2016-01-22-02-30-00;0;0;0;0;0
2016-01-22-02-45-00;0;0;0;0;0
2016-01-22-03-00-00;0;0;0;0;0
2016-01-22-03-15-00;0;0;0;0;0
2016-01-22-03-30-00;0;0;0;0;0
2016-01-22-03-45-00;0;0;0;0;0
2016-01-22-04-00-00;0;0;0;0;0
2016-01-22-04-15-00;0;0;0;0;0
2016-01-22-04-30-00;0;0;0;0;0
2016-01-22-04-45-00;0;0;0;0;0
2016-01-22-05-00-00;0;0;0;0;0
2016-01-22-05-15-00;0;0;0;0;0
2016-01-22-05-30-00;1;0;0;0;1
2016-01-22-05-45-00;2;1;0;0;1
2016-01-22-06-00-00;0;0;0;0;0
2016-01-22-06-15-00;0;0;0;0;0
2016-01-22-06-30-00;3;1;0;2;0
2016-01-22-06-45-00;7;2;0;0;5
2016-01-22-07-00-00;6;3;0;0;3
2016-01-22-07-15-00;13;7;0;0;6
2016-01-22-07-30-00;40;14;0;1;25
2016-01-22-07-45-00;26;9;1;1;15
2016-01-22-08-00-00;19;8;0;0;11
2016-01-22-08-15-00;14;2;1;1;10
2016-01-22-08-30-00;19;5;0;1;13
2016-01-22-08-45-00;17;8;0;0;9
2016-01-22-09-00-00;18;7;0;0;11
2016-01-22-09-15-00;5;2;0;0;3
2016-01-22-09-30-00;12;3;0;0;9
2016-01-22-09-45-00;10;3;0;3;4
2016-01-22-10-00-00;4;4;0;0;0
2016-01-22-10-15-00;6;4;0;2;0
2016-01-22-10-30-00;7;5;0;1;1
2016-01-22-10-45-00;5;1;0;1;3
2016-01-22-11-00-00;5;2;0;0;3
2016-01-22-11-15-00;11;8;0;1;2
2016-01-22-11-30-00;10;4;1;0;5
2016-01-22-11-45-00;8;4;0;2;2
2016-01-22-12-00-00;12;4;1;1;6
2016-01-22-12-15-00;9;4;0;2;3
2016-01-22-12-30-00;12;6;0;3;3
2016-01-22-12-45-00;12;4;0;1;7
2016-01-22-13-00-00;10;3;0;2;5
2016-01-22-13-15-00;21;14;0;4;3
2016-01-22-13-30-00;16;6;2;3;5
2016-01-22-13-45-00;12;7;0;1;4
2016-01-22-14-00-00;14;3;1;1;9
2016-01-22-14-15-00;15;9;0;0;6
2016-01-22-14-30-00;15;9;0;1;5
2016-01-22-14-45-00;19;10;0;1;8
2016-01-22-15-00-00;24;13;0;4;7
2016-01-22-15-15-00;13;6;0;2;5
2016-01-22-15-30-00;28;17;1;2;8
2016-01-22-15-45-00;15;13;0;0;2
2016-01-22-16-00-00;21;14;1;2;4
2016-01-22-16-15-00;13;7;0;2;4
2016-01-22-16-30-00;23;18;0;3;2
2016-01-22-16-45-00;15;10;0;2;3
2016-01-22-17-00-00;16;10;0;2;4
2016-01-22-17-15-00;17;9;0;4;4
2016-01-22-17-30-00;16;11;0;0;5
2016-01-22-17-45-00;8;1;0;0;7
2016-01-22-18-00-00;11;6;0;2;3
2016-01-22-18-15-00;8;6;1;1;0
2016-01-22-18-30-00;13;4;1;1;7
2016-01-22-18-45-00;7;3;0;0;4
2016-01-22-19-00-00;3;2;0;1;0
2016-01-22-19-15-00;3;3;0;0;0
2016-01-22-19-30-00;2;1;0;1;0
2016-01-22-19-45-00;2;1;0;0;1
2016-01-22-20-00-00;2;1;0;0;1
2016-01-22-20-15-00;2;2;0;0;0
2016-01-22-20-30-00;1;0;0;0;1
2016-01-22-20-45-00;2;0;0;1;1
2016-01-22-21-00-00;0;0;0;0;0
2016-01-22-21-15-00;0;0;0;0;0
2016-01-22-21-30-00;0;0;0;0;0
2016-01-22-21-45-00;0;0;0;0;0
2016-01-22-22-00-00;0;0;0;0;0
2016-01-22-22-15-00;0;0;0;0;0
2016-01-22-22-30-00;1;0;0;0;1
2016-01-22-22-45-00;0;0;0;0;0
2016-01-22-23-00-00;0;0;0;0;0
2016-01-22-23-15-00;0;0;0;0;0
2016-01-22-23-30-00;0;0;0;0;0
2016-01-22-23-45-00;0;0;0;0;0
2016-01-23-00-00-00;1;0;0;0;1
2016-01-23-00-15-00;1;1;0;0;0
2016-01-23-00-30-00;0;0;0;0;0
2016-01-23-00-45-00;0;0;0;0;0
2016-01-23-01-00-00;0;0;0;0;0
2016-01-23-01-15-00;0;0;0;0;0
2016-01-23-01-30-00;0;0;0;0;0
2016-01-23-01-45-00;0;0;0;0;0
2016-01-23-02-00-00;0;0;0;0;0
2016-01-23-02-15-00;0;0;0;0;0
2016-01-23-02-30-00;0;0;0;0;0
2016-01-23-02-45-00;1;1;0;0;0
2016-01-23-03-00-00;0;0;0;0;0
2016-01-23-03-15-00;0;0;0;0;0
2016-01-23-03-30-00;0;0;0;0;0
2016-01-23-03-45-00;0;0;0;0;0
2016-01-23-04-00-00;0;0;0;0;0
2016-01-23-04-15-00;0;0;0;0;0
2016-01-23-04-30-00;0;0;0;0;0
2016-01-23-04-45-00;0;0;0;0;0
2016-01-23-05-00-00;0;0;0;0;0
2016-01-23-05-15-00;1;0;0;0;1
2016-01-23-05-30-00;2;0;0;1;1
2016-01-23-05-45-00;0;0;0;0;0
2016-01-23-06-00-00;0;0;0;0;0
2016-01-23-06-15-00;1;0;0;0;1
2016-01-23-06-30-00;0;0;0;0;0
2016-01-23-06-45-00;0;0;0;0;0
2016-01-23-07-00-00;0;0;0;0;0
2016-01-23-07-15-00;1;1;0;0;0
2016-01-23-07-30-00;0;0;0;0;0
2016-01-23-07-45-00;0;0;0;0;0
2016-01-23-08-00-00;1;1;0;0;0
2016-01-23-08-15-00;0;0;0;0;0
2016-01-23-08-30-00;1;0;0;1;0
2016-01-23-08-45-00;5;3;0;0;2
2016-01-23-09-00-00;6;4;0;1;1
2016-01-23-09-15-00;5;1;0;0;4
2016-01-23-09-30-00;6;3;0;0;3
2016-01-23-09-45-00;7;4;0;0;3
2016-01-23-10-00-00;4;2;0;1;1
2016-01-23-10-15-00;13;6;0;0;7
2016-01-23-10-30-00;15;6;1;1;7
2016-01-23-10-45-00;15;9;1;1;4
2016-01-23-11-00-00;7;4;0;2;1
2016-01-23-11-15-00;7;1;1;0;5
2016-01-23-11-30-00;20;6;1;5;8
2016-01-23-11-45-00;22;10;0;1;11
2016-01-23-12-00-00;8;1;1;3;3
2016-01-23-12-15-00;13;8;0;3;2
2016-01-23-12-30-00;11;7;0;1;3
2016-01-23-12-45-00;12;5;1;1;5
2016-01-23-13-00-00;16;9;0;3;4
2016-01-23-13-15-00;20;9;0;2;9
2016-01-23-13-30-00;16;5;1;0;10
2016-01-23-13-45-00;17;5;0;0;12
2016-01-23-14-00-00;15;8;1;0;6
2016-01-23-14-15-00;9;4;0;0;5
2016-01-23-14-30-00;18;9;1;4;4
2016-01-23-14-45-00;12;2;1;2;7
2016-01-23-15-00-00;15;5;4;2;4
2016-01-23-15-15-00;20;3;5;3;9
2016-01-23-15-30-00;15;7;0;0;8
2016-01-23-15-45-00;19;10;2;1;6
2016-01-23-16-00-00;14;3;2;1;8
2016-01-23-16-15-00;16;9;0;3;4
2016-01-23-16-30-00;13;6;0;1;6
2016-01-23-16-45-00;18;9;1;0;8
2016-01-23-17-00-00;13;5;1;1;6
2016-01-23-17-15-00;7;2;1;1;3
2016-01-23-17-30-00;1;0;0;0;1
2016-01-23-17-45-00;4;2;0;0;2
2016-01-23-18-00-00;9;5;1;0;3
2016-01-23-18-15-00;7;4;0;1;2
2016-01-23-18-30-00;3;2;0;0;1
2016-01-23-18-45-00;3;0;0;1;2
2016-01-23-19-00-00;12;2;3;2;5
2016-01-23-19-15-00;5;4;0;1;0
2016-01-23-19-30-00;2;0;0;0;2
2016-01-23-19-45-00;0;0;0;0;0
2016-01-23-20-00-00;4;2;0;1;1
2016-01-23-20-15-00;2;1;0;0;1
2016-01-23-20-30-00;3;1;1;0;1
2016-01-23-20-45-00;1;0;0;0;1
2016-01-23-21-00-00;0;0;0;0;0
2016-01-23-21-15-00;1;1;0;0;0
2016-01-23-21-30-00;1;0;0;0;1
2016-01-23-21-45-00;0;0;0;0;0
2016-01-23-22-00-00;1;0;0;1;0
2016-01-23-22-15-00;0;0;0;0;0
2016-01-23-22-30-00;0;0;0;0;0
2016-01-23-22-45-00;2;0;1;0;1
2016-01-23-23-00-00;3;1;1;1;0
2016-01-23-23-15-00;0;0;0;0;0
2016-01-23-23-30-00;1;0;0;0;1
2016-01-23-23-45-00;0;0;0;0;0
2016-01-24-00-00-00;1;0;0;1;0
2016-01-24-00-15-00;1;0;0;0;1
2016-01-24-00-30-00;1;0;0;0;1
2016-01-24-00-45-00;0;0;0;0;0
2016-01-24-01-00-00;1;0;0;0;1
2016-01-24-01-15-00;0;0;0;0;0
2016-01-24-01-30-00;0;0;0;0;0
2016-01-24-01-45-00;0;0;0;0;0
2016-01-24-02-00-00;0;0;0;0;0
2016-01-24-02-15-00;0;0;0;0;0
2016-01-24-02-30-00;0;0;0;0;0
2016-01-24-02-45-00;0;0;0;0;0
2016-01-24-03-00-00;0;0;0;0;0
2016-01-24-03-15-00;0;0;0;0;0
2016-01-24-03-30-00;0;0;0;0;0
2016-01-24-03-45-00;1;0;1;0;0
2016-01-24-04-00-00;0;0;0;0;0
2016-01-24-04-15-00;0;0;0;0;0
2016-01-24-04-30-00;0;0;0;0;0
2016-01-24-04-45-00;0;0;0;0;0
2016-01-24-05-00-00;0;0;0;0;0
2016-01-24-05-15-00;0;0;0;0;0
2016-01-24-05-30-00;1;0;0;0;1
2016-01-24-05-45-00;0;0;0;0;0
2016-01-24-06-00-00;1;0;0;0;1
2016-01-24-06-15-00;0;0;0;0;0
2016-01-24-06-30-00;0;0;0;0;0
2016-01-24-06-45-00;0;0;0;0;0
2016-01-24-07-00-00;1;0;0;0;1
2016-01-24-07-15-00;0;0;0;0;0
2016-01-24-07-30-00;0;0;0;0;0
2016-01-24-07-45-00;0;0;0;0;0
2016-01-24-08-00-00;2;2;0;0;0
2016-01-24-08-15-00;2;0;1;0;1
2016-01-24-08-30-00;4;2;0;0;2
2016-01-24-08-45-00;7;3;0;0;4
2016-01-24-09-00-00;10;4;0;2;4
2016-01-24-09-15-00;7;4;0;0;3
2016-01-24-09-30-00;10;1;1;1;7
2016-01-24-09-45-00;9;5;0;1;3
2016-01-24-10-00-00;6;3;0;0;3
2016-01-24-10-15-00;15;9;0;0;6
2016-01-24-10-30-00;10;5;0;3;2
2016-01-24-10-45-00;8;2;0;0;6
2016-01-24-11-00-00;9;4;0;0;5
2016-01-24-11-15-00;11;6;0;1;4
2016-01-24-11-30-00;17;10;0;1;6
2016-01-24-11-45-00;15;8;0;2;5
2016-01-24-12-00-00;11;5;1;0;5
2016-01-24-12-15-00;11;4;0;0;7
2016-01-24-12-30-00;15;4;1;2;8
2016-01-24-12-45-00;7;3;0;1;3
2016-01-24-13-00-00;7;3;1;1;2
2016-01-24-13-15-00;15;8;1;3;3
2016-01-24-13-30-00;14;5;1;0;8
2016-01-24-13-45-00;13;7;0;0;6
2016-01-24-14-00-00;17;6;1;1;9
2016-01-24-14-15-00;21;9;2;5;5
2016-01-24-14-30-00;21;9;0;5;7
2016-01-24-14-45-00;10;4;0;0;6
2016-01-24-15-00-00;11;3;0;4;4
2016-01-24-15-15-00;7;3;0;1;3
2016-01-24-15-30-00;10;5;0;2;3
2016-01-24-15-45-00;12;7;0;1;4
2016-01-24-16-00-00;11;7;0;0;4
2016-01-24-16-15-00;6;2;0;0;4
2016-01-24-16-30-00;6;3;2;0;1
2016-01-24-16-45-00;11;5;1;0;5
2016-01-24-17-00-00;24;13;0;3;8
2016-01-24-17-15-00;6;3;1;1;1
2016-01-24-17-30-00;5;3;0;1;1
2016-01-24-17-45-00;2;2;0;0;0
2016-01-24-18-00-00;4;2;0;1;1
2016-01-24-18-15-00;2;1;0;0;1
2016-01-24-18-30-00;3;0;1;2;0
2016-01-24-18-45-00;2;1;0;0;1
2016-01-24-19-00-00;1;0;1;0;0
2016-01-24-19-15-00;2;1;1;0;0
2016-01-24-19-30-00;0;0;0;0;0
2016-01-24-19-45-00;0;0;0;0;0
2016-01-24-20-00-00;1;0;0;0;1
2016-01-24-20-15-00;0;0;0;0;0
2016-01-24-20-30-00;1;0;0;0;1
2016-01-24-20-45-00;1;0;0;0;1
2016-01-24-21-00-00;1;0;0;0;1
2016-01-24-21-15-00;1;0;0;0;1
2016-01-24-21-30-00;0;0;0;0;0
2016-01-24-21-45-00;0;0;0;0;0
2016-01-24-22-00-00;1;0;0;0;1
2016-01-24-22-15-00;1;0;0;0;1
2016-01-24-22-30-00;0;0;0;0;0
2016-01-24-22-45-00;0;0;0;0;0
2016-01-24-23-00-00;0;0;0;0;0
2016-01-24-23-15-00;0;0;0;0;0
2016-01-24-23-30-00;1;0;1;0;0
2016-01-24-23-45-00;0;0;0;0;0
2016-01-25-00-00-00;0;0;0;0;0
2016-01-25-00-15-00;0;0;0;0;0
2016-01-25-00-30-00;0;0;0;0;0
2016-01-25-00-45-00;0;0;0;0;0
2016-01-25-01-00-00;0;0;0;0;0
2016-01-25-01-15-00;1;1;0;0;0
2016-01-25-01-30-00;0;0;0;0;0
2016-01-25-01-45-00;0;0;0;0;0
2016-01-25-02-00-00;0;0;0;0;0
2016-01-25-02-15-00;0;0;0;0;0
2016-01-25-02-30-00;0;0;0;0;0
2016-01-25-02-45-00;0;0;0;0;0
2016-01-25-03-00-00;0;0;0;0;0
2016-01-25-03-15-00;0;0;0;0;0
2016-01-25-03-30-00;0;0;0;0;0
2016-01-25-03-45-00;0;0;0;0;0
2016-01-25-04-00-00;0;0;0;0;0
2016-01-25-04-15-00;0;0;0;0;0
2016-01-25-04-30-00;0;0;0;0;0
2016-01-25-04-45-00;1;0;0;0;1
2016-01-25-05-00-00;0;0;0;0;0
2016-01-25-05-15-00;1;0;0;0;1
2016-01-25-05-30-00;3;0;0;0;3
2016-01-25-05-45-00;2;0;0;0;2
2016-01-25-06-00-00;1;0;0;1;0
2016-01-25-06-15-00;1;0;0;0;1
2016-01-25-06-30-00;4;1;0;1;2
2016-01-25-06-45-00;10;4;0;0;6
2016-01-25-07-00-00;7;2;1;0;4
2016-01-25-07-15-00;20;6;1;1;12
2016-01-25-07-30-00;33;17;0;1;15
2016-01-25-07-45-00;37;8;1;1;27
2016-01-25-08-00-00;30;13;0;0;17
2016-01-25-08-15-00;28;10;0;1;17
2016-01-25-08-30-00;35;17;1;0;17
2016-01-25-08-45-00;27;13;0;0;14
2016-01-25-09-00-00;22;8;0;2;12
2016-01-25-09-15-00;15;5;0;0;10
2016-01-25-09-30-00;11;4;0;2;5
2016-01-25-09-45-00;12;6;1;0;5
2016-01-25-10-00-00;10;7;0;0;3
2016-01-25-10-15-00;11;3;2;0;6
2016-01-25-10-30-00;9;7;0;0;2
2016-01-25-10-45-00;15;9;0;1;5
2016-01-25-11-00-00;8;4;0;1;3
2016-01-25-11-15-00;26;12;3;3;8
2016-01-25-11-30-00;24;10;1;1;12
2016-01-25-11-45-00;16;7;1;0;8
2016-01-25-12-00-00;24;15;1;2;6
2016-01-25-12-15-00;17;10;0;0;7
2016-01-25-12-30-00;21;11;0;1;9
2016-01-25-12-45-00;27;15;1;0;11
2016-01-25-13-00-00;31;8;2;1;20
2016-01-25-13-15-00;28;16;1;2;9
2016-01-25-13-30-00;24;7;2;1;14
2016-01-25-13-45-00;28;16;2;0;10
2016-01-25-14-00-00;41;19;0;2;20
2016-01-25-14-15-00;23;9;3;0;11
2016-01-25-14-30-00;36;19;2;2;13
2016-01-25-14-45-00;34;13;1;1;19
2016-01-25-15-00-00;36;15;0;2;19
2016-01-25-15-15-00;44;18;0;3;23
2016-01-25-15-30-00;36;15;2;3;16
2016-01-25-15-45-00;55;32;5;5;13
2016-01-25-16-00-00;43;16;3;2;22
2016-01-25-16-15-00;48;19;1;3;25
2016-01-25-16-30-00;44;19;1;4;20
2016-01-25-16-45-00;56;28;0;1;27
2016-01-25-17-00-00;41;25;1;3;12
2016-01-25-17-15-00;32;23;1;2;6
2016-01-25-17-30-00;40;24;2;2;12
2016-01-25-17-45-00;26;15;0;0;11
2016-01-25-18-00-00;26;16;0;1;9
2016-01-25-18-15-00;23;15;0;4;4
2016-01-25-18-30-00;14;8;2;1;3
2016-01-25-18-45-00;26;13;0;0;13
2016-01-25-19-00-00;11;6;0;1;4
2016-01-25-19-15-00;19;9;0;4;6
2016-01-25-19-30-00;7;5;0;0;2
2016-01-25-19-45-00;10;8;0;0;2
2016-01-25-20-00-00;7;2;2;0;3
2016-01-25-20-15-00;4;3;0;0;1
2016-01-25-20-30-00;6;4;0;1;1
2016-01-25-20-45-00;2;2;0;0;0
2016-01-25-21-00-00;3;0;1;0;2
2016-01-25-21-15-00;5;2;0;0;3
2016-01-25-21-30-00;4;3;0;1;0
2016-01-25-21-45-00;0;0;0;0;0
2016-01-25-22-00-00;3;1;0;1;1
2016-01-25-22-15-00;2;0;0;1;1
2016-01-25-22-30-00;2;1;0;0;1
2016-01-25-22-45-00;0;0;0;0;0
2016-01-25-23-00-00;0;0;0;0;0
2016-01-25-23-15-00;2;0;0;0;2
2016-01-25-23-30-00;0;0;0;0;0
2016-01-25-23-45-00;0;0;0;0;0
2016-01-26-00-00-00;0;0;0;0;0
2016-01-26-00-15-00;0;0;0;0;0
2016-01-26-00-30-00;0;0;0;0;0
2016-01-26-00-45-00;1;0;0;1;0
2016-01-26-01-00-00;0;0;0;0;0
2016-01-26-01-15-00;0;0;0;0;0
2016-01-26-01-30-00;0;0;0;0;0
2016-01-26-01-45-00;0;0;0;0;0
2016-01-26-02-00-00;0;0;0;0;0
2016-01-26-02-15-00;0;0;0;0;0
2016-01-26-02-30-00;0;0;0;0;0
2016-01-26-02-45-00;0;0;0;0;0
2016-01-26-03-00-00;0;0;0;0;0
2016-01-26-03-15-00;0;0;0;0;0
2016-01-26-03-30-00;0;0;0;0;0
2016-01-26-03-45-00;0;0;0;0;0
2016-01-26-04-00-00;0;0;0;0;0
2016-01-26-04-15-00;0;0;0;0;0
2016-01-26-04-30-00;0;0;0;0;0
2016-01-26-04-45-00;0;0;0;0;0
2016-01-26-05-00-00;0;0;0;0;0
2016-01-26-05-15-00;0;0;0;0;0
2016-01-26-05-30-00;2;0;0;0;2
2016-01-26-05-45-00;2;1;0;0;1
2016-01-26-06-00-00;0;0;0;0;0
2016-01-26-06-15-00;3;2;0;0;1
2016-01-26-06-30-00;5;0;0;0;5
2016-01-26-06-45-00;12;6;0;0;6
2016-01-26-07-00-00;9;3;1;0;5
2016-01-26-07-15-00;25;9;2;1;13
2016-01-26-07-30-00;51;17;2;1;31
2016-01-26-07-45-00;48;22;1;0;25
2016-01-26-08-00-00;25;8;0;0;17
2016-01-26-08-15-00;46;16;4;0;26
2016-01-26-08-30-00;37;7;1;0;29
2016-01-26-08-45-00;32;11;3;2;16
2016-01-26-09-00-00;20;11;0;1;8
2016-01-26-09-15-00;16;7;2;1;6
2016-01-26-09-30-00;16;8;1;0;7
2016-01-26-09-45-00;9;4;0;2;3
2016-01-26-10-00-00;13;5;0;1;7
2016-01-26-10-15-00;6;3;0;0;3
2016-01-26-10-30-00;10;4;0;0;6
2016-01-26-10-45-00;16;9;0;2;5
2016-01-26-11-00-00;10;4;0;1;5
2016-01-26-11-15-00;25;14;1;4;6
2016-01-26-11-30-00;15;5;0;1;9
2016-01-26-11-45-00;9;4;0;0;5
2016-01-26-12-00-00;17;11;1;1;4
2016-01-26-12-15-00;19;5;1;1;12
2016-01-26-12-30-00;19;11;0;0;8
2016-01-26-12-45-00;24;11;0;0;13
2016-01-26-13-00-00;27;14;0;3;10
2016-01-26-13-15-00;38;18;1;7;12
2016-01-26-13-30-00;28;12;0;4;12
2016-01-26-13-45-00;25;12;0;1;12
2016-01-26-14-00-00;21;10;0;1;10
2016-01-26-14-15-00;18;5;1;2;10
2016-01-26-14-30-00;12;6;0;0;6
2016-01-26-14-45-00;14;10;1;1;2
2016-01-26-15-00-00;18;7;1;1;9
2016-01-26-15-15-00;22;12;0;1;9
2016-01-26-15-30-00;22;11;0;2;9
2016-01-26-15-45-00;27;11;1;4;11
2016-01-26-16-00-00;28;19;0;3;6
2016-01-26-16-15-00;26;12;0;0;14
2016-01-26-16-30-00;43;21;0;2;20
2016-01-26-16-45-00;43;24;0;2;17
2016-01-26-17-00-00;33;18;0;2;13
2016-01-26-17-15-00;48;28;0;1;19
2016-01-26-17-30-00;33;16;1;3;13
2016-01-26-17-45-00;20;10;0;2;8
2016-01-26-18-00-00;33;19;0;5;9
2016-01-26-18-15-00;25;11;0;2;12
2016-01-26-18-30-00;25;13;0;4;8
2016-01-26-18-45-00;23;7;3;5;8
2016-01-26-19-00-00;12;7;0;2;3
2016-01-26-19-15-00;9;3;1;2;3
2016-01-26-19-30-00;5;2;0;0;3
2016-01-26-19-45-00;12;4;0;1;7
2016-01-26-20-00-00;10;7;0;2;1
2016-01-26-20-15-00;11;5;0;1;5
2016-01-26-20-30-00;4;1;0;0;3
2016-01-26-20-45-00;4;4;0;0;0
2016-01-26-21-00-00;2;1;0;0;1
2016-01-26-21-15-00;0;0;0;0;0
2016-01-26-21-30-00;1;0;0;0;1
2016-01-26-21-45-00;5;4;0;1;0
2016-01-26-22-00-00;3;1;0;1;1
2016-01-26-22-15-00;3;1;0;0;2
2016-01-26-22-30-00;1;1;0;0;0
2016-01-26-22-45-00;1;1;0;0;0
2016-01-26-23-00-00;1;0;0;0;1
2016-01-26-23-15-00;6;2;1;0;3
2016-01-26-23-30-00;0;0;0;0;0
2016-01-26-23-45-00;1;0;0;0;1
2016-01-27-00-00-00;0;0;0;0;0
2016-01-27-00-15-00;0;0;0;0;0
2016-01-27-00-30-00;0;0;0;0;0
2016-01-27-00-45-00;0;0;0;0;0
2016-01-27-01-00-00;0;0;0;0;0
2016-01-27-01-15-00;0;0;0;0;0
2016-01-27-01-30-00;0;0;0;0;0
2016-01-27-01-45-00;0;0;0;0;0
2016-01-27-02-00-00;0;0;0;0;0
2016-01-27-02-15-00;0;0;0;0;0
2016-01-27-02-30-00;0;0;0;0;0
2016-01-27-02-45-00;0;0;0;0;0
2016-01-27-03-00-00;0;0;0;0;0
2016-01-27-03-15-00;0;0;0;0;0
2016-01-27-03-30-00;0;0;0;0;0
2016-01-27-03-45-00;0;0;0;0;0
2016-01-27-04-00-00;0;0;0;0;0
2016-01-27-04-15-00;0;0;0;0;0
2016-01-27-04-30-00;0;0;0;0;0
2016-01-27-04-45-00;1;0;1;0;0
2016-01-27-05-00-00;0;0;0;0;0
2016-01-27-05-15-00;0;0;0;0;0
2016-01-27-05-30-00;3;0;0;0;3
2016-01-27-05-45-00;3;1;0;0;2
2016-01-27-06-00-00;3;1;0;0;2
2016-01-27-06-15-00;0;0;0;0;0
2016-01-27-06-30-00;6;5;0;0;1
2016-01-27-06-45-00;7;3;0;0;4
2016-01-27-07-00-00;11;3;0;0;8
2016-01-27-07-15-00;17;6;0;1;10
2016-01-27-07-30-00;43;10;0;0;33
2016-01-27-07-45-00;40;14;1;0;25
2016-01-27-08-00-00;28;9;0;1;18
2016-01-27-08-15-00;22;6;0;0;16
2016-01-27-08-30-00;29;11;1;0;17
2016-01-27-08-45-00;26;12;0;1;13
2016-01-27-09-00-00;19;5;0;1;13
2016-01-27-09-15-00;15;9;0;1;5
2016-01-27-09-30-00;17;8;0;0;9
2016-01-27-09-45-00;13;5;1;0;7
2016-01-27-10-00-00;9;3;0;1;5
2016-01-27-10-15-00;11;5;0;2;4
2016-01-27-10-30-00;8;6;0;1;1
2016-01-27-10-45-00;13;5;1;1;6
2016-01-27-11-00-00;9;1;0;0;8
2016-01-27-11-15-00;12;6;0;2;4
2016-01-27-11-30-00;8;1;0;0;7
2016-01-27-11-45-00;7;3;0;1;3
2016-01-27-12-00-00;5;4;0;1;0
2016-01-27-12-15-00;6;4;0;1;1
2016-01-27-12-30-00;6;4;0;0;2
2016-01-27-12-45-00;7;2;0;0;5
2016-01-27-13-00-00;13;6;0;1;6
2016-01-27-13-15-00;18;9;0;3;6
2016-01-27-13-30-00;19;10;1;2;6
2016-01-27-13-45-00;16;6;0;1;9
2016-01-27-14-00-00;15;8;1;1;5
2016-01-27-14-15-00;13;9;1;0;3
2016-01-27-14-30-00;14;12;0;1;1
2016-01-27-14-45-00;13;8;0;1;4
2016-01-27-15-00-00;20;9;0;1;10
2016-01-27-15-15-00;18;9;0;2;7
2016-01-27-15-30-00;16;9;0;1;6
2016-01-27-15-45-00;15;7;0;2;6
2016-01-27-16-00-00;24;12;2;2;8
2016-01-27-16-15-00;30;19;0;3;8
2016-01-27-16-30-00;26;9;1;1;15
2016-01-27-16-45-00;27;16;0;1;10
2016-01-27-17-00-00;20;9;1;2;8
2016-01-27-17-15-00;29;21;1;1;6
2016-01-27-17-30-00;19;11;0;0;8
2016-01-27-17-45-00;16;5;2;1;8
2016-01-27-18-00-00;21;12;0;2;7
2016-01-27-18-15-00;23;9;1;5;8
2016-01-27-18-30-00;19;10;0;4;5
2016-01-27-18-45-00;19;10;2;1;6
2016-01-27-19-00-00;15;9;0;2;4
2016-01-27-19-15-00;15;7;0;1;7
2016-01-27-19-30-00;9;3;1;1;4
2016-01-27-19-45-00;12;5;1;1;5
2016-01-27-20-00-00;9;4;0;2;3
2016-01-27-20-15-00;5;0;1;0;4
2016-01-27-20-30-00;11;6;0;2;3
2016-01-27-20-45-00;2;1;0;1;0
2016-01-27-21-00-00;2;0;1;1;0
2016-01-27-21-15-00;3;2;0;1;0
2016-01-27-21-30-00;1;0;0;1;0
2016-01-27-21-45-00;0;0;0;0;0
2016-01-27-22-00-00;1;1;0;0;0
2016-01-27-22-15-00;1;1;0;0;0
2016-01-27-22-30-00;1;0;0;0;1
2016-01-27-22-45-00;2;0;1;0;1
2016-01-27-23-00-00;3;2;0;0;1
2016-01-27-23-15-00;1;0;0;0;1
2016-01-27-23-30-00;0;0;0;0;0
2016-01-27-23-45-00;1;0;0;0;1
2016-01-28-00-00-00;0;0;0;0;0
2016-01-28-00-15-00;0;0;0;0;0
2016-01-28-00-30-00;0;0;0;0;0
2016-01-28-00-45-00;0;0;0;0;0
2016-01-28-01-00-00;0;0;0;0;0
2016-01-28-01-15-00;0;0;0;0;0
2016-01-28-01-30-00;0;0;0;0;0
2016-01-28-01-45-00;0;0;0;0;0
2016-01-28-02-00-00;1;0;1;0;0
2016-01-28-02-15-00;0;0;0;0;0
2016-01-28-02-30-00;0;0;0;0;0
2016-01-28-02-45-00;0;0;0;0;0
