 ;5.12 BN - Straßburger Weg ;5.12 BN - Straßenburger Weg Radfahrer Ri. Süden ;5.12 BN - Straßenburger Weg Radfahrer Ri. Norden
2017-08-19-06-30-00;1;0;1
2017-08-19-06-45-00;4;1;3
2017-08-19-07-00-00;1;1;0
2017-08-19-07-15-00;1;1;0
2017-08-19-07-30-00;2;2;0
2017-08-19-07-45-00;3;2;1
2017-08-19-08-00-00;1;1;0
2017-08-19-08-15-00;6;3;3
2017-08-19-08-30-00;5;2;3
2017-08-19-08-45-00;7;2;5
2017-08-19-09-00-00;11;8;3
2017-08-19-09-15-00;11;4;7
2017-08-19-09-30-00;18;10;8
2017-08-19-09-45-00;19;13;6
2017-08-19-10-00-00;19;10;9
2017-08-19-10-15-00;17;11;6
2017-08-19-10-30-00;24;21;3
2017-08-19-10-45-00;18;11;7
2017-08-19-11-00-00;16;5;11
2017-08-19-11-15-00;26;12;14
2017-08-19-11-30-00;22;8;14
2017-08-19-11-45-00;37;13;24
2017-08-19-12-00-00;30;20;10
2017-08-19-12-15-00;34;18;16
2017-08-19-12-30-00;28;13;15
2017-08-19-12-45-00;25;13;12
2017-08-19-13-00-00;25;12;13
2017-08-19-13-15-00;34;6;28
2017-08-19-13-30-00;29;17;12
2017-08-19-13-45-00;23;7;16
2017-08-19-14-00-00;25;13;12
2017-08-19-14-15-00;21;10;11
2017-08-19-14-30-00;22;13;9
2017-08-19-14-45-00;18;12;6
2017-08-19-15-00-00;21;4;17
2017-08-19-15-15-00;25;12;13
2017-08-19-15-30-00;18;7;11
2017-08-19-15-45-00;20;8;12
2017-08-19-16-00-00;22;5;17
2017-08-19-16-15-00;17;6;11
2017-08-19-16-30-00;24;14;10
2017-08-19-16-45-00;19;6;13
2017-08-19-17-00-00;21;9;12
2017-08-19-17-15-00;12;5;7
2017-08-19-17-30-00;17;7;10
2017-08-19-17-45-00;32;12;20
2017-08-19-18-00-00;29;11;18
2017-08-19-18-15-00;30;13;17
2017-08-19-18-30-00;26;12;14
2017-08-19-18-45-00;26;8;18
2017-08-19-19-00-00;18;12;6
2017-08-19-19-15-00;15;7;8
2017-08-19-19-30-00;6;2;4
2017-08-19-19-45-00;11;3;8
2017-08-19-20-00-00;7;2;5
2017-08-19-20-15-00;13;10;3
2017-08-19-20-30-00;16;10;6
2017-08-19-20-45-00;3;3;0
2017-08-19-21-00-00;6;2;4
2017-08-19-21-15-00;8;4;4
2017-08-19-21-30-00;5;0;5
2017-08-19-21-45-00;10;2;8
2017-08-19-22-00-00;4;0;4
2017-08-19-22-15-00;14;3;11
2017-08-19-22-30-00;17;6;11
2017-08-19-22-45-00;8;4;4
2017-08-19-23-00-00;7;1;6
2017-08-19-23-15-00;5;1;4
2017-08-19-23-30-00;4;2;2
2017-08-19-23-45-00;1;1;0
2017-08-20-00-00-00;11;6;5
2017-08-20-00-15-00;2;0;2
2017-08-20-00-30-00;4;2;2
2017-08-20-00-45-00;1;0;1
2017-08-20-01-00-00;4;4;0
2017-08-20-01-15-00;1;1;0
2017-08-20-01-30-00;2;1;1
2017-08-20-01-45-00;2;0;2
2017-08-20-02-00-00;2;1;1
2017-08-20-02-15-00;1;1;0
2017-08-20-02-30-00;2;0;2
2017-08-20-02-45-00;0;0;0
2017-08-20-03-00-00;3;2;1
2017-08-20-03-15-00;1;1;0
2017-08-20-03-30-00;1;0;1
2017-08-20-03-45-00;0;0;0
2017-08-20-04-00-00;1;0;1
2017-08-20-04-15-00;0;0;0
2017-08-20-04-30-00;1;1;0
2017-08-20-04-45-00;0;0;0
2017-08-20-05-00-00;0;0;0
2017-08-20-05-15-00;1;0;1
2017-08-20-05-30-00;2;0;2
2017-08-20-05-45-00;1;1;0
2017-08-20-06-00-00;0;0;0
2017-08-20-06-15-00;2;0;2
2017-08-20-06-30-00;1;0;1
2017-08-20-06-45-00;0;0;0
2017-08-20-07-00-00;1;1;0
2017-08-20-07-15-00;0;0;0
2017-08-20-07-30-00;3;1;2
2017-08-20-07-45-00;0;0;0
2017-08-20-08-00-00;0;0;0
2017-08-20-08-15-00;3;3;0
2017-08-20-08-30-00;6;2;4
2017-08-20-08-45-00;6;5;1
2017-08-20-09-00-00;5;4;1
2017-08-20-09-15-00;9;4;5
2017-08-20-09-30-00;14;9;5
2017-08-20-09-45-00;8;3;5
2017-08-20-10-00-00;9;0;9
2017-08-20-10-15-00;10;5;5
2017-08-20-10-30-00;13;2;11
2017-08-20-10-45-00;11;4;7
2017-08-20-11-00-00;28;2;26
2017-08-20-11-15-00;22;5;17
2017-08-20-11-30-00;17;7;10
2017-08-20-11-45-00;16;7;9
2017-08-20-12-00-00;13;3;10
2017-08-20-12-15-00;17;9;8
2017-08-20-12-30-00;15;5;10
2017-08-20-12-45-00;21;9;12
2017-08-20-13-00-00;21;12;9
2017-08-20-13-15-00;14;7;7
2017-08-20-13-30-00;17;5;12
2017-08-20-13-45-00;25;18;7
2017-08-20-14-00-00;19;14;5
2017-08-20-14-15-00;23;17;6
2017-08-20-14-30-00;27;12;15
2017-08-20-14-45-00;35;27;8
2017-08-20-15-00-00;25;10;15
2017-08-20-15-15-00;21;13;8
2017-08-20-15-30-00;31;14;17
2017-08-20-15-45-00;13;10;3
2017-08-20-16-00-00;12;6;6
2017-08-20-16-15-00;15;6;9
2017-08-20-16-30-00;19;12;7
2017-08-20-16-45-00;31;13;18
2017-08-20-17-00-00;16;2;14
2017-08-20-17-15-00;20;13;7
2017-08-20-17-30-00;24;12;12
2017-08-20-17-45-00;19;9;10
2017-08-20-18-00-00;21;14;7
2017-08-20-18-15-00;22;7;15
2017-08-20-18-30-00;23;6;17
2017-08-20-18-45-00;24;9;15
2017-08-20-19-00-00;10;4;6
2017-08-20-19-15-00;15;8;7
2017-08-20-19-30-00;6;1;5
2017-08-20-19-45-00;12;9;3
2017-08-20-20-00-00;23;8;15
2017-08-20-20-15-00;13;8;5
2017-08-20-20-30-00;10;5;5
2017-08-20-20-45-00;13;9;4
2017-08-20-21-00-00;9;4;5
2017-08-20-21-15-00;6;4;2
2017-08-20-21-30-00;4;1;3
2017-08-20-21-45-00;0;0;0
2017-08-20-22-00-00;5;1;4
2017-08-20-22-15-00;8;2;6
2017-08-20-22-30-00;10;1;9
2017-08-20-22-45-00;1;0;1
2017-08-20-23-00-00;2;1;1
2017-08-20-23-15-00;9;3;6
2017-08-20-23-30-00;2;2;0
2017-08-20-23-45-00;4;0;4
2017-08-21-00-00-00;1;0;1
2017-08-21-00-15-00;1;1;0
2017-08-21-00-30-00;2;0;2
2017-08-21-00-45-00;0;0;0
2017-08-21-01-00-00;0;0;0
2017-08-21-01-15-00;0;0;0
2017-08-21-01-30-00;0;0;0
2017-08-21-01-45-00;1;0;1
2017-08-21-02-00-00;2;1;1
2017-08-21-02-15-00;1;0;1
2017-08-21-02-30-00;1;0;1
2017-08-21-02-45-00;0;0;0
2017-08-21-03-00-00;0;0;0
2017-08-21-03-15-00;0;0;0
2017-08-21-03-30-00;0;0;0
2017-08-21-03-45-00;0;0;0
2017-08-21-04-00-00;0;0;0
2017-08-21-04-15-00;1;1;0
2017-08-21-04-30-00;0;0;0
2017-08-21-04-45-00;0;0;0
2017-08-21-05-00-00;3;1;2
2017-08-21-05-15-00;2;2;0
2017-08-21-05-30-00;5;3;2
2017-08-21-05-45-00;11;10;1
2017-08-21-06-00-00;6;4;2
2017-08-21-06-15-00;14;8;6
2017-08-21-06-30-00;19;11;8
2017-08-21-06-45-00;21;11;10
2017-08-21-07-00-00;33;17;16
2017-08-21-07-15-00;35;14;21
2017-08-21-07-30-00;50;21;29
2017-08-21-07-45-00;65;35;30
2017-08-21-08-00-00;73;22;51
2017-08-21-08-15-00;83;28;55
2017-08-21-08-30-00;105;31;74
2017-08-21-08-45-00;108;26;82
2017-08-21-09-00-00;83;28;55
2017-08-21-09-15-00;58;20;38
2017-08-21-09-30-00;39;14;25
2017-08-21-09-45-00;25;16;9
2017-08-21-10-00-00;31;15;16
2017-08-21-10-15-00;20;13;7
2017-08-21-10-30-00;26;12;14
2017-08-21-10-45-00;24;13;11
2017-08-21-11-00-00;20;9;11
2017-08-21-11-15-00;18;11;7
2017-08-21-11-30-00;23;17;6
2017-08-21-11-45-00;33;17;16
2017-08-21-12-00-00;36;18;18
2017-08-21-12-15-00;35;13;22
2017-08-21-12-30-00;21;12;9
2017-08-21-12-45-00;41;16;25
2017-08-21-13-00-00;29;9;20
2017-08-21-13-15-00;36;15;21
2017-08-21-13-30-00;54;22;32
2017-08-21-13-45-00;32;15;17
2017-08-21-14-00-00;37;10;27
2017-08-21-14-15-00;42;22;20
2017-08-21-14-30-00;39;21;18
2017-08-21-14-45-00;31;19;12
2017-08-21-15-00-00;38;19;19
2017-08-21-15-15-00;44;20;24
2017-08-21-15-30-00;49;24;25
2017-08-21-15-45-00;59;31;28
2017-08-21-16-00-00;52;31;21
2017-08-21-16-15-00;51;33;18
2017-08-21-16-30-00;68;34;34
2017-08-21-16-45-00;77;39;38
2017-08-21-17-00-00;83;45;38
2017-08-21-17-15-00;82;51;31
2017-08-21-17-30-00;73;46;27
2017-08-21-17-45-00;68;40;28
2017-08-21-18-00-00;66;33;33
2017-08-21-18-15-00;71;47;24
2017-08-21-18-30-00;66;39;27
2017-08-21-18-45-00;65;25;40
2017-08-21-19-00-00;40;17;23
2017-08-21-19-15-00;46;22;24
2017-08-21-19-30-00;29;19;10
2017-08-21-19-45-00;23;9;14
2017-08-21-20-00-00;30;12;18
2017-08-21-20-15-00;27;8;19
2017-08-21-20-30-00;20;12;8
2017-08-21-20-45-00;19;9;10
2017-08-21-21-00-00;14;7;7
2017-08-21-21-15-00;13;7;6
2017-08-21-21-30-00;8;4;4
2017-08-21-21-45-00;19;4;15
2017-08-21-22-00-00;6;0;6
2017-08-21-22-15-00;16;8;8
2017-08-21-22-30-00;8;3;5
2017-08-21-22-45-00;6;0;6
2017-08-21-23-00-00;3;0;3
2017-08-21-23-15-00;5;0;5
2017-08-21-23-30-00;6;1;5
2017-08-21-23-45-00;3;2;1
2017-08-22-00-00-00;4;1;3
2017-08-22-00-15-00;3;0;3
2017-08-22-00-30-00;1;0;1
2017-08-22-00-45-00;2;0;2
2017-08-22-01-00-00;1;1;0
2017-08-22-01-15-00;1;1;0
2017-08-22-01-30-00;1;0;1
2017-08-22-01-45-00;0;0;0
2017-08-22-02-00-00;2;0;2
2017-08-22-02-15-00;0;0;0
2017-08-22-02-30-00;3;0;3
2017-08-22-02-45-00;0;0;0
2017-08-22-03-00-00;0;0;0
2017-08-22-03-15-00;1;1;0
2017-08-22-03-30-00;1;1;0
2017-08-22-03-45-00;0;0;0
2017-08-22-04-00-00;1;0;1
2017-08-22-04-15-00;0;0;0
2017-08-22-04-30-00;2;2;0
2017-08-22-04-45-00;0;0;0
2017-08-22-05-00-00;0;0;0
2017-08-22-05-15-00;2;1;1
2017-08-22-05-30-00;6;3;3
2017-08-22-05-45-00;10;7;3
2017-08-22-06-00-00;6;4;2
2017-08-22-06-15-00;14;9;5
2017-08-22-06-30-00;14;3;11
2017-08-22-06-45-00;25;14;11
2017-08-22-07-00-00;33;18;15
2017-08-22-07-15-00;33;18;15
2017-08-22-07-30-00;59;23;36
2017-08-22-07-45-00;63;21;42
2017-08-22-08-00-00;73;23;50
2017-08-22-08-15-00;106;35;71
2017-08-22-08-30-00;113;35;78
2017-08-22-08-45-00;123;37;86
2017-08-22-09-00-00;71;11;60
2017-08-22-09-15-00;76;37;39
2017-08-22-09-30-00;53;24;29
2017-08-22-09-45-00;30;16;14
2017-08-22-10-00-00;29;15;14
2017-08-22-10-15-00;38;22;16
2017-08-22-10-30-00;25;15;10
2017-08-22-10-45-00;23;12;11
2017-08-22-11-00-00;21;7;14
2017-08-22-11-15-00;26;14;12
2017-08-22-11-30-00;28;10;18
2017-08-22-11-45-00;29;17;12
2017-08-22-12-00-00;23;12;11
2017-08-22-12-15-00;45;18;27
2017-08-22-12-30-00;25;11;14
2017-08-22-12-45-00;40;17;23
2017-08-22-13-00-00;31;15;16
2017-08-22-13-15-00;40;14;26
2017-08-22-13-30-00;52;20;32
2017-08-22-13-45-00;31;13;18
2017-08-22-14-00-00;49;23;26
2017-08-22-14-15-00;29;18;11
2017-08-22-14-30-00;42;22;20
2017-08-22-14-45-00;32;10;22
2017-08-22-15-00-00;37;16;21
2017-08-22-15-15-00;38;19;19
2017-08-22-15-30-00;47;27;20
2017-08-22-15-45-00;46;27;19
2017-08-22-16-00-00;59;31;28
2017-08-22-16-15-00;61;29;32
2017-08-22-16-30-00;55;31;24
2017-08-22-16-45-00;68;46;22
2017-08-22-17-00-00;65;36;29
2017-08-22-17-15-00;86;52;34
2017-08-22-17-30-00;83;50;33
2017-08-22-17-45-00;66;48;18
2017-08-22-18-00-00;79;42;37
2017-08-22-18-15-00;74;41;33
2017-08-22-18-30-00;68;38;30
2017-08-22-18-45-00;72;39;33
2017-08-22-19-00-00;50;22;28
2017-08-22-19-15-00;48;15;33
2017-08-22-19-30-00;42;22;20
2017-08-22-19-45-00;26;8;18
2017-08-22-20-00-00;31;11;20
2017-08-22-20-15-00;32;16;16
2017-08-22-20-30-00;17;10;7
2017-08-22-20-45-00;30;14;16
2017-08-22-21-00-00;20;3;17
2017-08-22-21-15-00;29;8;21
2017-08-22-21-30-00;17;9;8
2017-08-22-21-45-00;14;5;9
2017-08-22-22-00-00;9;5;4
2017-08-22-22-15-00;9;4;5
2017-08-22-22-30-00;15;7;8
2017-08-22-22-45-00;12;10;2
2017-08-22-23-00-00;7;2;5
2017-08-22-23-15-00;7;3;4
2017-08-22-23-30-00;3;2;1
2017-08-22-23-45-00;13;8;5
2017-08-23-00-00-00;5;0;5
2017-08-23-00-15-00;1;1;0
2017-08-23-00-30-00;1;0;1
2017-08-23-00-45-00;3;2;1
2017-08-23-01-00-00;4;0;4
2017-08-23-01-15-00;4;0;4
2017-08-23-01-30-00;0;0;0
2017-08-23-01-45-00;2;0;2
2017-08-23-02-00-00;0;0;0
2017-08-23-02-15-00;2;0;2
2017-08-23-02-30-00;2;1;1
2017-08-23-02-45-00;0;0;0
2017-08-23-03-00-00;0;0;0
2017-08-23-03-15-00;0;0;0
2017-08-23-03-30-00;0;0;0
2017-08-23-03-45-00;3;1;2
2017-08-23-04-00-00;0;0;0
2017-08-23-04-15-00;0;0;0
2017-08-23-04-30-00;2;2;0
2017-08-23-04-45-00;0;0;0
2017-08-23-05-00-00;0;0;0
2017-08-23-05-15-00;2;0;2
2017-08-23-05-30-00;7;6;1
2017-08-23-05-45-00;7;5;2
2017-08-23-06-00-00;12;7;5
2017-08-23-06-15-00;15;8;7
2017-08-23-06-30-00;14;5;9
2017-08-23-06-45-00;23;13;10
2017-08-23-07-00-00;34;11;23
2017-08-23-07-15-00;32;12;20
2017-08-23-07-30-00;65;22;43
2017-08-23-07-45-00;74;25;49
2017-08-23-08-00-00;93;25;68
2017-08-23-08-15-00;109;31;78
2017-08-23-08-30-00;97;24;73
2017-08-23-08-45-00;120;47;73
2017-08-23-09-00-00;80;23;57
2017-08-23-09-15-00;76;35;41
2017-08-23-09-30-00;39;10;29
2017-08-23-09-45-00;41;19;22
2017-08-23-10-00-00;35;17;18
2017-08-23-10-15-00;42;22;20
2017-08-23-10-30-00;32;16;16
2017-08-23-10-45-00;25;11;14
2017-08-23-11-00-00;27;15;12
2017-08-23-11-15-00;32;11;21
2017-08-23-11-30-00;27;12;15
2017-08-23-11-45-00;33;18;15
2017-08-23-12-00-00;31;10;21
2017-08-23-12-15-00;32;12;20
2017-08-23-12-30-00;48;17;31
2017-08-23-12-45-00;34;16;18
2017-08-23-13-00-00;31;12;19
2017-08-23-13-15-00;45;15;30
2017-08-23-13-30-00;31;11;20
2017-08-23-13-45-00;34;11;23
2017-08-23-14-00-00;45;17;28
2017-08-23-14-15-00;45;19;26
2017-08-23-14-30-00;50;25;25
2017-08-23-14-45-00;29;14;15
2017-08-23-15-00-00;43;15;28
2017-08-23-15-15-00;32;15;17
2017-08-23-15-30-00;30;15;15
2017-08-23-15-45-00;54;29;25
2017-08-23-16-00-00;59;31;28
2017-08-23-16-15-00;71;32;39
2017-08-23-16-30-00;64;31;33
2017-08-23-16-45-00;85;52;33
2017-08-23-17-00-00;76;44;32
2017-08-23-17-15-00;93;49;44
2017-08-23-17-30-00;86;57;29
2017-08-23-17-45-00;78;54;24
2017-08-23-18-00-00;82;43;39
2017-08-23-18-15-00;89;54;35
2017-08-23-18-30-00;62;24;38
2017-08-23-18-45-00;88;43;45
2017-08-23-19-00-00;49;20;29
2017-08-23-19-15-00;42;17;25
2017-08-23-19-30-00;30;11;19
2017-08-23-19-45-00;37;23;14
2017-08-23-20-00-00;24;12;12
2017-08-23-20-15-00;38;18;20
2017-08-23-20-30-00;27;16;11
2017-08-23-20-45-00;23;11;12
2017-08-23-21-00-00;24;9;15
2017-08-23-21-15-00;20;5;15
2017-08-23-21-30-00;15;6;9
2017-08-23-21-45-00;12;4;8
2017-08-23-22-00-00;11;6;5
2017-08-23-22-15-00;19;9;10
2017-08-23-22-30-00;18;10;8
2017-08-23-22-45-00;10;3;7
2017-08-23-23-00-00;9;4;5
2017-08-23-23-15-00;8;2;6
2017-08-23-23-30-00;6;1;5
2017-08-23-23-45-00;11;1;10
2017-08-24-00-00-00;4;1;3
2017-08-24-00-15-00;3;1;2
2017-08-24-00-30-00;1;1;0
2017-08-24-00-45-00;5;1;4
2017-08-24-01-00-00;3;0;3
2017-08-24-01-15-00;0;0;0
2017-08-24-01-30-00;1;1;0
2017-08-24-01-45-00;0;0;0
2017-08-24-02-00-00;1;0;1
2017-08-24-02-15-00;0;0;0
2017-08-24-02-30-00;4;0;4
2017-08-24-02-45-00;0;0;0
2017-08-24-03-00-00;0;0;0
2017-08-24-03-15-00;1;1;0
2017-08-24-03-30-00;1;0;1
2017-08-24-03-45-00;0;0;0
2017-08-24-04-00-00;0;0;0
2017-08-24-04-15-00;0;0;0
2017-08-24-04-30-00;2;2;0
2017-08-24-04-45-00;0;0;0
2017-08-24-05-00-00;0;0;0
2017-08-24-05-15-00;3;1;2
2017-08-24-05-30-00;5;4;1
2017-08-24-05-45-00;7;5;2
2017-08-24-06-00-00;11;6;5
2017-08-24-06-15-00;18;9;9
2017-08-24-06-30-00;15;6;9
2017-08-24-06-45-00;25;15;10
2017-08-24-07-00-00;33;15;18
2017-08-24-07-15-00;43;22;21
2017-08-24-07-30-00;60;18;42
2017-08-24-07-45-00;60;21;39
2017-08-24-08-00-00;71;18;53
2017-08-24-08-15-00;92;25;67
2017-08-24-08-30-00;108;27;81
2017-08-24-08-45-00;121;37;84
2017-08-24-09-00-00;90;36;54
2017-08-24-09-15-00;51;18;33
2017-08-24-09-30-00;45;22;23
2017-08-24-09-45-00;36;20;16
2017-08-24-10-00-00;34;18;16
2017-08-24-10-15-00;28;15;13
2017-08-24-10-30-00;30;18;12
2017-08-24-10-45-00;29;14;15
2017-08-24-11-00-00;20;6;14
2017-08-24-11-15-00;25;6;19
2017-08-24-11-30-00;18;7;11
2017-08-24-11-45-00;29;17;12
2017-08-24-12-00-00;28;6;22
2017-08-24-12-15-00;29;13;16
2017-08-24-12-30-00;37;11;26
2017-08-24-12-45-00;44;21;23
2017-08-24-13-00-00;43;20;23
2017-08-24-13-15-00;38;18;20
2017-08-24-13-30-00;39;15;24
2017-08-24-13-45-00;54;22;32
2017-08-24-14-00-00;38;16;22
2017-08-24-14-15-00;47;33;14
2017-08-24-14-30-00;37;15;22
2017-08-24-14-45-00;30;12;18
2017-08-24-15-00-00;40;19;21
2017-08-24-15-15-00;45;23;22
2017-08-24-15-30-00;63;30;33
2017-08-24-15-45-00;61;32;29
2017-08-24-16-00-00;50;23;27
2017-08-24-16-15-00;62;34;28
2017-08-24-16-30-00;50;31;19
2017-08-24-16-45-00;80;43;37
2017-08-24-17-00-00;86;51;35
2017-08-24-17-15-00;79;42;37
2017-08-24-17-30-00;79;53;26
2017-08-24-17-45-00;83;48;35
2017-08-24-18-00-00;73;47;26
2017-08-24-18-15-00;72;44;28
2017-08-24-18-30-00;76;41;35
2017-08-24-18-45-00;54;24;30
2017-08-24-19-00-00;58;37;21
2017-08-24-19-15-00;45;12;33
2017-08-24-19-30-00;32;17;15
2017-08-24-19-45-00;36;14;22
2017-08-24-20-00-00;33;13;20
2017-08-24-20-15-00;26;13;13
2017-08-24-20-30-00;23;9;14
2017-08-24-20-45-00;25;12;13
2017-08-24-21-00-00;21;8;13
2017-08-24-21-15-00;10;4;6
2017-08-24-21-30-00;11;5;6
2017-08-24-21-45-00;10;4;6
2017-08-24-22-00-00;14;3;11
2017-08-24-22-15-00;21;5;16
2017-08-24-22-30-00;20;15;5
2017-08-24-22-45-00;8;3;5
2017-08-24-23-00-00;14;9;5
2017-08-24-23-15-00;13;1;12
2017-08-24-23-30-00;8;3;5
2017-08-24-23-45-00;0;0;0
2017-08-25-00-00-00;4;0;4
2017-08-25-00-15-00;2;1;1
2017-08-25-00-30-00;2;0;2
2017-08-25-00-45-00;3;0;3
2017-08-25-01-00-00;3;1;2
2017-08-25-01-15-00;4;1;3
2017-08-25-01-30-00;0;0;0
2017-08-25-01-45-00;1;0;1
2017-08-25-02-00-00;0;0;0
2017-08-25-02-15-00;1;0;1
2017-08-25-02-30-00;0;0;0
2017-08-25-02-45-00;0;0;0
2017-08-25-03-00-00;2;0;2
2017-08-25-03-15-00;0;0;0
2017-08-25-03-30-00;3;0;3
2017-08-25-03-45-00;4;1;3
2017-08-25-04-00-00;0;0;0
2017-08-25-04-15-00;1;0;1
2017-08-25-04-30-00;3;2;1
2017-08-25-04-45-00;0;0;0
2017-08-25-05-00-00;0;0;0
2017-08-25-05-15-00;4;3;1
2017-08-25-05-30-00;8;5;3
2017-08-25-05-45-00;7;4;3
2017-08-25-06-00-00;4;3;1
2017-08-25-06-15-00;17;11;6
2017-08-25-06-30-00;13;6;7
2017-08-25-06-45-00;22;15;7
2017-08-25-07-00-00;22;6;16
2017-08-25-07-15-00;33;17;16
2017-08-25-07-30-00;43;15;28
2017-08-25-07-45-00;69;26;43
2017-08-25-08-00-00;60;17;43
2017-08-25-08-15-00;77;20;57
2017-08-25-08-30-00;84;28;56
2017-08-25-08-45-00;87;31;56
2017-08-25-09-00-00;65;25;40
2017-08-25-09-15-00;39;19;20
2017-08-25-09-30-00;38;19;19
2017-08-25-09-45-00;36;18;18
2017-08-25-10-00-00;33;16;17
2017-08-25-10-15-00;19;15;4
2017-08-25-10-30-00;28;13;15
2017-08-25-10-45-00;20;13;7
2017-08-25-11-00-00;21;9;12
2017-08-25-11-15-00;20;13;7
2017-08-25-11-30-00;37;22;15
2017-08-25-11-45-00;19;7;12
2017-08-25-12-00-00;28;14;14
2017-08-25-12-15-00;33;18;15
2017-08-25-12-30-00;36;15;21
2017-08-25-12-45-00;32;11;21
2017-08-25-13-00-00;29;13;16
2017-08-25-13-15-00;38;18;20
2017-08-25-13-30-00;40;21;19
2017-08-25-13-45-00;26;10;16
2017-08-25-14-00-00;49;14;35
2017-08-25-14-15-00;48;23;25
2017-08-25-14-30-00;47;20;27
2017-08-25-14-45-00;45;22;23
2017-08-25-15-00-00;47;24;23
2017-08-25-15-15-00;53;23;30
2017-08-25-15-30-00;50;28;22
2017-08-25-15-45-00;51;30;21
2017-08-25-16-00-00;45;28;17
2017-08-25-16-15-00;69;47;22
2017-08-25-16-30-00;67;44;23
2017-08-25-16-45-00;57;37;20
2017-08-25-17-00-00;57;28;29
2017-08-25-17-15-00;54;32;22
2017-08-25-17-30-00;37;19;18
2017-08-25-17-45-00;52;34;18
2017-08-25-18-00-00;26;13;13
2017-08-25-18-15-00;42;22;20
2017-08-25-18-30-00;35;14;21
2017-08-25-18-45-00;35;30;5
2017-08-25-19-00-00;37;17;20
2017-08-25-19-15-00;45;20;25
2017-08-25-19-30-00;31;8;23
2017-08-25-19-45-00;37;17;20
2017-08-25-20-00-00;21;8;13
2017-08-25-20-15-00;18;9;9
2017-08-25-20-30-00;15;7;8
2017-08-25-20-45-00;21;8;13
2017-08-25-21-00-00;18;10;8
2017-08-25-21-15-00;5;1;4
2017-08-25-21-30-00;11;3;8
2017-08-25-21-45-00;15;8;7
2017-08-25-22-00-00;3;0;3
2017-08-25-22-15-00;12;7;5
2017-08-25-22-30-00;12;2;10
2017-08-25-22-45-00;35;21;14
2017-08-25-23-00-00;9;3;6
2017-08-25-23-15-00;13;5;8
2017-08-25-23-30-00;1;0;1
2017-08-25-23-45-00;6;1;5
2017-08-26-00-00-00;7;2;5
2017-08-26-00-15-00;7;1;6
2017-08-26-00-30-00;5;0;5
2017-08-26-00-45-00;4;0;4
2017-08-26-01-00-00;0;0;0
2017-08-26-01-15-00;10;3;7
2017-08-26-01-30-00;3;0;3
2017-08-26-01-45-00;1;0;1
2017-08-26-02-00-00;5;3;2
2017-08-26-02-15-00;1;0;1
2017-08-26-02-30-00;3;0;3
2017-08-26-02-45-00;4;1;3
2017-08-26-03-00-00;1;0;1
2017-08-26-03-15-00;3;3;0
2017-08-26-03-30-00;1;0;1
2017-08-26-03-45-00;0;0;0
2017-08-26-04-00-00;0;0;0
2017-08-26-04-15-00;0;0;0
2017-08-26-04-30-00;3;0;3
2017-08-26-04-45-00;0;0;0
2017-08-26-05-00-00;1;0;1
2017-08-26-05-15-00;0;0;0
2017-08-26-05-30-00;1;1;0
2017-08-26-05-45-00;3;0;3
2017-08-26-06-00-00;1;1;0
2017-08-26-06-15-00;4;1;3
2017-08-26-06-30-00;2;0;2
2017-08-26-06-45-00;2;1;1
2017-08-26-07-00-00;3;1;2
2017-08-26-07-15-00;2;2;0
2017-08-26-07-30-00;1;0;1
2017-08-26-07-45-00;3;2;1
2017-08-26-08-00-00;4;4;0
2017-08-26-08-15-00;3;2;1
2017-08-26-08-30-00;7;6;1
2017-08-26-08-45-00;7;5;2
2017-08-26-09-00-00;7;5;2
2017-08-26-09-15-00;17;7;10
2017-08-26-09-30-00;8;7;1
2017-08-26-09-45-00;13;6;7
2017-08-26-10-00-00;12;11;1
2017-08-26-10-15-00;24;15;9
2017-08-26-10-30-00;23;19;4
2017-08-26-10-45-00;17;9;8
2017-08-26-11-00-00;21;18;3
2017-08-26-11-15-00;19;11;8
2017-08-26-11-30-00;31;18;13
2017-08-26-11-45-00;21;10;11
2017-08-26-12-00-00;23;9;14
2017-08-26-12-15-00;30;9;21
2017-08-26-12-30-00;33;17;16
2017-08-26-12-45-00;38;21;17
2017-08-26-13-00-00;21;8;13
2017-08-26-13-15-00;27;6;21
2017-08-26-13-30-00;22;12;10
2017-08-26-13-45-00;22;16;6
2017-08-26-14-00-00;27;9;18
2017-08-26-14-15-00;20;10;10
2017-08-26-14-30-00;31;16;15
2017-08-26-14-45-00;41;20;21
2017-08-26-15-00-00;20;11;9
2017-08-26-15-15-00;27;13;14
2017-08-26-15-30-00;32;10;22
2017-08-26-15-45-00;34;15;19
2017-08-26-16-00-00;30;13;17
2017-08-26-16-15-00;27;12;15
2017-08-26-16-30-00;26;10;16
2017-08-26-16-45-00;22;9;13
2017-08-26-17-00-00;32;9;23
2017-08-26-17-15-00;30;5;25
2017-08-26-17-30-00;36;10;26
2017-08-26-17-45-00;31;15;16
2017-08-26-18-00-00;22;4;18
2017-08-26-18-15-00;26;11;15
2017-08-26-18-30-00;40;19;21
2017-08-26-18-45-00;25;14;11
2017-08-26-19-00-00;31;8;23
2017-08-26-19-15-00;25;9;16
2017-08-26-19-30-00;28;11;17
2017-08-26-19-45-00;22;6;16
2017-08-26-20-00-00;21;3;18
2017-08-26-20-15-00;10;4;6
2017-08-26-20-30-00;10;3;7
2017-08-26-20-45-00;10;3;7
2017-08-26-21-00-00;13;9;4
2017-08-26-21-15-00;6;3;3
