 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2017-09-01-10-45-00;36;16;2;2;16;0;0
2017-09-01-11-00-00;29;15;0;0;14;0;0
2017-09-01-11-15-00;36;14;4;4;14;0;0
2017-09-01-11-30-00;28;12;1;1;14;0;0
2017-09-01-11-45-00;33;14;2;0;17;0;0
2017-09-01-12-00-00;39;18;2;3;16;0;0
2017-09-01-12-15-00;49;21;4;4;20;0;0
2017-09-01-12-30-00;59;26;3;0;30;0;0
2017-09-01-12-45-00;36;16;2;0;18;0;0
2017-09-01-13-00-00;46;16;4;1;25;0;0
2017-09-01-13-15-00;54;25;3;1;25;0;0
2017-09-01-13-30-00;51;16;1;1;33;0;0
2017-09-01-13-45-00;56;38;0;2;16;0;0
2017-09-01-14-00-00;58;29;2;1;26;0;0
2017-09-01-14-15-00;88;48;1;2;37;0;0
2017-09-01-14-30-00;59;38;0;3;18;0;0
2017-09-01-14-45-00;54;24;3;6;21;0;0
2017-09-01-15-00-00;65;42;1;2;20;0;0
2017-09-01-15-15-00;57;35;2;3;17;0;0
2017-09-01-15-30-00;20;11;0;5;4;0;0
2017-09-01-15-45-00;36;18;1;2;15;0;0
2017-09-01-16-00-00;53;30;0;3;20;0;0
2017-09-01-16-15-00;62;41;1;6;14;0;0
2017-09-01-16-30-00;66;46;2;0;18;0;0
2017-09-01-16-45-00;58;36;1;4;17;0;0
2017-09-01-17-00-00;76;54;1;5;16;0;0
2017-09-01-17-15-00;59;35;2;6;16;0;0
2017-09-01-17-30-00;58;26;6;2;24;0;0
2017-09-01-17-45-00;55;33;2;1;19;0;0
2017-09-01-18-00-00;38;26;0;2;10;0;0
2017-09-01-18-15-00;47;32;1;3;11;0;0
2017-09-01-18-30-00;37;23;0;2;12;0;0
2017-09-01-18-45-00;51;28;0;4;19;0;0
2017-09-01-19-00-00;56;34;2;3;17;0;0
2017-09-01-19-15-00;29;16;0;1;12;0;0
2017-09-01-19-30-00;36;14;4;1;17;0;0
2017-09-01-19-45-00;37;20;1;3;13;0;0
2017-09-01-20-00-00;28;14;1;1;12;0;0
2017-09-01-20-15-00;28;12;1;3;12;0;0
2017-09-01-20-30-00;15;5;3;2;5;0;0
2017-09-01-20-45-00;13;10;0;0;3;0;0
2017-09-01-21-00-00;11;5;1;3;2;0;0
2017-09-01-21-15-00;14;7;1;1;5;0;0
2017-09-01-21-30-00;12;3;2;1;6;0;0
2017-09-01-21-45-00;8;4;0;3;1;0;0
2017-09-01-22-00-00;3;1;1;0;1;0;0
2017-09-01-22-15-00;10;2;2;0;6;0;0
2017-09-01-22-30-00;8;1;2;3;2;0;0
2017-09-01-22-45-00;5;2;0;1;2;0;0
2017-09-01-23-00-00;6;5;0;1;0;0;0
2017-09-01-23-15-00;9;6;1;0;2;0;0
2017-09-01-23-30-00;1;1;0;0;0;0;0
2017-09-01-23-45-00;1;1;0;0;0;0;0
2017-09-02-00-00-00;0;0;0;0;0;0;0
2017-09-02-00-15-00;2;2;0;0;0;0;0
2017-09-02-00-30-00;1;0;0;0;1;0;0
2017-09-02-00-45-00;2;0;0;0;2;0;0
2017-09-02-01-00-00;6;3;1;0;2;0;0
2017-09-02-01-15-00;1;0;0;0;1;0;0
2017-09-02-01-30-00;5;0;2;0;3;0;0
2017-09-02-01-45-00;2;1;0;0;1;0;0
2017-09-02-02-00-00;4;0;1;0;3;0;0
2017-09-02-02-15-00;1;1;0;0;0;0;0
2017-09-02-02-30-00;0;0;0;0;0;0;0
2017-09-02-02-45-00;0;0;0;0;0;0;0
2017-09-02-03-00-00;0;0;0;0;0;0;0
2017-09-02-03-15-00;1;0;1;0;0;0;0
2017-09-02-03-30-00;0;0;0;0;0;0;0
2017-09-02-03-45-00;1;1;0;0;0;0;0
2017-09-02-04-00-00;1;0;0;0;1;0;0
2017-09-02-04-15-00;0;0;0;0;0;0;0
2017-09-02-04-30-00;1;0;1;0;0;0;0
2017-09-02-04-45-00;1;1;0;0;0;0;0
2017-09-02-05-00-00;1;1;0;0;0;0;0
2017-09-02-05-15-00;1;0;0;0;1;0;0
2017-09-02-05-30-00;1;1;0;0;0;0;0
2017-09-02-05-45-00;0;0;0;0;0;0;0
2017-09-02-06-00-00;1;0;0;0;1;0;0
2017-09-02-06-15-00;3;3;0;0;0;0;0
2017-09-02-06-30-00;1;1;0;0;0;0;0
2017-09-02-06-45-00;3;1;0;1;1;0;0
2017-09-02-07-00-00;2;0;0;0;2;0;0
2017-09-02-07-15-00;6;2;0;0;4;0;0
2017-09-02-07-30-00;0;0;0;0;0;0;0
2017-09-02-07-45-00;6;3;0;2;1;0;0
2017-09-02-08-00-00;6;1;0;0;5;0;0
2017-09-02-08-15-00;6;3;1;0;2;0;0
2017-09-02-08-30-00;7;3;0;0;4;0;0
2017-09-02-08-45-00;12;4;0;0;8;0;0
2017-09-02-09-00-00;19;4;1;5;9;0;0
2017-09-02-09-15-00;11;6;0;4;1;0;0
2017-09-02-09-30-00;17;6;0;1;10;0;0
2017-09-02-09-45-00;29;11;4;1;13;0;0
2017-09-02-10-00-00;15;6;0;0;9;0;0
2017-09-02-10-15-00;30;4;7;0;19;0;0
2017-09-02-10-30-00;41;18;2;3;18;0;0
2017-09-02-10-45-00;27;15;2;1;9;0;0
2017-09-02-11-00-00;38;13;7;0;18;0;0
2017-09-02-11-15-00;47;31;1;3;12;0;0
2017-09-02-11-30-00;48;16;4;1;27;0;0
2017-09-02-11-45-00;61;21;4;1;35;0;0
2017-09-02-12-00-00;50;16;4;0;30;0;0
2017-09-02-12-15-00;45;14;7;3;21;0;0
2017-09-02-12-30-00;55;20;3;0;32;0;0
2017-09-02-12-45-00;59;21;5;0;33;0;0
2017-09-02-13-00-00;50;18;9;1;22;0;0
2017-09-02-13-15-00;41;16;3;0;22;0;0
2017-09-02-13-30-00;56;12;4;1;39;0;0
2017-09-02-13-45-00;54;22;3;5;24;0;0
2017-09-02-14-00-00;57;24;7;2;24;0;0
2017-09-02-14-15-00;39;9;6;5;19;0;0
2017-09-02-14-30-00;53;25;4;3;21;0;0
2017-09-02-14-45-00;61;26;4;4;27;0;0
2017-09-02-15-00-00;38;18;4;1;15;0;0
2017-09-02-15-15-00;48;29;1;2;16;0;0
2017-09-02-15-30-00;35;12;3;0;20;0;0
2017-09-02-15-45-00;47;19;6;6;16;0;0
2017-09-02-16-00-00;54;25;1;4;24;0;0
2017-09-02-16-15-00;58;25;3;3;27;0;0
2017-09-02-16-30-00;43;21;4;1;17;0;0
2017-09-02-16-45-00;66;38;3;8;17;0;0
2017-09-02-17-00-00;52;30;2;4;16;0;0
2017-09-02-17-15-00;36;16;3;4;13;0;0
2017-09-02-17-30-00;47;19;4;1;23;0;0
2017-09-02-17-45-00;54;31;2;6;15;0;0
2017-09-02-18-00-00;38;14;2;4;18;0;0
2017-09-02-18-15-00;40;19;0;5;16;0;0
2017-09-02-18-30-00;36;17;1;4;14;0;0
2017-09-02-18-45-00;47;22;4;11;10;0;0
2017-09-02-19-00-00;25;14;0;5;6;0;0
2017-09-02-19-15-00;17;5;3;2;7;0;0
2017-09-02-19-30-00;37;16;1;4;16;0;0
2017-09-02-19-45-00;27;14;2;1;10;0;0
2017-09-02-20-00-00;49;24;2;12;11;0;0
2017-09-02-20-15-00;66;37;2;17;10;0;0
2017-09-02-20-30-00;57;37;0;18;2;0;0
2017-09-02-20-45-00;11;4;0;3;4;0;0
2017-09-02-21-00-00;22;8;2;4;8;0;0
2017-09-02-21-15-00;15;6;1;1;7;0;0
2017-09-02-21-30-00;12;2;0;1;9;0;0
2017-09-02-21-45-00;6;2;0;0;4;0;0
2017-09-02-22-00-00;4;0;0;0;4;0;0
2017-09-02-22-15-00;10;3;1;2;4;0;0
2017-09-02-22-30-00;2;0;1;0;1;0;0
2017-09-02-22-45-00;1;0;0;0;1;0;0
2017-09-02-23-00-00;4;1;1;0;2;0;0
2017-09-02-23-15-00;5;3;1;1;0;0;0
2017-09-02-23-30-00;4;2;0;0;2;0;0
2017-09-02-23-45-00;2;2;0;0;0;0;0
2017-09-03-00-00-00;7;3;2;0;2;0;0
2017-09-03-00-15-00;3;1;0;1;1;0;0
2017-09-03-00-30-00;2;1;0;1;0;0;0
2017-09-03-00-45-00;6;3;0;1;2;0;0
2017-09-03-01-00-00;0;0;0;0;0;0;0
2017-09-03-01-15-00;3;1;0;1;1;0;0
2017-09-03-01-30-00;0;0;0;0;0;0;0
2017-09-03-01-45-00;4;0;1;0;3;0;0
2017-09-03-02-00-00;4;2;1;0;1;0;0
2017-09-03-02-15-00;1;1;0;0;0;0;0
2017-09-03-02-30-00;5;0;2;0;3;0;0
2017-09-03-02-45-00;0;0;0;0;0;0;0
2017-09-03-03-00-00;1;0;0;0;1;0;0
2017-09-03-03-15-00;1;0;1;0;0;0;0
2017-09-03-03-30-00;1;1;0;0;0;0;0
2017-09-03-03-45-00;0;0;0;0;0;0;0
2017-09-03-04-00-00;3;3;0;0;0;0;0
2017-09-03-04-15-00;1;0;0;1;0;0;0
2017-09-03-04-30-00;1;1;0;0;0;0;0
2017-09-03-04-45-00;0;0;0;0;0;0;0
2017-09-03-05-00-00;0;0;0;0;0;0;0
2017-09-03-05-15-00;0;0;0;0;0;0;0
2017-09-03-05-30-00;2;2;0;0;0;0;0
2017-09-03-05-45-00;0;0;0;0;0;0;0
2017-09-03-06-00-00;3;2;0;0;1;0;0
2017-09-03-06-15-00;1;1;0;0;0;0;0
2017-09-03-06-30-00;2;1;0;0;1;0;0
2017-09-03-06-45-00;4;2;0;0;2;0;0
2017-09-03-07-00-00;1;1;0;0;0;0;0
2017-09-03-07-15-00;0;0;0;0;0;0;0
2017-09-03-07-30-00;3;2;0;0;1;0;0
2017-09-03-07-45-00;9;1;0;0;8;0;0
2017-09-03-08-00-00;6;1;1;1;3;0;0
2017-09-03-08-15-00;11;2;0;1;8;0;0
2017-09-03-08-30-00;6;2;0;0;4;0;0
2017-09-03-08-45-00;4;0;0;0;4;0;0
2017-09-03-09-00-00;8;3;0;0;5;0;0
2017-09-03-09-15-00;31;7;2;0;22;0;0
2017-09-03-09-30-00;24;12;2;0;10;0;0
2017-09-03-09-45-00;30;12;1;4;13;0;0
2017-09-03-10-00-00;26;8;4;0;14;0;0
2017-09-03-10-15-00;55;26;2;3;24;0;0
2017-09-03-10-30-00;87;30;8;3;46;0;0
2017-09-03-10-45-00;72;24;8;2;38;0;0
2017-09-03-11-00-00;51;17;2;1;31;0;0
2017-09-03-11-15-00;57;22;6;4;25;0;0
2017-09-03-11-30-00;87;45;5;3;34;0;0
2017-09-03-11-45-00;66;15;4;0;47;0;0
2017-09-03-12-00-00;84;28;8;3;45;0;0
2017-09-03-12-15-00;94;41;5;2;46;0;0
2017-09-03-12-30-00;113;35;13;3;62;0;0
2017-09-03-12-45-00;87;44;7;2;34;0;0
2017-09-03-13-00-00;132;62;8;7;55;0;0
2017-09-03-13-15-00;110;35;10;4;61;0;0
2017-09-03-13-30-00;128;53;7;0;68;0;0
2017-09-03-13-45-00;103;53;2;2;46;0;0
2017-09-03-14-00-00;100;47;6;4;43;0;0
2017-09-03-14-15-00;128;43;6;2;77;0;0
2017-09-03-14-30-00;98;43;5;8;42;0;0
2017-09-03-14-45-00;137;58;10;2;67;0;0
2017-09-03-15-00-00;141;62;8;5;66;0;0
2017-09-03-15-15-00;112;57;7;2;46;0;0
2017-09-03-15-30-00;108;45;3;3;57;0;0
2017-09-03-15-45-00;138;78;3;9;48;0;0
2017-09-03-16-00-00;123;73;4;6;40;0;0
2017-09-03-16-15-00;139;63;6;7;63;0;0
2017-09-03-16-30-00;121;59;7;6;49;0;0
2017-09-03-16-45-00;96;53;1;4;38;0;0
2017-09-03-17-00-00;121;68;5;9;39;0;0
2017-09-03-17-15-00;85;43;1;5;36;0;0
2017-09-03-17-30-00;76;46;2;0;28;0;0
2017-09-03-17-45-00;63;33;5;11;14;0;0
2017-09-03-18-00-00;64;36;3;7;18;0;0
2017-09-03-18-15-00;95;48;3;10;34;0;0
2017-09-03-18-30-00;59;30;2;7;20;0;0
2017-09-03-18-45-00;45;25;0;3;17;0;0
2017-09-03-19-00-00;42;20;2;4;16;0;0
2017-09-03-19-15-00;50;25;1;8;16;0;0
2017-09-03-19-30-00;43;22;3;3;15;0;0
2017-09-03-19-45-00;24;8;4;4;8;0;0
2017-09-03-20-00-00;17;7;1;2;7;0;0
2017-09-03-20-15-00;24;7;3;1;13;0;0
2017-09-03-20-30-00;11;6;1;0;4;0;0
2017-09-03-20-45-00;16;8;1;2;5;0;0
2017-09-03-21-00-00;5;3;0;2;0;0;0
2017-09-03-21-15-00;9;5;0;3;1;0;0
2017-09-03-21-30-00;7;3;0;3;1;0;0
2017-09-03-21-45-00;3;2;0;0;1;0;0
2017-09-03-22-00-00;2;1;0;0;1;0;0
2017-09-03-22-15-00;1;1;0;0;0;0;0
2017-09-03-22-30-00;5;4;0;1;0;0;0
2017-09-03-22-45-00;2;1;0;1;0;0;0
2017-09-03-23-00-00;1;1;0;0;0;0;0
2017-09-03-23-15-00;2;2;0;0;0;0;0
2017-09-03-23-30-00;2;2;0;0;0;0;0
2017-09-03-23-45-00;2;1;0;1;0;0;0
2017-09-04-00-00-00;0;0;0;0;0;0;0
2017-09-04-00-15-00;1;0;0;0;1;0;0
2017-09-04-00-30-00;0;0;0;0;0;0;0
2017-09-04-00-45-00;0;0;0;0;0;0;0
2017-09-04-01-00-00;1;1;0;0;0;0;0
2017-09-04-01-15-00;0;0;0;0;0;0;0
2017-09-04-01-30-00;1;1;0;0;0;0;0
2017-09-04-01-45-00;0;0;0;0;0;0;0
2017-09-04-02-00-00;0;0;0;0;0;0;0
2017-09-04-02-15-00;0;0;0;0;0;0;0
2017-09-04-02-30-00;0;0;0;0;0;0;0
2017-09-04-02-45-00;0;0;0;0;0;0;0
2017-09-04-03-00-00;0;0;0;0;0;0;0
2017-09-04-03-15-00;0;0;0;0;0;0;0
2017-09-04-03-30-00;0;0;0;0;0;0;0
2017-09-04-03-45-00;1;1;0;0;0;0;0
2017-09-04-04-00-00;1;0;0;0;1;0;0
2017-09-04-04-15-00;0;0;0;0;0;0;0
2017-09-04-04-30-00;0;0;0;0;0;0;0
2017-09-04-04-45-00;0;0;0;0;0;0;0
2017-09-04-05-00-00;2;0;0;1;1;0;0
2017-09-04-05-15-00;2;2;0;0;0;0;0
2017-09-04-05-30-00;5;2;0;0;3;0;0
2017-09-04-05-45-00;4;0;0;0;4;0;0
2017-09-04-06-00-00;4;1;0;0;3;0;0
2017-09-04-06-15-00;9;4;1;1;3;0;0
2017-09-04-06-30-00;24;5;0;0;19;0;0
2017-09-04-06-45-00;27;3;1;1;22;0;0
2017-09-04-07-00-00;39;10;3;1;25;0;0
2017-09-04-07-15-00;56;12;1;0;43;0;0
2017-09-04-07-30-00;81;22;4;1;54;0;0
2017-09-04-07-45-00;115;28;7;1;79;0;0
2017-09-04-08-00-00;105;23;5;4;73;0;0
2017-09-04-08-15-00;130;24;8;0;98;0;0
2017-09-04-08-30-00;150;33;5;1;111;0;0
2017-09-04-08-45-00;113;23;9;2;79;0;0
2017-09-04-09-00-00;77;16;3;1;57;0;0
2017-09-04-09-15-00;62;15;2;0;45;0;0
2017-09-04-09-30-00;31;6;1;0;24;0;0
2017-09-04-09-45-00;36;16;1;3;16;0;0
2017-09-04-10-00-00;42;17;1;1;23;0;0
2017-09-04-10-15-00;29;15;1;0;13;0;0
2017-09-04-10-30-00;35;19;1;0;15;0;0
2017-09-04-10-45-00;35;17;2;0;16;0;0
2017-09-04-11-00-00;41;19;2;2;18;0;0
2017-09-04-11-15-00;35;16;0;2;17;0;0
2017-09-04-11-30-00;51;21;1;1;28;0;0
2017-09-04-11-45-00;29;12;1;2;14;0;0
2017-09-04-12-00-00;30;15;0;0;15;0;0
2017-09-04-12-15-00;42;22;3;0;17;0;0
2017-09-04-12-30-00;56;22;3;2;29;0;0
2017-09-04-12-45-00;47;25;1;1;20;0;0
2017-09-04-13-00-00;43;16;0;0;27;0;0
2017-09-04-13-15-00;55;26;0;3;26;0;0
2017-09-04-13-30-00;60;32;4;3;21;0;0
2017-09-04-13-45-00;60;25;6;1;28;0;0
2017-09-04-14-00-00;56;32;2;1;21;0;0
2017-09-04-14-15-00;52;26;1;4;21;0;0
2017-09-04-14-30-00;58;32;3;3;20;0;0
2017-09-04-14-45-00;54;26;2;0;26;0;0
2017-09-04-15-00-00;48;31;0;1;16;0;0
2017-09-04-15-15-00;64;34;3;5;22;0;0
2017-09-04-15-30-00;56;33;0;1;22;0;0
2017-09-04-15-45-00;72;44;1;4;23;0;0
2017-09-04-16-00-00;70;44;1;4;21;0;0
2017-09-04-16-15-00;84;57;2;4;21;0;0
2017-09-04-16-30-00;92;56;2;5;29;0;0
2017-09-04-16-45-00;88;54;2;5;27;0;0
2017-09-04-17-00-00;85;54;4;6;21;0;0
2017-09-04-17-15-00;97;63;2;0;32;0;0
2017-09-04-17-30-00;101;62;1;0;38;0;0
2017-09-04-17-45-00;130;86;4;6;34;0;0
2017-09-04-18-00-00;110;74;3;7;26;0;0
2017-09-04-18-15-00;92;62;1;1;28;0;0
2017-09-04-18-30-00;79;51;3;1;24;0;0
2017-09-04-18-45-00;62;43;3;1;15;0;0
2017-09-04-19-00-00;61;36;1;2;22;0;0
2017-09-04-19-15-00;56;36;1;2;17;0;0
2017-09-04-19-30-00;45;28;0;4;13;0;0
2017-09-04-19-45-00;40;22;3;3;12;0;0
2017-09-04-20-00-00;37;18;1;1;17;0;0
2017-09-04-20-15-00;36;21;2;3;10;0;0
2017-09-04-20-30-00;32;23;1;2;6;0;0
2017-09-04-20-45-00;16;10;1;1;4;0;0
2017-09-04-21-00-00;18;8;2;0;8;0;0
2017-09-04-21-15-00;12;6;0;1;5;0;0
2017-09-04-21-30-00;11;7;0;0;4;0;0
2017-09-04-21-45-00;7;3;0;0;4;0;0
2017-09-04-22-00-00;7;3;0;1;3;0;0
2017-09-04-22-15-00;4;1;1;0;2;0;0
2017-09-04-22-30-00;6;4;0;1;1;0;0
2017-09-04-22-45-00;11;5;1;3;2;0;0
2017-09-04-23-00-00;2;2;0;0;0;0;0
2017-09-04-23-15-00;5;3;0;0;2;0;0
2017-09-04-23-30-00;2;1;0;0;1;0;0
2017-09-04-23-45-00;1;1;0;0;0;0;0
2017-09-05-00-00-00;1;0;0;0;1;0;0
2017-09-05-00-15-00;0;0;0;0;0;0;0
2017-09-05-00-30-00;2;1;0;1;0;0;0
2017-09-05-00-45-00;0;0;0;0;0;0;0
2017-09-05-01-00-00;0;0;0;0;0;0;0
2017-09-05-01-15-00;0;0;0;0;0;0;0
2017-09-05-01-30-00;0;0;0;0;0;0;0
2017-09-05-01-45-00;0;0;0;0;0;0;0
2017-09-05-02-00-00;0;0;0;0;0;0;0
2017-09-05-02-15-00;0;0;0;0;0;0;0
2017-09-05-02-30-00;0;0;0;0;0;0;0
2017-09-05-02-45-00;0;0;0;0;0;0;0
2017-09-05-03-00-00;0;0;0;0;0;0;0
2017-09-05-03-15-00;0;0;0;0;0;0;0
2017-09-05-03-30-00;0;0;0;0;0;0;0
2017-09-05-03-45-00;1;1;0;0;0;0;0
2017-09-05-04-00-00;1;0;0;1;0;0;0
2017-09-05-04-15-00;0;0;0;0;0;0;0
2017-09-05-04-30-00;0;0;0;0;0;0;0
2017-09-05-04-45-00;0;0;0;0;0;0;0
2017-09-05-05-00-00;4;2;1;1;0;0;0
2017-09-05-05-15-00;1;0;0;0;1;0;0
2017-09-05-05-30-00;4;1;0;0;3;0;0
2017-09-05-05-45-00;10;3;0;0;7;0;0
2017-09-05-06-00-00;7;3;0;1;3;0;0
2017-09-05-06-15-00;11;3;0;0;8;0;0
2017-09-05-06-30-00;27;7;0;0;20;0;0
2017-09-05-06-45-00;25;10;0;0;15;0;0
2017-09-05-07-00-00;39;9;1;1;28;0;0
2017-09-05-07-15-00;43;11;0;1;31;0;0
2017-09-05-07-30-00;84;26;4;3;51;0;0
2017-09-05-07-45-00;110;31;3;2;74;0;0
2017-09-05-08-00-00;109;23;3;2;81;0;0
2017-09-05-08-15-00;120;18;2;2;98;0;0
2017-09-05-08-30-00;141;28;4;2;107;0;0
2017-09-05-08-45-00;103;19;5;0;79;0;0
2017-09-05-09-00-00;73;16;4;2;51;0;0
2017-09-05-09-15-00;69;14;5;0;50;0;0
2017-09-05-09-30-00;52;24;1;1;26;0;0
2017-09-05-09-45-00;37;14;2;1;20;0;0
2017-09-05-10-00-00;25;16;1;0;8;0;0
2017-09-05-10-15-00;23;4;0;1;18;0;0
2017-09-05-10-30-00;28;13;1;1;13;0;0
2017-09-05-10-45-00;33;21;0;1;11;0;0
2017-09-05-11-00-00;27;15;1;2;9;0;0
2017-09-05-11-15-00;28;8;4;2;14;0;0
2017-09-05-11-30-00;29;18;0;2;9;0;0
2017-09-05-11-45-00;53;24;0;4;25;0;0
2017-09-05-12-00-00;32;14;3;1;14;0;0
2017-09-05-12-15-00;33;20;0;2;11;0;0
2017-09-05-12-30-00;45;20;1;4;20;0;0
2017-09-05-12-45-00;43;22;0;2;19;0;0
2017-09-05-13-00-00;46;25;0;2;19;0;0
2017-09-05-13-15-00;49;22;3;1;23;0;0
2017-09-05-13-30-00;45;17;2;0;26;0;0
2017-09-05-13-45-00;42;25;0;0;17;0;0
2017-09-05-14-00-00;48;22;1;1;24;0;0
2017-09-05-14-15-00;51;20;1;1;29;0;0
2017-09-05-14-30-00;48;22;2;4;20;0;0
2017-09-05-14-45-00;44;18;0;1;25;0;0
2017-09-05-15-00-00;51;31;1;0;19;0;0
2017-09-05-15-15-00;60;37;2;4;17;0;0
2017-09-05-15-30-00;55;36;1;4;14;0;0
2017-09-05-15-45-00;67;42;3;1;21;0;0
2017-09-05-16-00-00;49;24;2;3;20;0;0
2017-09-05-16-15-00;54;31;4;0;19;0;0
2017-09-05-16-30-00;63;37;0;4;22;0;0
2017-09-05-16-45-00;90;58;0;9;23;0;0
2017-09-05-17-00-00;89;54;1;5;29;0;0
2017-09-05-17-15-00;112;82;2;5;23;0;0
2017-09-05-17-30-00;95;66;0;3;26;0;0
2017-09-05-17-45-00;104;69;0;9;26;0;0
2017-09-05-18-00-00;68;50;2;0;16;0;0
2017-09-05-18-15-00;107;68;3;9;27;0;0
2017-09-05-18-30-00;87;57;2;4;24;0;0
2017-09-05-18-45-00;71;41;1;4;25;0;0
2017-09-05-19-00-00;64;41;0;5;18;0;0
2017-09-05-19-15-00;58;35;1;2;20;0;0
2017-09-05-19-30-00;55;30;2;2;21;0;0
2017-09-05-19-45-00;41;28;0;3;10;0;0
2017-09-05-20-00-00;28;11;1;5;11;0;0
2017-09-05-20-15-00;30;17;0;5;8;0;0
2017-09-05-20-30-00;17;12;1;0;4;0;0
2017-09-05-20-45-00;22;14;1;1;6;0;0
2017-09-05-21-00-00;15;8;1;2;4;0;0
2017-09-05-21-15-00;8;4;1;0;3;0;0
2017-09-05-21-30-00;13;8;0;3;2;0;0
2017-09-05-21-45-00;14;7;0;3;4;0;0
2017-09-05-22-00-00;8;3;2;0;3;0;0
2017-09-05-22-15-00;7;3;0;1;3;0;0
2017-09-05-22-30-00;8;3;1;0;4;0;0
2017-09-05-22-45-00;9;6;0;3;0;0;0
2017-09-05-23-00-00;7;6;0;1;0;0;0
2017-09-05-23-15-00;3;2;0;0;1;0;0
2017-09-05-23-30-00;2;2;0;0;0;0;0
2017-09-05-23-45-00;0;0;0;0;0;0;0
2017-09-06-00-00-00;1;0;0;0;1;0;0
2017-09-06-00-15-00;1;1;0;0;0;0;0
2017-09-06-00-30-00;0;0;0;0;0;0;0
2017-09-06-00-45-00;3;1;0;0;2;0;0
2017-09-06-01-00-00;1;0;0;0;1;0;0
2017-09-06-01-15-00;1;0;0;0;1;0;0
2017-09-06-01-30-00;0;0;0;0;0;0;0
2017-09-06-01-45-00;0;0;0;0;0;0;0
2017-09-06-02-00-00;0;0;0;0;0;0;0
2017-09-06-02-15-00;0;0;0;0;0;0;0
2017-09-06-02-30-00;0;0;0;0;0;0;0
2017-09-06-02-45-00;0;0;0;0;0;0;0
2017-09-06-03-00-00;0;0;0;0;0;0;0
2017-09-06-03-15-00;0;0;0;0;0;0;0
2017-09-06-03-30-00;1;0;1;0;0;0;0
2017-09-06-03-45-00;1;1;0;0;0;0;0
2017-09-06-04-00-00;0;0;0;0;0;0;0
2017-09-06-04-15-00;0;0;0;0;0;0;0
2017-09-06-04-30-00;0;0;0;0;0;0;0
2017-09-06-04-45-00;1;0;0;0;1;0;0
2017-09-06-05-00-00;2;0;0;0;2;0;0
2017-09-06-05-15-00;2;1;0;0;1;0;0
2017-09-06-05-30-00;4;0;0;0;4;0;0
2017-09-06-05-45-00;7;1;0;0;6;0;0
2017-09-06-06-00-00;7;1;1;0;5;0;0
2017-09-06-06-15-00;12;5;0;0;7;0;0
2017-09-06-06-30-00;16;6;1;0;9;0;0
2017-09-06-06-45-00;28;7;2;0;19;0;0
2017-09-06-07-00-00;30;10;0;0;20;0;0
2017-09-06-07-15-00;47;11;1;1;34;0;0
2017-09-06-07-30-00;77;19;3;2;53;0;0
2017-09-06-07-45-00;89;30;0;1;58;0;0
2017-09-06-08-00-00;67;18;1;0;48;0;0
2017-09-06-08-15-00;76;11;2;0;63;0;0
2017-09-06-08-30-00;92;17;4;1;70;0;0
2017-09-06-08-45-00;79;15;4;1;59;0;0
2017-09-06-09-00-00;44;7;1;2;34;0;0
2017-09-06-09-15-00;54;13;1;0;40;0;0
2017-09-06-09-30-00;30;7;3;0;20;0;0
2017-09-06-09-45-00;23;9;0;0;14;0;0
2017-09-06-10-00-00;19;10;0;1;8;0;0
2017-09-06-10-15-00;20;11;1;0;8;0;0
2017-09-06-10-30-00;18;9;0;0;9;0;0
2017-09-06-10-45-00;17;6;0;1;10;0;0
2017-09-06-11-00-00;22;10;0;5;7;0;0
2017-09-06-11-15-00;17;9;1;2;5;0;0
2017-09-06-11-30-00;16;5;2;0;9;0;0
2017-09-06-11-45-00;15;8;0;2;5;0;0
2017-09-06-12-00-00;28;12;2;1;13;0;0
2017-09-06-12-15-00;17;14;0;1;2;0;0
2017-09-06-12-30-00;20;11;0;2;7;0;0
2017-09-06-12-45-00;23;8;1;1;13;0;0
2017-09-06-13-00-00;24;16;0;3;5;0;0
2017-09-06-13-15-00;31;17;0;3;11;0;0
2017-09-06-13-30-00;36;14;1;1;20;0;0
2017-09-06-13-45-00;21;11;1;1;8;0;0
2017-09-06-14-00-00;17;11;0;0;6;0;0
2017-09-06-14-15-00;25;12;1;3;9;0;0
2017-09-06-14-30-00;25;7;2;0;16;0;0
2017-09-06-14-45-00;30;18;4;1;7;0;0
2017-09-06-15-00-00;32;18;1;1;12;0;0
2017-09-06-15-15-00;29;19;0;2;8;0;0
2017-09-06-15-30-00;30;18;0;0;12;0;0
2017-09-06-15-45-00;45;23;3;3;16;0;0
2017-09-06-16-00-00;33;20;1;1;11;0;0
2017-09-06-16-15-00;45;28;2;1;14;0;0
2017-09-06-16-30-00;61;37;2;3;19;0;0
2017-09-06-16-45-00;71;38;3;2;28;0;0
2017-09-06-17-00-00;75;41;2;1;31;0;0
2017-09-06-17-15-00;86;57;2;4;23;0;0
2017-09-06-17-30-00;115;69;2;3;41;0;0
