 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2017-08-27-03-45-00;2;2;0;0;0;0;0
2017-08-27-04-00-00;1;1;0;0;0;0;0
2017-08-27-04-15-00;1;1;0;0;0;0;0
2017-08-27-04-30-00;0;0;0;0;0;0;0
2017-08-27-04-45-00;0;0;0;0;0;0;0
2017-08-27-05-00-00;1;1;0;0;0;0;0
2017-08-27-05-15-00;0;0;0;0;0;0;0
2017-08-27-05-30-00;0;0;0;0;0;0;0
2017-08-27-05-45-00;0;0;0;0;0;0;0
2017-08-27-06-00-00;1;0;0;0;1;0;0
2017-08-27-06-15-00;2;1;1;0;0;0;0
2017-08-27-06-30-00;0;0;0;0;0;0;0
2017-08-27-06-45-00;4;1;0;0;3;0;0
2017-08-27-07-00-00;0;0;0;0;0;0;0
2017-08-27-07-15-00;2;1;0;0;1;0;0
2017-08-27-07-30-00;2;0;0;0;2;0;0
2017-08-27-07-45-00;8;3;1;0;4;0;0
2017-08-27-08-00-00;7;3;0;0;4;0;0
2017-08-27-08-15-00;15;9;1;0;5;0;0
2017-08-27-08-30-00;10;5;0;0;5;0;0
2017-08-27-08-45-00;20;5;0;2;13;0;0
2017-08-27-09-00-00;16;2;4;0;10;0;0
2017-08-27-09-15-00;20;10;1;0;9;0;0
2017-08-27-09-30-00;25;9;1;0;15;0;0
2017-08-27-09-45-00;27;11;2;1;13;0;0
2017-08-27-10-00-00;35;12;3;2;18;0;0
2017-08-27-10-15-00;54;14;3;0;37;0;0
2017-08-27-10-30-00;71;23;6;0;42;0;0
2017-08-27-10-45-00;66;19;11;1;35;0;0
2017-08-27-11-00-00;71;27;4;2;38;0;0
2017-08-27-11-15-00;65;26;4;0;35;0;0
2017-08-27-11-30-00;69;27;3;2;37;0;0
2017-08-27-11-45-00;99;48;9;1;41;0;0
2017-08-27-12-00-00;101;32;11;3;55;0;0
2017-08-27-12-15-00;71;28;9;5;29;0;0
2017-08-27-12-30-00;118;50;14;1;53;0;0
2017-08-27-12-45-00;90;40;7;5;38;0;0
2017-08-27-13-00-00;94;37;5;4;48;0;0
2017-08-27-13-15-00;89;44;1;2;42;0;0
2017-08-27-13-30-00;92;45;5;5;37;0;0
2017-08-27-13-45-00;115;55;6;5;49;0;0
2017-08-27-14-00-00;99;43;6;3;47;0;0
2017-08-27-14-15-00;129;61;9;7;52;0;0
2017-08-27-14-30-00;124;55;4;5;60;0;0
2017-08-27-14-45-00;116;48;6;5;57;0;0
2017-08-27-15-00-00;97;50;3;4;40;0;0
2017-08-27-15-15-00;114;51;3;2;58;0;0
2017-08-27-15-30-00;134;74;5;5;50;0;0
2017-08-27-15-45-00;123;54;3;5;61;0;0
2017-08-27-16-00-00;127;64;5;3;55;0;0
2017-08-27-16-15-00;146;69;6;9;62;0;0
2017-08-27-16-30-00;133;67;5;10;51;0;0
2017-08-27-16-45-00;109;53;8;1;47;0;0
2017-08-27-17-00-00;105;48;10;2;45;0;0
2017-08-27-17-15-00;128;72;8;2;46;0;0
2017-08-27-17-30-00;94;48;10;5;31;0;0
2017-08-27-17-45-00;86;40;4;4;38;0;0
2017-08-27-18-00-00;60;27;6;2;25;0;0
2017-08-27-18-15-00;67;34;3;2;28;0;0
2017-08-27-18-30-00;108;61;3;10;34;0;0
2017-08-27-18-45-00;70;29;7;7;27;0;0
2017-08-27-19-00-00;55;28;2;7;18;0;0
2017-08-27-19-15-00;77;30;9;6;32;0;0
2017-08-27-19-30-00;56;20;5;2;29;0;0
2017-08-27-19-45-00;55;30;2;7;16;0;0
2017-08-27-20-00-00;53;21;2;7;23;0;0
2017-08-27-20-15-00;37;22;1;6;8;0;0
2017-08-27-20-30-00;33;14;4;2;13;0;0
2017-08-27-20-45-00;26;15;1;2;8;0;0
2017-08-27-21-00-00;20;11;0;3;6;0;0
2017-08-27-21-15-00;14;9;1;3;1;0;0
2017-08-27-21-30-00;13;7;1;1;4;0;0
2017-08-27-21-45-00;13;7;1;0;5;0;0
2017-08-27-22-00-00;6;3;1;2;0;0;0
2017-08-27-22-15-00;5;1;0;1;3;0;0
2017-08-27-22-30-00;0;0;0;0;0;0;0
2017-08-27-22-45-00;14;5;2;3;4;0;0
2017-08-27-23-00-00;7;4;0;3;0;0;0
2017-08-27-23-15-00;4;4;0;0;0;0;0
2017-08-27-23-30-00;1;0;1;0;0;0;0
2017-08-27-23-45-00;1;1;0;0;0;0;0
2017-08-28-00-00-00;2;2;0;0;0;0;0
2017-08-28-00-15-00;1;1;0;0;0;0;0
2017-08-28-00-30-00;2;0;1;0;1;0;0
2017-08-28-00-45-00;2;1;1;0;0;0;0
2017-08-28-01-00-00;2;0;1;1;0;0;0
2017-08-28-01-15-00;0;0;0;0;0;0;0
2017-08-28-01-30-00;0;0;0;0;0;0;0
2017-08-28-01-45-00;0;0;0;0;0;0;0
2017-08-28-02-00-00;0;0;0;0;0;0;0
2017-08-28-02-15-00;1;0;0;0;1;0;0
2017-08-28-02-30-00;0;0;0;0;0;0;0
2017-08-28-02-45-00;1;1;0;0;0;0;0
2017-08-28-03-00-00;0;0;0;0;0;0;0
2017-08-28-03-15-00;0;0;0;0;0;0;0
2017-08-28-03-30-00;0;0;0;0;0;0;0
2017-08-28-03-45-00;0;0;0;0;0;0;0
2017-08-28-04-00-00;0;0;0;0;0;0;0
2017-08-28-04-15-00;1;1;0;0;0;0;0
2017-08-28-04-30-00;0;0;0;0;0;0;0
2017-08-28-04-45-00;0;0;0;0;0;0;0
2017-08-28-05-00-00;2;1;0;0;1;0;0
2017-08-28-05-15-00;2;1;0;0;1;0;0
2017-08-28-05-30-00;7;2;1;0;4;0;0
2017-08-28-05-45-00;6;2;0;1;3;0;0
2017-08-28-06-00-00;5;2;0;0;3;0;0
2017-08-28-06-15-00;10;2;0;0;8;0;0
2017-08-28-06-30-00;24;5;1;2;16;0;0
2017-08-28-06-45-00;29;9;2;0;18;0;0
2017-08-28-07-00-00;48;13;3;1;31;0;0
2017-08-28-07-15-00;57;18;2;1;36;0;0
2017-08-28-07-30-00;82;18;1;0;63;0;0
2017-08-28-07-45-00;115;26;6;0;83;0;0
2017-08-28-08-00-00;95;22;3;1;69;0;0
2017-08-28-08-15-00;116;19;8;2;87;0;0
2017-08-28-08-30-00;135;26;6;3;100;0;0
2017-08-28-08-45-00;131;29;3;1;98;0;0
2017-08-28-09-00-00;97;19;4;1;73;0;0
2017-08-28-09-15-00;64;22;0;0;42;0;0
2017-08-28-09-30-00;63;25;3;1;34;0;0
2017-08-28-09-45-00;43;16;0;0;27;0;0
2017-08-28-10-00-00;42;22;1;2;17;0;0
2017-08-28-10-15-00;40;18;1;1;20;0;0
2017-08-28-10-30-00;27;11;1;3;12;0;0
2017-08-28-10-45-00;52;21;6;0;25;0;0
2017-08-28-11-00-00;54;22;0;7;25;0;0
2017-08-28-11-15-00;57;23;1;3;30;0;0
2017-08-28-11-30-00;51;33;1;2;15;0;0
2017-08-28-11-45-00;62;31;2;3;26;0;0
2017-08-28-12-00-00;49;19;1;0;29;0;0
2017-08-28-12-15-00;46;17;4;3;22;0;0
2017-08-28-12-30-00;64;25;5;4;30;0;0
2017-08-28-12-45-00;57;20;1;1;35;0;0
2017-08-28-13-00-00;65;27;1;3;34;0;0
2017-08-28-13-15-00;48;22;1;3;22;0;0
2017-08-28-13-30-00;64;23;3;2;36;0;0
2017-08-28-13-45-00;77;33;3;5;36;0;0
2017-08-28-14-00-00;54;23;3;2;26;0;0
2017-08-28-14-15-00;60;34;3;0;23;0;0
2017-08-28-14-30-00;58;30;1;1;26;0;0
2017-08-28-14-45-00;86;42;6;0;38;0;0
2017-08-28-15-00-00;54;26;4;2;22;0;0
2017-08-28-15-15-00;79;50;1;1;27;0;0
2017-08-28-15-30-00;106;50;3;1;52;0;0
2017-08-28-15-45-00;73;43;4;1;25;0;0
2017-08-28-16-00-00;112;63;2;5;42;0;0
2017-08-28-16-15-00;105;69;0;8;28;0;0
2017-08-28-16-30-00;134;80;1;7;46;0;0
2017-08-28-16-45-00;102;66;1;3;32;0;0
2017-08-28-17-00-00;124;83;2;3;36;0;0
2017-08-28-17-15-00;110;63;0;2;45;0;0
2017-08-28-17-30-00;130;97;0;6;27;0;0
2017-08-28-17-45-00;166;110;2;3;51;0;0
2017-08-28-18-00-00;131;87;0;8;36;0;0
2017-08-28-18-15-00;130;84;2;2;42;0;0
2017-08-28-18-30-00;110;58;6;4;42;0;0
2017-08-28-18-45-00;94;59;1;6;28;0;0
2017-08-28-19-00-00;100;59;1;5;35;0;0
2017-08-28-19-15-00;89;42;3;2;42;0;0
2017-08-28-19-30-00;77;40;1;4;32;0;0
2017-08-28-19-45-00;49;24;3;2;20;0;0
2017-08-28-20-00-00;68;33;2;3;30;0;0
2017-08-28-20-15-00;48;30;1;3;14;0;0
2017-08-28-20-30-00;61;35;5;2;19;0;0
2017-08-28-20-45-00;31;16;2;1;12;0;0
2017-08-28-21-00-00;32;17;3;2;10;0;0
2017-08-28-21-15-00;27;16;2;0;9;0;0
2017-08-28-21-30-00;22;12;0;3;7;0;0
2017-08-28-21-45-00;12;2;0;3;7;0;0
2017-08-28-22-00-00;8;2;0;1;5;0;0
2017-08-28-22-15-00;7;3;2;0;2;0;0
2017-08-28-22-30-00;26;16;0;5;5;0;0
2017-08-28-22-45-00;7;4;0;0;3;0;0
2017-08-28-23-00-00;7;4;0;0;3;0;0
2017-08-28-23-15-00;4;2;0;1;1;0;0
2017-08-28-23-30-00;4;1;1;1;1;0;0
2017-08-28-23-45-00;4;2;0;0;2;0;0
2017-08-29-00-00-00;2;1;0;0;1;0;0
2017-08-29-00-15-00;3;2;0;1;0;0;0
2017-08-29-00-30-00;1;0;0;0;1;0;0
2017-08-29-00-45-00;2;1;0;1;0;0;0
2017-08-29-01-00-00;4;2;0;2;0;0;0
2017-08-29-01-15-00;0;0;0;0;0;0;0
2017-08-29-01-30-00;3;1;0;1;1;0;0
2017-08-29-01-45-00;0;0;0;0;0;0;0
2017-08-29-02-00-00;0;0;0;0;0;0;0
2017-08-29-02-15-00;0;0;0;0;0;0;0
2017-08-29-02-30-00;0;0;0;0;0;0;0
2017-08-29-02-45-00;2;0;1;0;1;0;0
2017-08-29-03-00-00;0;0;0;0;0;0;0
2017-08-29-03-15-00;0;0;0;0;0;0;0
2017-08-29-03-30-00;0;0;0;0;0;0;0
2017-08-29-03-45-00;0;0;0;0;0;0;0
2017-08-29-04-00-00;1;1;0;0;0;0;0
2017-08-29-04-15-00;0;0;0;0;0;0;0
2017-08-29-04-30-00;0;0;0;0;0;0;0
2017-08-29-04-45-00;0;0;0;0;0;0;0
2017-08-29-05-00-00;2;1;0;0;1;0;0
2017-08-29-05-15-00;4;3;0;0;1;0;0
2017-08-29-05-30-00;7;2;1;0;4;0;0
2017-08-29-05-45-00;9;3;0;0;6;0;0
2017-08-29-06-00-00;10;4;0;0;6;0;0
2017-08-29-06-15-00;17;7;0;0;10;0;0
2017-08-29-06-30-00;29;12;1;0;16;0;0
2017-08-29-06-45-00;36;13;2;0;21;0;0
2017-08-29-07-00-00;46;13;2;0;31;0;0
2017-08-29-07-15-00;56;15;1;1;39;0;0
2017-08-29-07-30-00;84;23;2;0;59;0;0
2017-08-29-07-45-00;109;27;3;0;79;0;0
2017-08-29-08-00-00;134;35;2;0;97;0;0
2017-08-29-08-15-00;154;24;10;0;120;0;0
2017-08-29-08-30-00;155;33;9;2;111;0;0
2017-08-29-08-45-00;139;33;9;4;93;0;0
2017-08-29-09-00-00;72;16;4;1;51;0;0
2017-08-29-09-15-00;77;21;4;0;52;0;0
2017-08-29-09-30-00;55;17;1;0;37;0;0
2017-08-29-09-45-00;56;22;4;3;27;0;0
2017-08-29-10-00-00;34;14;2;0;18;0;0
2017-08-29-10-15-00;36;8;3;2;23;0;0
2017-08-29-10-30-00;55;23;1;4;27;0;0
2017-08-29-10-45-00;48;20;4;2;22;0;0
2017-08-29-11-00-00;63;30;4;1;28;0;0
2017-08-29-11-15-00;80;34;6;2;38;0;0
2017-08-29-11-30-00;70;34;5;2;29;0;0
2017-08-29-11-45-00;64;25;5;1;33;0;0
2017-08-29-12-00-00;48;27;3;1;17;0;0
2017-08-29-12-15-00;62;26;5;2;29;0;0
2017-08-29-12-30-00;56;22;3;1;30;0;0
2017-08-29-12-45-00;68;25;4;3;36;0;0
2017-08-29-13-00-00;61;35;1;0;25;0;0
2017-08-29-13-15-00;77;40;0;0;37;0;0
2017-08-29-13-30-00;61;30;2;2;27;0;0
2017-08-29-13-45-00;71;37;1;4;29;0;0
2017-08-29-14-00-00;58;26;2;6;24;0;0
2017-08-29-14-15-00;82;39;3;2;38;0;0
2017-08-29-14-30-00;86;40;4;5;37;0;0
2017-08-29-14-45-00;71;43;2;0;26;0;0
2017-08-29-15-00-00;88;40;2;3;43;0;0
2017-08-29-15-15-00;78;41;1;3;33;0;0
2017-08-29-15-30-00;77;45;2;5;25;0;0
2017-08-29-15-45-00;72;36;0;1;35;0;0
2017-08-29-16-00-00;102;51;2;3;46;0;0
2017-08-29-16-15-00;93;53;2;6;32;0;0
2017-08-29-16-30-00;118;65;7;2;44;0;0
2017-08-29-16-45-00;123;71;6;1;45;0;0
2017-08-29-17-00-00;158;91;1;6;60;0;0
2017-08-29-17-15-00;131;80;5;6;40;0;0
2017-08-29-17-30-00;138;73;4;5;56;0;0
2017-08-29-17-45-00;161;107;3;11;40;0;0
2017-08-29-18-00-00;139;95;4;9;31;0;0
2017-08-29-18-15-00;142;88;2;7;45;0;0
2017-08-29-18-30-00;127;72;5;8;42;0;0
2017-08-29-18-45-00;114;62;3;6;43;0;0
2017-08-29-19-00-00;106;68;2;4;32;0;0
2017-08-29-19-15-00;97;52;4;1;40;0;0
2017-08-29-19-30-00;80;38;5;5;32;0;0
2017-08-29-19-45-00;89;48;2;5;34;0;0
2017-08-29-20-00-00;65;32;2;1;30;0;0
2017-08-29-20-15-00;66;37;1;5;23;0;0
2017-08-29-20-30-00;60;37;3;5;15;0;0
2017-08-29-20-45-00;51;23;4;1;23;0;0
2017-08-29-21-00-00;23;8;2;2;11;0;0
2017-08-29-21-15-00;32;22;1;4;5;0;0
2017-08-29-21-30-00;30;16;0;2;12;0;0
2017-08-29-21-45-00;22;8;2;3;9;0;0
2017-08-29-22-00-00;17;8;1;2;6;0;0
2017-08-29-22-15-00;10;5;0;1;4;0;0
2017-08-29-22-30-00;21;11;1;1;8;0;0
2017-08-29-22-45-00;14;3;2;3;6;0;0
2017-08-29-23-00-00;13;5;1;1;6;0;0
2017-08-29-23-15-00;9;5;0;2;2;0;0
2017-08-29-23-30-00;12;8;0;3;1;0;0
2017-08-29-23-45-00;12;6;1;1;4;0;0
2017-08-30-00-00-00;4;0;0;2;2;0;0
2017-08-30-00-15-00;5;1;2;1;1;0;0
2017-08-30-00-30-00;1;0;0;0;1;0;0
2017-08-30-00-45-00;0;0;0;0;0;0;0
2017-08-30-01-00-00;1;1;0;0;0;0;0
2017-08-30-01-15-00;0;0;0;0;0;0;0
2017-08-30-01-30-00;1;1;0;0;0;0;0
2017-08-30-01-45-00;0;0;0;0;0;0;0
2017-08-30-02-00-00;0;0;0;0;0;0;0
2017-08-30-02-15-00;0;0;0;0;0;0;0
2017-08-30-02-30-00;1;0;1;0;0;0;0
2017-08-30-02-45-00;0;0;0;0;0;0;0
2017-08-30-03-00-00;1;0;0;0;1;0;0
2017-08-30-03-15-00;0;0;0;0;0;0;0
2017-08-30-03-30-00;0;0;0;0;0;0;0
2017-08-30-03-45-00;1;1;0;0;0;0;0
2017-08-30-04-00-00;0;0;0;0;0;0;0
2017-08-30-04-15-00;0;0;0;0;0;0;0
2017-08-30-04-30-00;1;0;1;0;0;0;0
2017-08-30-04-45-00;1;1;0;0;0;0;0
2017-08-30-05-00-00;1;1;0;0;0;0;0
2017-08-30-05-15-00;3;2;0;0;1;0;0
2017-08-30-05-30-00;5;2;1;0;2;0;0
2017-08-30-05-45-00;6;0;0;0;6;0;0
2017-08-30-06-00-00;9;6;0;0;3;0;0
2017-08-30-06-15-00;14;8;0;1;5;0;0
2017-08-30-06-30-00;30;12;0;1;17;0;0
2017-08-30-06-45-00;33;9;0;2;22;0;0
2017-08-30-07-00-00;55;22;2;0;31;0;0
2017-08-30-07-15-00;54;18;2;0;34;0;0
2017-08-30-07-30-00;69;26;0;0;43;0;0
2017-08-30-07-45-00;104;23;6;0;75;0;0
2017-08-30-08-00-00;100;27;8;0;65;0;0
2017-08-30-08-15-00;115;21;5;2;87;0;0
2017-08-30-08-30-00;128;31;4;0;93;0;0
2017-08-30-08-45-00;103;18;5;0;80;0;0
2017-08-30-09-00-00;60;16;2;1;41;0;0
2017-08-30-09-15-00;81;14;1;0;66;0;0
2017-08-30-09-30-00;48;12;1;0;35;0;0
2017-08-30-09-45-00;41;13;2;2;24;0;0
2017-08-30-10-00-00;50;19;5;0;26;0;0
2017-08-30-10-15-00;32;18;0;0;14;0;0
2017-08-30-10-30-00;37;15;0;4;18;0;0
2017-08-30-10-45-00;30;13;1;4;12;0;0
2017-08-30-11-00-00;29;11;2;0;16;0;0
2017-08-30-11-15-00;39;18;2;1;18;0;0
2017-08-30-11-30-00;45;17;3;3;22;0;0
2017-08-30-11-45-00;36;16;4;2;14;0;0
2017-08-30-12-00-00;53;19;4;5;25;0;0
2017-08-30-12-15-00;52;22;4;2;24;0;0
2017-08-30-12-30-00;35;14;0;3;18;0;0
2017-08-30-12-45-00;45;21;3;1;20;0;0
2017-08-30-13-00-00;52;30;2;5;15;0;0
2017-08-30-13-15-00;38;19;2;3;14;0;0
2017-08-30-13-30-00;45;24;0;3;18;0;0
2017-08-30-13-45-00;55;34;4;0;17;0;0
2017-08-30-14-00-00;55;27;3;0;25;0;0
2017-08-30-14-15-00;42;24;2;1;15;0;0
2017-08-30-14-30-00;47;21;2;1;23;0;0
2017-08-30-14-45-00;49;30;0;1;18;0;0
2017-08-30-15-00-00;43;21;1;1;20;0;0
2017-08-30-15-15-00;56;25;5;5;21;0;0
2017-08-30-15-30-00;51;35;1;4;11;0;0
2017-08-30-15-45-00;54;31;1;2;20;0;0
2017-08-30-16-00-00;59;32;1;2;24;0;0
2017-08-30-16-15-00;72;39;0;4;29;0;0
2017-08-30-16-30-00;70;41;1;4;24;0;0
2017-08-30-16-45-00;76;55;1;2;18;0;0
2017-08-30-17-00-00;68;41;1;5;21;0;0
2017-08-30-17-15-00;84;61;0;3;20;0;0
2017-08-30-17-30-00;91;60;1;1;29;0;0
2017-08-30-17-45-00;77;56;0;5;16;0;0
2017-08-30-18-00-00;70;49;0;3;18;0;0
2017-08-30-18-15-00;84;51;2;5;26;0;0
2017-08-30-18-30-00;52;34;1;3;14;0;0
2017-08-30-18-45-00;55;31;0;4;20;0;0
2017-08-30-19-00-00;42;25;0;2;15;0;0
2017-08-30-19-15-00;49;25;1;2;21;0;0
2017-08-30-19-30-00;39;22;1;1;15;0;0
2017-08-30-19-45-00;36;20;0;2;14;0;0
2017-08-30-20-00-00;40;26;1;2;11;0;0
2017-08-30-20-15-00;22;11;1;2;8;0;0
2017-08-30-20-30-00;16;11;0;0;5;0;0
2017-08-30-20-45-00;22;10;3;2;7;0;0
2017-08-30-21-00-00;13;5;1;2;5;0;0
2017-08-30-21-15-00;14;5;0;3;6;0;0
2017-08-30-21-30-00;10;6;0;1;3;0;0
2017-08-30-21-45-00;14;6;1;1;6;0;0
2017-08-30-22-00-00;6;5;0;0;1;0;0
2017-08-30-22-15-00;6;3;0;1;2;0;0
2017-08-30-22-30-00;7;5;0;1;1;0;0
2017-08-30-22-45-00;10;5;1;1;3;0;0
2017-08-30-23-00-00;4;2;0;1;1;0;0
2017-08-30-23-15-00;13;5;0;4;4;0;0
2017-08-30-23-30-00;3;3;0;0;0;0;0
2017-08-30-23-45-00;3;2;0;1;0;0;0
2017-08-31-00-00-00;0;0;0;0;0;0;0
2017-08-31-00-15-00;1;0;0;0;1;0;0
2017-08-31-00-30-00;0;0;0;0;0;0;0
2017-08-31-00-45-00;0;0;0;0;0;0;0
2017-08-31-01-00-00;2;1;1;0;0;0;0
2017-08-31-01-15-00;0;0;0;0;0;0;0
2017-08-31-01-30-00;4;1;1;0;2;0;0
2017-08-31-01-45-00;0;0;0;0;0;0;0
2017-08-31-02-00-00;1;1;0;0;0;0;0
2017-08-31-02-15-00;0;0;0;0;0;0;0
2017-08-31-02-30-00;1;0;0;0;1;0;0
2017-08-31-02-45-00;0;0;0;0;0;0;0
2017-08-31-03-00-00;0;0;0;0;0;0;0
2017-08-31-03-15-00;0;0;0;0;0;0;0
2017-08-31-03-30-00;0;0;0;0;0;0;0
2017-08-31-03-45-00;0;0;0;0;0;0;0
2017-08-31-04-00-00;1;1;0;0;0;0;0
2017-08-31-04-15-00;0;0;0;0;0;0;0
2017-08-31-04-30-00;1;0;0;0;1;0;0
2017-08-31-04-45-00;0;0;0;0;0;0;0
2017-08-31-05-00-00;0;0;0;0;0;0;0
2017-08-31-05-15-00;0;0;0;0;0;0;0
2017-08-31-05-30-00;4;0;0;0;4;0;0
2017-08-31-05-45-00;2;0;0;0;2;0;0
2017-08-31-06-00-00;2;0;2;0;0;0;0
2017-08-31-06-15-00;5;3;0;1;1;0;0
2017-08-31-06-30-00;2;2;0;0;0;0;0
2017-08-31-06-45-00;11;5;0;0;6;0;0
2017-08-31-07-00-00;21;6;1;0;14;0;0
2017-08-31-07-15-00;17;8;0;0;9;0;0
2017-08-31-07-30-00;33;7;1;1;24;0;0
2017-08-31-07-45-00;33;9;0;0;24;0;0
2017-08-31-08-00-00;50;7;2;1;40;0;0
2017-08-31-08-15-00;57;10;2;1;44;0;0
2017-08-31-08-30-00;49;7;3;1;38;0;0
2017-08-31-08-45-00;60;9;3;0;48;0;0
2017-08-31-09-00-00;40;5;1;0;34;0;0
2017-08-31-09-15-00;36;8;2;0;26;0;0
2017-08-31-09-30-00;27;3;3;0;21;0;0
2017-08-31-09-45-00;17;7;2;1;7;0;0
2017-08-31-10-00-00;12;3;1;0;8;0;0
2017-08-31-10-15-00;15;6;0;4;5;0;0
2017-08-31-10-30-00;18;7;1;0;10;0;0
2017-08-31-10-45-00;16;8;1;1;6;0;0
2017-08-31-11-00-00;7;2;0;0;5;0;0
2017-08-31-11-15-00;9;8;0;0;1;0;0
2017-08-31-11-30-00;12;6;0;3;3;0;0
2017-08-31-11-45-00;15;8;0;0;7;0;0
2017-08-31-12-00-00;21;11;0;0;10;0;0
2017-08-31-12-15-00;30;15;1;1;13;0;0
2017-08-31-12-30-00;23;9;1;1;12;0;0
2017-08-31-12-45-00;15;6;0;0;9;0;0
2017-08-31-13-00-00;31;15;2;0;14;0;0
2017-08-31-13-15-00;22;11;0;1;10;0;0
2017-08-31-13-30-00;21;14;0;0;7;0;0
2017-08-31-13-45-00;20;8;0;0;12;0;0
2017-08-31-14-00-00;18;10;0;2;6;0;0
2017-08-31-14-15-00;15;6;0;0;9;0;0
2017-08-31-14-30-00;27;9;6;0;12;0;0
2017-08-31-14-45-00;20;9;1;0;10;0;0
2017-08-31-15-00-00;20;7;0;0;13;0;0
2017-08-31-15-15-00;34;21;0;3;10;0;0
2017-08-31-15-30-00;23;14;0;1;8;0;0
2017-08-31-15-45-00;29;14;2;0;13;0;0
2017-08-31-16-00-00;29;15;0;0;14;0;0
2017-08-31-16-15-00;34;20;1;1;12;0;0
2017-08-31-16-30-00;37;26;1;1;9;0;0
2017-08-31-16-45-00;61;35;1;7;18;0;0
2017-08-31-17-00-00;60;34;2;3;21;0;0
2017-08-31-17-15-00;47;33;1;2;11;0;0
2017-08-31-17-30-00;56;38;2;2;14;0;0
2017-08-31-17-45-00;71;44;2;1;24;0;0
2017-08-31-18-00-00;61;45;1;2;13;0;0
2017-08-31-18-15-00;78;39;1;2;36;0;0
2017-08-31-18-30-00;57;30;0;4;23;0;0
2017-08-31-18-45-00;51;28;0;1;22;0;0
2017-08-31-19-00-00;45;23;6;2;14;0;0
2017-08-31-19-15-00;53;25;5;4;19;0;0
2017-08-31-19-30-00;50;27;2;0;21;0;0
2017-08-31-19-45-00;34;18;3;2;11;0;0
2017-08-31-20-00-00;39;20;4;4;11;0;0
2017-08-31-20-15-00;22;11;1;0;10;0;0
2017-08-31-20-30-00;23;14;2;2;5;0;0
2017-08-31-20-45-00;19;11;0;2;6;0;0
2017-08-31-21-00-00;21;9;2;4;6;0;0
2017-08-31-21-15-00;8;5;0;1;2;0;0
2017-08-31-21-30-00;10;6;0;2;2;0;0
2017-08-31-21-45-00;14;7;0;6;1;0;0
2017-08-31-22-00-00;7;4;0;0;3;0;0
2017-08-31-22-15-00;6;4;1;0;1;0;0
2017-08-31-22-30-00;9;7;0;2;0;0;0
2017-08-31-22-45-00;7;4;0;2;1;0;0
2017-08-31-23-00-00;5;3;0;2;0;0;0
2017-08-31-23-15-00;0;0;0;0;0;0;0
2017-08-31-23-30-00;4;3;0;1;0;0;0
2017-08-31-23-45-00;3;0;0;0;3;0;0
2017-09-01-00-00-00;4;2;0;1;1;0;0
2017-09-01-00-15-00;0;0;0;0;0;0;0
2017-09-01-00-30-00;0;0;0;0;0;0;0
2017-09-01-00-45-00;2;0;0;1;1;0;0
2017-09-01-01-00-00;0;0;0;0;0;0;0
2017-09-01-01-15-00;0;0;0;0;0;0;0
2017-09-01-01-30-00;2;0;0;0;2;0;0
2017-09-01-01-45-00;0;0;0;0;0;0;0
2017-09-01-02-00-00;1;0;0;1;0;0;0
2017-09-01-02-15-00;0;0;0;0;0;0;0
2017-09-01-02-30-00;0;0;0;0;0;0;0
2017-09-01-02-45-00;0;0;0;0;0;0;0
2017-09-01-03-00-00;0;0;0;0;0;0;0
2017-09-01-03-15-00;0;0;0;0;0;0;0
2017-09-01-03-30-00;0;0;0;0;0;0;0
2017-09-01-03-45-00;0;0;0;0;0;0;0
2017-09-01-04-00-00;1;1;0;0;0;0;0
2017-09-01-04-15-00;0;0;0;0;0;0;0
2017-09-01-04-30-00;1;1;0;0;0;0;0
2017-09-01-04-45-00;1;1;0;0;0;0;0
2017-09-01-05-00-00;1;1;0;0;0;0;0
2017-09-01-05-15-00;1;0;0;0;1;0;0
2017-09-01-05-30-00;9;3;1;0;5;0;0
2017-09-01-05-45-00;8;0;1;0;7;0;0
2017-09-01-06-00-00;7;3;0;1;3;0;0
2017-09-01-06-15-00;5;2;0;0;3;0;0
2017-09-01-06-30-00;21;8;0;0;13;0;0
2017-09-01-06-45-00;21;6;2;0;13;0;0
2017-09-01-07-00-00;33;14;1;0;18;0;0
2017-09-01-07-15-00;42;12;1;1;28;0;0
2017-09-01-07-30-00;65;17;3;0;45;0;0
2017-09-01-07-45-00;87;29;2;0;56;0;0
2017-09-01-08-00-00;84;16;4;0;64;0;0
2017-09-01-08-15-00;83;14;4;0;65;0;0
2017-09-01-08-30-00;104;26;6;0;72;0;0
2017-09-01-08-45-00;91;18;4;0;69;0;0
2017-09-01-09-00-00;57;15;3;0;39;0;0
2017-09-01-09-15-00;44;12;1;1;30;0;0
2017-09-01-09-30-00;34;10;0;1;23;0;0
2017-09-01-09-45-00;39;23;1;2;13;0;0
2017-09-01-10-00-00;32;21;0;1;10;0;0
2017-09-01-10-15-00;24;9;2;0;13;0;0
2017-09-01-10-30-00;32;19;3;3;7;0;0
