 ;5.14 BN - Mc Cloy Weg ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn
2017-06-07-04-00-00;0;0;0;0;0
2017-06-07-04-15-00;0;0;0;0;0
2017-06-07-04-30-00;0;0;0;0;0
2017-06-07-04-45-00;0;0;0;0;0
2017-06-07-05-00-00;0;0;0;0;0
2017-06-07-05-15-00;2;2;0;0;0
2017-06-07-05-30-00;2;2;0;0;0
2017-06-07-05-45-00;1;1;0;0;0
2017-06-07-06-00-00;1;1;0;0;0
2017-06-07-06-15-00;5;5;0;0;0
2017-06-07-06-30-00;11;7;2;1;1
2017-06-07-06-45-00;9;7;0;0;2
2017-06-07-07-00-00;11;7;1;0;3
2017-06-07-07-15-00;21;14;3;1;3
2017-06-07-07-30-00;19;14;1;1;3
2017-06-07-07-45-00;20;16;1;0;3
2017-06-07-08-00-00;13;8;0;2;3
2017-06-07-08-15-00;20;16;2;0;2
2017-06-07-08-30-00;15;7;3;0;5
2017-06-07-08-45-00;9;6;0;0;3
2017-06-07-09-00-00;7;6;0;0;1
2017-06-07-09-15-00;11;5;2;2;2
2017-06-07-09-30-00;6;2;1;0;3
2017-06-07-09-45-00;7;2;1;0;4
2017-06-07-10-00-00;8;5;0;0;3
2017-06-07-10-15-00;4;3;0;1;0
2017-06-07-10-30-00;5;4;0;0;1
2017-06-07-10-45-00;11;3;2;1;5
2017-06-07-11-00-00;7;1;1;0;5
2017-06-07-11-15-00;18;9;2;1;6
2017-06-07-11-30-00;12;4;1;0;7
2017-06-07-11-45-00;15;12;2;0;1
2017-06-07-12-00-00;10;4;2;0;4
2017-06-07-12-15-00;15;12;0;2;1
2017-06-07-12-30-00;19;4;6;0;9
2017-06-07-12-45-00;7;3;2;0;2
2017-06-07-13-00-00;15;5;2;3;5
2017-06-07-13-15-00;6;4;1;0;1
2017-06-07-13-30-00;7;3;0;4;0
2017-06-07-13-45-00;13;5;2;1;5
2017-06-07-14-00-00;18;9;2;0;7
2017-06-07-14-15-00;10;1;2;1;6
2017-06-07-14-30-00;9;1;4;1;3
2017-06-07-14-45-00;13;8;3;1;1
2017-06-07-15-00-00;11;6;2;0;3
2017-06-07-15-15-00;17;9;1;1;6
2017-06-07-15-30-00;20;14;0;1;5
2017-06-07-15-45-00;24;9;4;1;10
2017-06-07-16-00-00;21;6;1;1;13
2017-06-07-16-15-00;20;8;1;0;11
2017-06-07-16-30-00;19;7;3;1;8
2017-06-07-16-45-00;23;6;5;3;9
2017-06-07-17-00-00;16;6;4;0;6
2017-06-07-17-15-00;25;11;7;1;6
2017-06-07-17-30-00;19;4;2;0;13
2017-06-07-17-45-00;13;3;3;0;7
2017-06-07-18-00-00;22;7;3;1;11
2017-06-07-18-15-00;23;10;6;1;6
2017-06-07-18-30-00;19;7;6;1;5
2017-06-07-18-45-00;26;13;2;4;7
2017-06-07-19-00-00;25;10;5;1;9
2017-06-07-19-15-00;18;5;4;0;9
2017-06-07-19-30-00;13;3;3;0;7
2017-06-07-19-45-00;18;8;2;1;7
2017-06-07-20-00-00;23;15;2;0;6
2017-06-07-20-15-00;10;1;3;0;6
2017-06-07-20-30-00;15;8;1;0;6
2017-06-07-20-45-00;14;4;1;1;8
2017-06-07-21-00-00;22;5;4;2;11
2017-06-07-21-15-00;10;5;3;0;2
2017-06-07-21-30-00;8;4;1;0;3
2017-06-07-21-45-00;6;2;1;0;3
2017-06-07-22-00-00;4;3;0;0;1
2017-06-07-22-15-00;4;2;2;0;0
2017-06-07-22-30-00;3;1;2;0;0
2017-06-07-22-45-00;2;1;1;0;0
2017-06-07-23-00-00;1;0;1;0;0
2017-06-07-23-15-00;2;1;0;1;0
2017-06-07-23-30-00;0;0;0;0;0
2017-06-07-23-45-00;0;0;0;0;0
2017-06-08-00-00-00;0;0;0;0;0
2017-06-08-00-15-00;1;0;1;0;0
2017-06-08-00-30-00;0;0;0;0;0
2017-06-08-00-45-00;0;0;0;0;0
2017-06-08-01-00-00;0;0;0;0;0
2017-06-08-01-15-00;0;0;0;0;0
2017-06-08-01-30-00;0;0;0;0;0
2017-06-08-01-45-00;0;0;0;0;0
2017-06-08-02-00-00;0;0;0;0;0
2017-06-08-02-15-00;0;0;0;0;0
2017-06-08-02-30-00;0;0;0;0;0
2017-06-08-02-45-00;0;0;0;0;0
2017-06-08-03-00-00;0;0;0;0;0
2017-06-08-03-15-00;1;1;0;0;0
2017-06-08-03-30-00;0;0;0;0;0
2017-06-08-03-45-00;0;0;0;0;0
2017-06-08-04-00-00;0;0;0;0;0
2017-06-08-04-15-00;0;0;0;0;0
2017-06-08-04-30-00;0;0;0;0;0
2017-06-08-04-45-00;0;0;0;0;0
2017-06-08-05-00-00;1;1;0;0;0
2017-06-08-05-15-00;0;0;0;0;0
2017-06-08-05-30-00;0;0;0;0;0
2017-06-08-05-45-00;2;1;0;1;0
2017-06-08-06-00-00;0;0;0;0;0
2017-06-08-06-15-00;4;2;0;2;0
2017-06-08-06-30-00;4;3;0;0;1
2017-06-08-06-45-00;10;6;0;0;4
2017-06-08-07-00-00;15;10;1;0;4
2017-06-08-07-15-00;17;14;0;0;3
2017-06-08-07-30-00;25;18;0;1;6
2017-06-08-07-45-00;23;15;1;1;6
2017-06-08-08-00-00;21;12;0;4;5
2017-06-08-08-15-00;26;20;1;0;5
2017-06-08-08-30-00;15;11;1;1;2
2017-06-08-08-45-00;13;8;0;0;5
2017-06-08-09-00-00;9;5;1;1;2
2017-06-08-09-15-00;9;4;0;0;5
2017-06-08-09-30-00;14;12;0;0;2
2017-06-08-09-45-00;10;5;2;1;2
2017-06-08-10-00-00;14;7;2;2;3
2017-06-08-10-15-00;14;5;3;0;6
2017-06-08-10-30-00;17;14;1;2;0
2017-06-08-10-45-00;13;5;0;0;8
2017-06-08-11-00-00;10;3;1;0;6
2017-06-08-11-15-00;25;11;4;0;10
2017-06-08-11-30-00;19;12;2;2;3
2017-06-08-11-45-00;15;5;2;0;8
2017-06-08-12-00-00;23;12;3;0;8
2017-06-08-12-15-00;21;9;3;1;8
2017-06-08-12-30-00;30;14;3;0;13
2017-06-08-12-45-00;37;17;4;4;12
2017-06-08-13-00-00;19;10;2;2;5
2017-06-08-13-15-00;27;12;4;2;9
2017-06-08-13-30-00;27;11;2;3;11
2017-06-08-13-45-00;16;6;3;1;6
2017-06-08-14-00-00;33;14;2;1;16
2017-06-08-14-15-00;27;16;3;1;7
2017-06-08-14-30-00;24;14;2;0;8
2017-06-08-14-45-00;17;8;3;0;6
2017-06-08-15-00-00;42;19;5;4;14
2017-06-08-15-15-00;24;11;0;1;12
2017-06-08-15-30-00;29;12;3;1;13
2017-06-08-15-45-00;36;19;2;0;15
2017-06-08-16-00-00;18;8;2;1;7
2017-06-08-16-15-00;50;20;9;0;21
2017-06-08-16-30-00;27;17;0;0;10
2017-06-08-16-45-00;29;16;5;1;7
2017-06-08-17-00-00;39;11;7;1;20
2017-06-08-17-15-00;58;22;12;4;20
2017-06-08-17-30-00;51;22;6;1;22
2017-06-08-17-45-00;53;27;6;2;18
2017-06-08-18-00-00;42;15;6;2;19
2017-06-08-18-15-00;44;19;8;0;17
2017-06-08-18-30-00;31;9;4;1;17
2017-06-08-18-45-00;39;17;3;2;17
2017-06-08-19-00-00;23;7;3;0;13
2017-06-08-19-15-00;36;17;5;0;14
2017-06-08-19-30-00;37;17;9;1;10
2017-06-08-19-45-00;25;7;5;1;12
2017-06-08-20-00-00;38;19;2;3;14
2017-06-08-20-15-00;19;8;3;1;7
2017-06-08-20-30-00;21;11;4;2;4
2017-06-08-20-45-00;24;9;2;4;9
2017-06-08-21-00-00;17;10;2;0;5
2017-06-08-21-15-00;9;2;1;1;5
2017-06-08-21-30-00;18;10;0;3;5
2017-06-08-21-45-00;12;6;2;1;3
2017-06-08-22-00-00;4;2;2;0;0
2017-06-08-22-15-00;7;1;3;0;3
2017-06-08-22-30-00;7;2;3;1;1
2017-06-08-22-45-00;0;0;0;0;0
2017-06-08-23-00-00;0;0;0;0;0
2017-06-08-23-15-00;3;2;1;0;0
2017-06-08-23-30-00;0;0;0;0;0
2017-06-08-23-45-00;0;0;0;0;0
2017-06-09-00-00-00;0;0;0;0;0
2017-06-09-00-15-00;0;0;0;0;0
2017-06-09-00-30-00;0;0;0;0;0
2017-06-09-00-45-00;0;0;0;0;0
2017-06-09-01-00-00;0;0;0;0;0
2017-06-09-01-15-00;1;1;0;0;0
2017-06-09-01-30-00;1;0;1;0;0
2017-06-09-01-45-00;0;0;0;0;0
2017-06-09-02-00-00;0;0;0;0;0
2017-06-09-02-15-00;0;0;0;0;0
2017-06-09-02-30-00;0;0;0;0;0
2017-06-09-02-45-00;0;0;0;0;0
2017-06-09-03-00-00;0;0;0;0;0
2017-06-09-03-15-00;0;0;0;0;0
2017-06-09-03-30-00;0;0;0;0;0
2017-06-09-03-45-00;1;0;1;0;0
2017-06-09-04-00-00;0;0;0;0;0
2017-06-09-04-15-00;0;0;0;0;0
2017-06-09-04-30-00;0;0;0;0;0
2017-06-09-04-45-00;0;0;0;0;0
2017-06-09-05-00-00;0;0;0;0;0
2017-06-09-05-15-00;1;1;0;0;0
2017-06-09-05-30-00;1;0;1;0;0
2017-06-09-05-45-00;2;2;0;0;0
2017-06-09-06-00-00;0;0;0;0;0
2017-06-09-06-15-00;6;3;1;0;2
2017-06-09-06-30-00;8;6;1;0;1
2017-06-09-06-45-00;8;5;0;1;2
2017-06-09-07-00-00;15;9;2;0;4
2017-06-09-07-15-00;16;11;2;1;2
2017-06-09-07-30-00;18;11;2;1;4
2017-06-09-07-45-00;28;17;1;6;4
2017-06-09-08-00-00;19;15;2;1;1
2017-06-09-08-15-00;21;17;2;0;2
2017-06-09-08-30-00;14;10;1;1;2
2017-06-09-08-45-00;15;10;2;2;1
2017-06-09-09-00-00;13;10;0;0;3
2017-06-09-09-15-00;9;7;1;0;1
2017-06-09-09-30-00;19;12;2;4;1
2017-06-09-09-45-00;5;1;0;1;3
2017-06-09-10-00-00;14;8;3;1;2
2017-06-09-10-15-00;10;4;1;0;5
2017-06-09-10-30-00;9;5;2;1;1
2017-06-09-10-45-00;3;3;0;0;0
2017-06-09-11-00-00;16;7;1;3;5
2017-06-09-11-15-00;5;1;1;2;1
2017-06-09-11-30-00;9;3;1;1;4
2017-06-09-11-45-00;7;3;1;1;2
2017-06-09-12-00-00;1;1;0;0;0
2017-06-09-12-15-00;3;2;0;1;0
2017-06-09-12-30-00;5;2;0;0;3
2017-06-09-12-45-00;7;2;1;1;3
2017-06-09-13-00-00;22;10;4;2;6
2017-06-09-13-15-00;2;1;0;1;0
2017-06-09-13-30-00;13;5;1;1;6
2017-06-09-13-45-00;15;12;1;0;2
2017-06-09-14-00-00;10;5;1;1;3
2017-06-09-14-15-00;21;16;0;3;2
2017-06-09-14-30-00;17;7;2;0;8
2017-06-09-14-45-00;7;3;0;0;4
2017-06-09-15-00-00;8;4;1;1;2
2017-06-09-15-15-00;5;3;1;0;1
2017-06-09-15-30-00;21;14;2;2;3
2017-06-09-15-45-00;17;5;6;0;6
2017-06-09-16-00-00;12;4;2;0;6
2017-06-09-16-15-00;25;7;5;0;13
2017-06-09-16-30-00;23;10;3;3;7
2017-06-09-16-45-00;26;7;9;1;9
2017-06-09-17-00-00;35;12;5;0;18
2017-06-09-17-15-00;27;11;5;2;9
2017-06-09-17-30-00;22;3;6;1;12
2017-06-09-17-45-00;26;12;5;0;9
2017-06-09-18-00-00;31;12;5;1;13
2017-06-09-18-15-00;18;12;2;0;4
2017-06-09-18-30-00;22;11;4;0;7
2017-06-09-18-45-00;22;9;4;1;8
2017-06-09-19-00-00;27;10;3;2;12
2017-06-09-19-15-00;22;8;5;0;9
2017-06-09-19-30-00;14;5;2;0;7
2017-06-09-19-45-00;12;4;4;1;3
2017-06-09-20-00-00;13;5;1;3;4
2017-06-09-20-15-00;14;5;1;3;5
2017-06-09-20-30-00;17;7;2;2;6
2017-06-09-20-45-00;10;4;0;1;5
2017-06-09-21-00-00;14;2;5;4;3
2017-06-09-21-15-00;14;3;0;3;8
2017-06-09-21-30-00;12;6;0;2;4
2017-06-09-21-45-00;3;2;0;1;0
2017-06-09-22-00-00;6;2;4;0;0
2017-06-09-22-15-00;4;1;1;0;2
2017-06-09-22-30-00;4;2;1;0;1
2017-06-09-22-45-00;1;0;1;0;0
2017-06-09-23-00-00;4;1;2;1;0
2017-06-09-23-15-00;4;1;0;0;3
2017-06-09-23-30-00;3;0;2;0;1
2017-06-09-23-45-00;3;2;1;0;0
2017-06-10-00-00-00;0;0;0;0;0
2017-06-10-00-15-00;1;0;0;0;1
2017-06-10-00-30-00;1;1;0;0;0
2017-06-10-00-45-00;1;0;1;0;0
2017-06-10-01-00-00;0;0;0;0;0
2017-06-10-01-15-00;2;1;0;1;0
2017-06-10-01-30-00;0;0;0;0;0
2017-06-10-01-45-00;0;0;0;0;0
2017-06-10-02-00-00;2;0;0;0;2
2017-06-10-02-15-00;0;0;0;0;0
2017-06-10-02-30-00;0;0;0;0;0
2017-06-10-02-45-00;0;0;0;0;0
2017-06-10-03-00-00;0;0;0;0;0
2017-06-10-03-15-00;0;0;0;0;0
2017-06-10-03-30-00;0;0;0;0;0
2017-06-10-03-45-00;0;0;0;0;0
2017-06-10-04-00-00;0;0;0;0;0
2017-06-10-04-15-00;0;0;0;0;0
2017-06-10-04-30-00;0;0;0;0;0
2017-06-10-04-45-00;1;0;0;0;1
2017-06-10-05-00-00;0;0;0;0;0
2017-06-10-05-15-00;0;0;0;0;0
2017-06-10-05-30-00;0;0;0;0;0
2017-06-10-05-45-00;0;0;0;0;0
2017-06-10-06-00-00;1;0;1;0;0
2017-06-10-06-15-00;2;1;0;0;1
2017-06-10-06-30-00;4;1;1;0;2
2017-06-10-06-45-00;1;1;0;0;0
2017-06-10-07-00-00;4;2;1;0;1
2017-06-10-07-15-00;4;1;1;0;2
2017-06-10-07-30-00;5;3;1;0;1
2017-06-10-07-45-00;5;3;0;0;2
2017-06-10-08-00-00;5;2;1;0;2
2017-06-10-08-15-00;9;6;3;0;0
2017-06-10-08-30-00;10;4;2;0;4
2017-06-10-08-45-00;8;4;1;0;3
2017-06-10-09-00-00;23;4;4;2;13
2017-06-10-09-15-00;21;10;3;1;7
2017-06-10-09-30-00;20;8;0;1;11
2017-06-10-09-45-00;23;7;6;2;8
2017-06-10-10-00-00;27;12;6;2;7
2017-06-10-10-15-00;32;19;3;0;10
2017-06-10-10-30-00;49;21;4;8;16
2017-06-10-10-45-00;38;14;5;0;19
2017-06-10-11-00-00;50;24;7;1;18
2017-06-10-11-15-00;62;26;12;0;24
2017-06-10-11-30-00;54;24;7;0;23
2017-06-10-11-45-00;76;34;9;0;33
2017-06-10-12-00-00;78;19;14;3;42
2017-06-10-12-15-00;79;35;6;6;32
2017-06-10-12-30-00;70;25;14;0;31
2017-06-10-12-45-00;89;21;11;0;57
2017-06-10-13-00-00;62;28;4;3;27
2017-06-10-13-15-00;60;26;9;1;24
2017-06-10-13-30-00;68;15;13;1;39
2017-06-10-13-45-00;62;27;8;1;26
2017-06-10-14-00-00;74;26;13;3;32
2017-06-10-14-15-00;57;26;5;2;24
2017-06-10-14-30-00;80;32;14;2;32
2017-06-10-14-45-00;90;35;10;7;38
2017-06-10-15-00-00;67;32;9;5;21
2017-06-10-15-15-00;89;45;8;4;32
2017-06-10-15-30-00;87;42;6;5;34
2017-06-10-15-45-00;70;34;9;4;23
2017-06-10-16-00-00;70;35;3;3;29
2017-06-10-16-15-00;78;46;5;4;23
2017-06-10-16-30-00;83;44;5;2;32
2017-06-10-16-45-00;78;43;6;7;22
2017-06-10-17-00-00;70;32;10;4;24
2017-06-10-17-15-00;71;47;1;3;20
2017-06-10-17-30-00;63;25;10;3;25
2017-06-10-17-45-00;65;34;4;9;18
2017-06-10-18-00-00;31;14;3;1;13
2017-06-10-18-15-00;53;20;5;7;21
2017-06-10-18-30-00;48;24;7;3;14
2017-06-10-18-45-00;56;28;3;8;17
2017-06-10-19-00-00;43;23;7;1;12
2017-06-10-19-15-00;48;25;3;4;16
2017-06-10-19-30-00;30;15;2;4;9
2017-06-10-19-45-00;40;18;4;2;16
2017-06-10-20-00-00;41;14;3;3;21
2017-06-10-20-15-00;27;15;4;1;7
2017-06-10-20-30-00;42;20;5;2;15
2017-06-10-20-45-00;35;12;4;5;14
2017-06-10-21-00-00;45;20;6;6;13
2017-06-10-21-15-00;29;10;4;4;11
2017-06-10-21-30-00;13;7;0;1;5
2017-06-10-21-45-00;24;12;3;3;6
2017-06-10-22-00-00;11;7;2;1;1
2017-06-10-22-15-00;11;6;0;1;4
2017-06-10-22-30-00;7;1;2;0;4
2017-06-10-22-45-00;9;8;0;0;1
2017-06-10-23-00-00;7;4;0;1;2
2017-06-10-23-15-00;8;4;0;1;3
2017-06-10-23-30-00;8;3;1;0;4
2017-06-10-23-45-00;6;1;3;2;0
2017-06-11-00-00-00;7;0;5;0;2
2017-06-11-00-15-00;0;0;0;0;0
2017-06-11-00-30-00;2;0;0;0;2
2017-06-11-00-45-00;1;1;0;0;0
2017-06-11-01-00-00;0;0;0;0;0
2017-06-11-01-15-00;0;0;0;0;0
2017-06-11-01-30-00;0;0;0;0;0
2017-06-11-01-45-00;0;0;0;0;0
2017-06-11-02-00-00;0;0;0;0;0
2017-06-11-02-15-00;0;0;0;0;0
2017-06-11-02-30-00;1;1;0;0;0
2017-06-11-02-45-00;0;0;0;0;0
2017-06-11-03-00-00;1;1;0;0;0
2017-06-11-03-15-00;0;0;0;0;0
2017-06-11-03-30-00;0;0;0;0;0
2017-06-11-03-45-00;0;0;0;0;0
2017-06-11-04-00-00;1;1;0;0;0
2017-06-11-04-15-00;0;0;0;0;0
2017-06-11-04-30-00;0;0;0;0;0
2017-06-11-04-45-00;0;0;0;0;0
2017-06-11-05-00-00;0;0;0;0;0
2017-06-11-05-15-00;0;0;0;0;0
2017-06-11-05-30-00;2;1;0;0;1
2017-06-11-05-45-00;0;0;0;0;0
2017-06-11-06-00-00;0;0;0;0;0
2017-06-11-06-15-00;1;1;0;0;0
2017-06-11-06-30-00;2;1;0;1;0
2017-06-11-06-45-00;3;0;1;0;2
2017-06-11-07-00-00;4;0;0;1;3
2017-06-11-07-15-00;4;1;3;0;0
2017-06-11-07-30-00;8;6;1;1;0
2017-06-11-07-45-00;15;2;7;1;5
2017-06-11-08-00-00;14;8;4;0;2
2017-06-11-08-15-00;16;11;0;0;5
2017-06-11-08-30-00;10;6;2;0;2
2017-06-11-08-45-00;13;5;3;0;5
2017-06-11-09-00-00;11;1;5;0;5
2017-06-11-09-15-00;30;15;5;4;6
2017-06-11-09-30-00;41;15;8;3;15
2017-06-11-09-45-00;69;38;3;11;17
2017-06-11-10-00-00;61;32;4;2;23
2017-06-11-10-15-00;46;27;4;1;14
2017-06-11-10-30-00;60;20;7;6;27
2017-06-11-10-45-00;87;45;5;6;31
2017-06-11-11-00-00;83;48;2;6;27
2017-06-11-11-15-00;75;31;8;3;33
2017-06-11-11-30-00;98;46;6;5;41
2017-06-11-11-45-00;69;27;8;2;32
2017-06-11-12-00-00;64;29;5;0;30
2017-06-11-12-15-00;104;37;7;4;56
2017-06-11-12-30-00;106;42;20;2;42
2017-06-11-12-45-00;116;35;17;1;63
2017-06-11-13-00-00;102;45;7;3;47
2017-06-11-13-15-00;89;35;8;3;43
2017-06-11-13-30-00;119;57;7;9;46
2017-06-11-13-45-00;72;31;7;3;31
2017-06-11-14-00-00;100;60;5;2;33
2017-06-11-14-15-00;100;53;2;4;41
2017-06-11-14-30-00;86;33;6;0;47
2017-06-11-14-45-00;87;49;7;2;29
2017-06-11-15-00-00;93;39;10;2;42
2017-06-11-15-15-00;98;37;8;10;43
2017-06-11-15-30-00;83;49;2;5;27
2017-06-11-15-45-00;107;51;9;3;44
2017-06-11-16-00-00;117;56;9;18;34
2017-06-11-16-15-00;88;43;3;3;39
2017-06-11-16-30-00;64;35;7;0;22
2017-06-11-16-45-00;69;27;8;7;27
2017-06-11-17-00-00;76;35;3;4;34
2017-06-11-17-15-00;74;32;8;3;31
2017-06-11-17-30-00;74;30;10;8;26
2017-06-11-17-45-00;66;36;7;2;21
2017-06-11-18-00-00;43;24;6;3;10
2017-06-11-18-15-00;71;44;4;2;21
2017-06-11-18-30-00;62;27;8;2;25
2017-06-11-18-45-00;44;23;2;7;12
2017-06-11-19-00-00;33;17;6;2;8
2017-06-11-19-15-00;42;17;4;9;12
2017-06-11-19-30-00;28;13;5;1;9
2017-06-11-19-45-00;33;20;4;0;9
2017-06-11-20-00-00;40;21;4;2;13
2017-06-11-20-15-00;20;7;3;1;9
2017-06-11-20-30-00;16;6;3;2;5
2017-06-11-20-45-00;17;8;4;0;5
2017-06-11-21-00-00;27;10;5;3;9
2017-06-11-21-15-00;12;6;3;1;2
2017-06-11-21-30-00;16;8;2;3;3
2017-06-11-21-45-00;8;4;1;2;1
2017-06-11-22-00-00;5;3;0;1;1
2017-06-11-22-15-00;5;1;1;1;2
2017-06-11-22-30-00;6;2;0;1;3
2017-06-11-22-45-00;2;2;0;0;0
2017-06-11-23-00-00;3;2;1;0;0
2017-06-11-23-15-00;4;1;1;1;1
2017-06-11-23-30-00;0;0;0;0;0
2017-06-11-23-45-00;1;1;0;0;0
2017-06-12-00-00-00;0;0;0;0;0
2017-06-12-00-15-00;0;0;0;0;0
2017-06-12-00-30-00;0;0;0;0;0
2017-06-12-00-45-00;0;0;0;0;0
2017-06-12-01-00-00;0;0;0;0;0
2017-06-12-01-15-00;0;0;0;0;0
2017-06-12-01-30-00;0;0;0;0;0
2017-06-12-01-45-00;1;0;1;0;0
2017-06-12-02-00-00;0;0;0;0;0
2017-06-12-02-15-00;0;0;0;0;0
2017-06-12-02-30-00;0;0;0;0;0
2017-06-12-02-45-00;0;0;0;0;0
2017-06-12-03-00-00;1;1;0;0;0
2017-06-12-03-15-00;0;0;0;0;0
2017-06-12-03-30-00;0;0;0;0;0
2017-06-12-03-45-00;1;1;0;0;0
2017-06-12-04-00-00;0;0;0;0;0
2017-06-12-04-15-00;0;0;0;0;0
2017-06-12-04-30-00;1;1;0;0;0
2017-06-12-04-45-00;0;0;0;0;0
2017-06-12-05-00-00;0;0;0;0;0
2017-06-12-05-15-00;0;0;0;0;0
2017-06-12-05-30-00;3;2;1;0;0
2017-06-12-05-45-00;3;3;0;0;0
2017-06-12-06-00-00;2;2;0;0;0
2017-06-12-06-15-00;4;3;0;0;1
2017-06-12-06-30-00;5;3;1;0;1
2017-06-12-06-45-00;11;9;1;1;0
2017-06-12-07-00-00;12;7;1;1;3
2017-06-12-07-15-00;32;19;4;2;7
2017-06-12-07-30-00;37;26;2;2;7
2017-06-12-07-45-00;36;28;1;4;3
2017-06-12-08-00-00;37;25;2;5;5
2017-06-12-08-15-00;30;23;2;1;4
2017-06-12-08-30-00;29;22;0;3;4
2017-06-12-08-45-00;19;12;3;1;3
2017-06-12-09-00-00;26;13;1;2;10
2017-06-12-09-15-00;17;7;4;0;6
2017-06-12-09-30-00;16;9;3;0;4
2017-06-12-09-45-00;18;11;2;1;4
2017-06-12-10-00-00;18;7;7;0;4
2017-06-12-10-15-00;23;11;4;1;7
2017-06-12-10-30-00;20;9;1;4;6
2017-06-12-10-45-00;16;11;2;0;3
2017-06-12-11-00-00;17;7;6;0;4
2017-06-12-11-15-00;18;6;2;0;10
2017-06-12-11-30-00;28;9;5;0;14
2017-06-12-11-45-00;22;12;0;1;9
2017-06-12-12-00-00;16;9;3;0;4
2017-06-12-12-15-00;34;13;5;2;14
2017-06-12-12-30-00;26;7;3;1;15
2017-06-12-12-45-00;35;15;7;0;13
2017-06-12-13-00-00;28;13;4;4;7
2017-06-12-13-15-00;29;14;3;1;11
2017-06-12-13-30-00;16;9;2;0;5
2017-06-12-13-45-00;38;26;5;2;5
2017-06-12-14-00-00;39;17;6;1;15
2017-06-12-14-15-00;21;6;1;2;12
2017-06-12-14-30-00;24;10;3;2;9
2017-06-12-14-45-00;23;10;4;0;9
2017-06-12-15-00-00;23;14;1;1;7
2017-06-12-15-15-00;48;10;5;0;33
2017-06-12-15-30-00;33;21;4;1;7
2017-06-12-15-45-00;31;13;6;1;11
2017-06-12-16-00-00;22;9;4;0;9
2017-06-12-16-15-00;38;12;9;2;15
2017-06-12-16-30-00;26;12;8;0;6
2017-06-12-16-45-00;27;10;3;1;13
2017-06-12-17-00-00;43;18;6;2;17
2017-06-12-17-15-00;32;9;5;2;16
2017-06-12-17-30-00;29;12;3;1;13
2017-06-12-17-45-00;47;20;6;4;17
2017-06-12-18-00-00;61;26;6;4;25
2017-06-12-18-15-00;43;16;3;1;23
2017-06-12-18-30-00;43;16;3;1;23
2017-06-12-18-45-00;27;7;11;0;9
2017-06-12-19-00-00;19;4;3;0;12
2017-06-12-19-15-00;21;7;6;1;7
2017-06-12-19-30-00;17;10;4;1;2
2017-06-12-19-45-00;18;3;6;0;9
2017-06-12-20-00-00;20;11;1;1;7
2017-06-12-20-15-00;14;3;3;0;8
2017-06-12-20-30-00;17;8;3;1;5
2017-06-12-20-45-00;15;3;6;2;4
2017-06-12-21-00-00;15;6;4;3;2
2017-06-12-21-15-00;13;4;5;1;3
2017-06-12-21-30-00;12;2;2;1;7
2017-06-12-21-45-00;8;5;2;0;1
2017-06-12-22-00-00;4;3;1;0;0
2017-06-12-22-15-00;1;0;0;0;1
2017-06-12-22-30-00;1;0;1;0;0
2017-06-12-22-45-00;1;0;1;0;0
2017-06-12-23-00-00;0;0;0;0;0
2017-06-12-23-15-00;0;0;0;0;0
2017-06-12-23-30-00;0;0;0;0;0
2017-06-12-23-45-00;1;0;0;0;1
2017-06-13-00-00-00;0;0;0;0;0
2017-06-13-00-15-00;2;0;1;1;0
2017-06-13-00-30-00;1;0;1;0;0
2017-06-13-00-45-00;0;0;0;0;0
2017-06-13-01-00-00;0;0;0;0;0
2017-06-13-01-15-00;0;0;0;0;0
2017-06-13-01-30-00;0;0;0;0;0
2017-06-13-01-45-00;0;0;0;0;0
2017-06-13-02-00-00;0;0;0;0;0
2017-06-13-02-15-00;0;0;0;0;0
2017-06-13-02-30-00;0;0;0;0;0
2017-06-13-02-45-00;0;0;0;0;0
2017-06-13-03-00-00;1;0;0;0;1
2017-06-13-03-15-00;0;0;0;0;0
2017-06-13-03-30-00;1;0;0;0;1
2017-06-13-03-45-00;0;0;0;0;0
2017-06-13-04-00-00;1;1;0;0;0
2017-06-13-04-15-00;0;0;0;0;0
2017-06-13-04-30-00;1;1;0;0;0
2017-06-13-04-45-00;1;1;0;0;0
2017-06-13-05-00-00;1;1;0;0;0
2017-06-13-05-15-00;1;1;0;0;0
2017-06-13-05-30-00;5;4;1;0;0
2017-06-13-05-45-00;1;0;1;0;0
2017-06-13-06-00-00;6;6;0;0;0
2017-06-13-06-15-00;7;5;0;0;2
2017-06-13-06-30-00;7;5;0;0;2
2017-06-13-06-45-00;23;15;4;1;3
2017-06-13-07-00-00;26;18;1;1;6
2017-06-13-07-15-00;31;25;2;2;2
2017-06-13-07-30-00;29;23;1;2;3
2017-06-13-07-45-00;42;26;4;5;7
2017-06-13-08-00-00;29;16;2;2;9
2017-06-13-08-15-00;35;25;3;1;6
2017-06-13-08-30-00;32;22;5;3;2
2017-06-13-08-45-00;23;15;0;1;7
2017-06-13-09-00-00;13;10;1;0;2
2017-06-13-09-15-00;14;9;1;0;4
2017-06-13-09-30-00;13;7;1;1;4
2017-06-13-09-45-00;17;8;3;1;5
2017-06-13-10-00-00;26;18;1;3;4
2017-06-13-10-15-00;18;10;1;0;7
